date,symbol,subject,details,category
07-Jul-2026 09:57:38,MUKANDLTD,Structural Digital Database,"Please find enclosed herewith SDD Compliance Certificate issued by Practising Company Secretary for the quarter ended June 30, 2026 for compliance with provisions of the SEBI (Prohibition of Insider Trading) Regulations, 2015.",Structural Digital Database
07-Jul-2026 09:53:57,STEELXIND,Press Release,"STEEL EXCHANGE INDIA LIMITED has informed the Exchange regarding a press release dated July 07, 2026, titled ""SEIL Accelerates its debt free journey, repays total Rs. 102 cr (30% of total debt) since December 2025"".",Press Release
07-Jul-2026 09:51:48,SOUTHWEST,Press Release,"South West Pinnacle Exploration Limited has informed the Exchange regarding a press release dated July 07, 2026, titled ""Extension of CBM Production Contract fromReliance Industries Limited valuingover Rs. 166.82 Crore"".",Press Release
07-Jul-2026 09:49:04,NAUKRI,Updates,"Info Edge (India) Limited has informed the Exchange regarding 'Company Update for the Quarter ended June 30, 2026'.",Updates
07-Jul-2026 09:25:12,PREMIERENE,Press Release,"Premier Energies Limited has informed the Exchange regarding a press release dated July 07, 2026, titled ""Premier Energies Secures Orders Worth &#8377; 3,011 Crore in Q1 FY 2027"".",Press Release
07-Jul-2026 09:13:03,SOUTHWEST,Bagging/Receiving of orders/contracts,South West Pinnacle Exploration Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
07-Jul-2026 09:06:42,CHEMBOND,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Chembond Material Technologies Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","Certificate under SEBI (Depositories and Participants) Regulations, 2018"
07-Jul-2026 08:45:09,BLAL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Beml Land Assets Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","Certificate under SEBI (Depositories and Participants) Regulations, 2018"
07-Jul-2026 08:12:52,KALYANKJIL,General Updates,Kalyan Jewellers India Limited has informed the Exchange about General Updates,General Updates
07-Jul-2026 08:00:05,CLEANMAX,Press Release,"Clean Max Enviro Energy Solutions Limited has informed the Exchange regarding a press release dated July 07, 2026, titled ""CleanMax Delivers Record Commissioning Of Over 500 MW In A Single Quarter Q1 FY27; Operational Renewable Energy Portfolio Stands At 4.2 GW"".",Press Release
07-Jul-2026 07:29:30,SMARTWORKS,General Updates,Smartworks Coworking Spaces Limited has informed the Exchange about General Updates,General Updates
07-Jul-2026 07:20:04,SMARTWORKS,Capacity addition,Smartworks Coworking Spaces Limited has submitted an intimation of completion of capacity addition to the Exchange,Capacity addition
07-Jul-2026 07:03:42,SMARTWORKS,Acquisition,Smartworks Coworking Spaces Limited has informed the Exchange about Acquisition,Acquisition
07-Jul-2026 00:40:00,SETL,Press Release,"Standard Engineering Technology Limited has informed the Exchange regarding a press release dated July 07, 2026, titled ""Release in connection with the strategic investment by STANDARD ENGINEERING TECHNOLOGY LIMITED (formerly known as Standard Glass Lining Technology Limited) ( Company ) in GL HAKKO",Press Release
07-Jul-2026 00:31:01,APOLLO,Outcome of Board Meeting,"Apollo Micro Systems Limited has informed the Exchange regarding Outcome of Board Meeting held on July 06, 2026.",Outcome of Board Meeting
07-Jul-2026 00:12:54,EMBDL,Outcome of Board Meeting,"Embassy Developments Limited has informed the Exchange regarding Outcome of Board Meeting held on July 06, 2026.",Outcome of Board Meeting
06-Jul-2026 23:44:52,SETL,Investor Presentation,Standard Engineering Technology Limited has informed the Exchange about Investor Presentation,Investor Presentation
06-Jul-2026 23:42:49,EMBDL,Analysts/Institutional Investor Meet/Con. Call Updates,Embassy Developments Limited has informed the Exchange about Schedule of analyst/ investor  meet,Analysts/Institutional Investor Meet/Con. Call Updates
06-Jul-2026 22:56:53,ABDL,Shareholders meeting,"Allied Blenders and Distillers Limited has informed the Exchange regarding Proceedings of  18th AGM held on July 06, 2026. Further, the company has submitted the Exchange a copy of Srutinizers Report, Proceedings of AGM along with voting results.",Shareholders meeting
06-Jul-2026 22:44:23,KSHINTL,Shareholders meeting,"KSH International Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the Company has informed the Exchange regarding voting results.",Shareholders meeting
