symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,0.9947203305532176,1.1805289382905395,2.55,4.74,-3.15,-1.56,-3.56,4.33
HDFCBANK,Finance,NIFTY_FIN_SERVICE,3.5107306785758534,10.670468863983013,2.55,4.74,8.11,0.96,5.93,2.56
BHARTIARTL,Communications,,4.139233675121427,5.742780426324728,2.55,4.74,,1.59,1.0,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,1.9614835948644795,13.723150357995229,2.55,4.74,8.11,-0.59,8.98,5.61
SBIN,Finance,NIFTY_FIN_SERVICE,0.4519230769230813,6.602040816326535,2.55,4.74,8.11,-2.1,1.86,-1.51
TCS,Technology Services,NIFTY_IT,-0.1435406698564593,-7.773211365946355,2.55,4.74,-4.3,-2.69,-12.51,-3.47
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,4.600263451210861,18.112128146453085,2.55,4.74,8.11,2.05,13.37,10.0
LT,Industrial Services,NIFTY_ENERGY,-4.594788429356917,0.7777777777777823,2.55,4.74,-3.15,-7.14,-3.96,3.93
LICI,Finance,NIFTY_FIN_SERVICE,0.0230733733271856,9.497347815104831,2.55,4.74,8.11,-2.53,4.76,1.39
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,2.343096234309628,5.4967173048354,2.55,4.74,3.72,-0.21,0.76,1.78
SUNPHARMA,Health Technology,NIFTY_PHARMA,1.7665782493368676,7.227501397428729,2.55,4.74,7.03,-0.78,2.49,0.2
MARUTI,Consumer Durables,NIFTY_AUTO,5.282305005820722,10.0296555395027,2.55,4.74,4.39,2.73,5.29,5.64
ADANIPORTS,Transportation,NIFTY_AUTO,4.672897196261682,3.824590618928676,2.55,4.74,4.39,2.12,-0.92,-0.57
ADANIPOWER,Utilities,NIFTY_ENERGY,-3.732456140350873,-5.26156767955801,2.55,4.74,-3.15,-6.28,-10.0,-2.11
INFY,Technology Services,NIFTY_IT,3.7864077669902914,-12.37704918032787,2.55,4.74,-4.3,1.24,-17.12,-8.08
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,6.560402684563758,6.133021390374331,2.55,4.74,8.11,4.01,1.39,-1.98
AXISBANK,Finance,NIFTY_FIN_SERVICE,-0.8396552994034094,6.849206349206346,2.55,4.74,8.11,-3.39,2.11,-1.26
TITAN,Consumer Durables,NIFTY_AUTO,8.469900642898892,8.685874912157418,2.55,4.74,4.39,5.92,3.95,4.3
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,-4.020227560050564,-0.4980340760157214,2.55,4.74,8.11,-6.57,-5.24,-8.61
M&M,Consumer Durables,NIFTY_AUTO,2.563607085346213,4.760025000822389,2.55,4.74,4.39,0.01,0.02,0.37
ITC,Consumer Non-Durables,NIFTY_FMCG,-1.5780445969125292,2.464285714285706,2.55,4.74,3.72,-4.13,-2.28,-1.26
NTPC,Utilities,NIFTY_ENERGY,-0.1691331923890127,-3.2244842191556256,2.55,4.74,-3.15,-2.72,-7.96,-0.07
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,3.19872757798003,5.216216216216216,2.55,4.74,-5.89,0.65,0.48,11.11
HCLTECH,Technology Services,NIFTY_IT,4.199546485260767,-2.561492790500428,2.55,4.74,-4.3,1.65,-7.3,1.74
BEL,Electronic Technology,NIFTY_IT,1.4993954050785947,2.340892465252369,2.55,4.74,-4.3,-1.05,-2.4,6.64
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,7.2670454545454595,9.761627906976749,2.55,4.74,8.11,4.72,5.02,1.65
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,0.3327922077922004,-4.995772807624318,2.55,4.74,-5.89,-2.22,-9.74,0.89
ONGC,Energy Minerals,NIFTY_ENERGY,4.394101303697371,-8.801344286781188,2.55,4.74,-3.15,1.84,-13.54,-5.65
HAL,Electronic Technology,NIFTY_IT,0.6404517595206858,3.915619815122063,2.55,4.74,-4.3,-1.91,-0.82,8.22
NESTLEIND,Consumer Non-Durables,NIFTY_FMCG,6.127009298637642,6.456977584960229,2.55,4.74,3.72,3.58,1.72,2.74
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,4.723228142783238,-2.621704829709448,2.55,4.74,4.39,2.17,-7.36,-7.01
ETERNAL,Technology Services,NIFTY_IT,10.5880092236741,13.57805407538978,2.55,4.74,-4.3,8.04,8.84,17.88
COALINDIA,Energy Minerals,NIFTY_ENERGY,-3.949730700179538,-11.442168425408653,2.55,4.74,-3.15,-6.5,-16.18,-8.29
POWERGRID,Utilities,NIFTY_ENERGY,-0.6093314763231198,0.5105633802816861,2.55,4.74,-3.15,-3.16,-4.23,3.66
ASIANPAINT,Process Industries,NIFTY_METAL,3.2618510158013474,2.951987996999243,2.55,4.74,-5.89,0.71,-1.79,8.84
DMART,Retail Trade,NIFTY_FMCG,-6.2162968402212,-1.2634986591935875,2.55,4.74,3.72,-8.77,-6.0,-4.98
ADANIGREEN,Utilities,NIFTY_ENERGY,1.5824468085106351,6.764500349406007,2.55,4.74,-3.15,-0.97,2.02,9.91
SHRIRAMFIN,Finance,NIFTY_FIN_SERVICE,4.120466760276953,16.85686338441474,2.55,4.74,8.11,1.57,12.12,8.75
TATASTEEL,Non-Energy Minerals,NIFTY_METAL,0.554089709762539,-9.00191021967526,2.55,4.74,-5.89,-2.0,-13.74,-3.11
HINDZINC,Non-Energy Minerals,NIFTY_METAL,2.0555767034640406,-11.371900826446272,2.55,4.74,-5.89,-0.49,-16.11,-5.48
