symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
REDINGTON,277.65,63.71714850947465,42.41183459600487,Buy,11.955645161290311,True,6
ADANIGREEN,1527.8,57.20364061456,34.93073121589639,Buy,6.764500349406007,True,6
CARBORUNIV,1119.1,50.83535155334312,40.52842688620228,Buy,7.595423516969523,True,6
GRINDWELL,2057.1,52.59290120765794,52.8145895187378,Buy,7.414756409586967,True,6
ASIANPAINT,2744.7,59.87383569988933,28.34917218277318,Buy,2.951987996999243,True,6
KPIL,1363.5,53.8668349027874,31.07147047909353,Buy,5.167759352101813,True,6
CRAFTSMAN,9131.5,50.323978923584754,33.383159812570966,Buy,-0.749959241345579,True,6
INDIGO,5372.0,68.67515034857456,45.95399520459956,Buy,19.59038290293856,True,6
MANKIND,2540.5,61.79666352830014,31.51262986826506,Strong buy,7.913516268796203,True,6
SHYAMMETL,955.0,50.78727673500635,27.75699469634377,Buy,-4.78089635575054,True,6
ACMESOLAR,379.75,66.52026793477438,48.6404788499061,Buy,8.5,True,6
SAILIFE,1250.0,60.87683247621733,26.3687154415372,Buy,7.823686707495906,True,6
SYRMA,1376.7,62.085053973278136,52.25614402900391,Buy,11.926829268292686,True,6
PIDILITIND,1611.3,68.7457926957029,40.70263646637939,Buy,9.240677966101693,True,6
DLF,666.4,66.14425050392009,26.232585755531968,Buy,14.619883040935672,True,6
IKS,1854.2,69.49646954978861,39.655118903149805,Buy,8.814553990610332,True,6
ACUTAAS,3536.2,63.59814588623092,45.221695230385365,Buy,11.79539059783124,True,6
DRREDDY,1371.1,65.44510133608091,28.295318295875795,Strong buy,7.706205813040055,True,6
GMRAIRPORT,114.17,69.89936679111264,29.759337011094537,Strong buy,10.86618760924451,True,6
TATATECH,733.8,53.776031745982806,26.94411959426979,Buy,-2.2447212415906246,True,6
NIACL,184.84,57.47088306390595,29.77947156983892,Buy,21.85378073702947,True,6
MAXHEALTH,1143.9,65.29716793087215,38.26904169463057,Strong buy,17.070924163340504,True,6
MARICO,840.05,57.75424000015951,32.14906259979881,Strong buy,1.954002063231981,True,6
ABCAPITAL,409.4,69.43397585974705,30.783746211721898,Buy,15.682396157106528,True,6
AADHARHFC,543.5,66.25244069707995,32.70155285908692,Buy,16.856589980649318,True,6
