index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24474.9,24430.35,0.18
NIFTY_BANK,^NSEBANK,58425.65,58291.5,0.23
NIFTY_NEXT_50,^NSMIDCP,72294.55,72268.95,0.04
INDIA_VIX,^INDIAVIX,11.79,11.82,-0.25
SENSEX,^BSESN,78368.33,78285.07,0.11
