symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
TRENT,2986.7,5.537102473498226,40.4,28722.0,125328.0,189551.4000075,99812.0,True,6
COCHINSHIP,1442.0,-2.1842355175688537,19.75,4285.0,21607.0,30904.58972,25985.0,True,5
KALYANKJIL,354.5,-3.4059945504087192,13.74,6483.0,39677.0,43602.00543,53669.0,True,5
TITAN,4639.8,8.685874912157418,11.81,9897.0,120463.0,86861.9319925,93664.0,True,5
BSE,3667.3,-9.51640759930915,10.27,9341.0,61254.0,70072.67076,100259.0,True,5
MCX,2635.6,-9.429553264604811,10.25,10694.0,57213.0,53955.969705,114994.0,True,5
JUBLFOOD,453.7,5.352374317891561,6.03,1653.0,32304.0,28655.027625,29074.0,True,3
ABB,6868.5,-4.2717770034843205,5.64,1865.0,9901.0,10217.6629625,34943.0,True,3
VBL,485.05,-8.047393364928908,5.33,3253.0,13142.0,20279.5921875,64286.0,True,3
SIEMENS,3465.8,-6.202976995940455,4.98,1522.0,8747.0,6662.6035875,32106.0,True,3
SOLARINDS,17877.0,-2.736670293797606,4.04,906.0,7053.0,11999.77106,23350.0,True,3
ADANIENSOL,1623.7,6.235278722847419,3.28,1300.0,10305.0,24578.467065,40898.0,True,3
ALKEM,5706.0,7.670534956127937,3.02,412.0,4675.0,5240.350375,14043.0,True,3
CUMMINSIND,5434.5,-7.023096663815227,2.68,816.0,5251.0,12282.128,31226.0,True,3
FORCEMOT,18630.0,-0.3210272873194221,2.59,459.0,2311.0,1822.6775675,18211.0,True,3
LT,3990.8,0.7777777777777823,2.51,3831.0,25188.0,28632.2735825,156737.0,True,3
BHEL,378.85,-2.8589743589743533,2.49,1383.0,8173.0,12707.022825,56953.0,True,3
POLICYBZR,1564.5,4.3,2.45,999.0,6672.0,10930.883075,41736.0,True,3
MAZDOCK,2520.9,2.893877551020412,2.39,777.0,5919.0,6461.3106225,33274.0,True,3
POLYCAB,9477.0,-2.849820604818042,2.36,702.0,5275.0,11456.8690125,30460.0,True,3
TORNTPHARM,4850.4,11.50344827586206,2.31,670.0,4976.0,5575.9713375,29666.0,True,3
DIVISLAB,6926.0,4.362239132072629,2.28,1219.0,15054.0,8633.98097,54644.0,True,3
LODHA,1095.8,22.985409652076317,2.27,628.0,5828.0,7098.382125,28304.0,True,3
WAAREEENER,2842.0,-7.867863973806199,2.26,1423.0,4244.0,8367.8252525,64389.0,True,3
PHOENIXLTD,2110.6,22.70930232558139,2.16,305.0,2227.0,5319.195665,14447.0,True,3
LTM,3816.5,-7.344015537751882,2.11,871.0,11357.0,6916.052145,42206.0,True,3
MANKIND,2540.5,7.913516268796203,2.02,332.0,2359.0,3113.10635,16732.0,True,3
