symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,185.34,178.0,,,,False,190162.7,0.362,4.511,,4401
21STCENMGM,44.35,31.51,30.6,,,,False,8219.05,0.238,12.389,,2119
360ONE,1197.0,1065.0,1031.3,,,,False,1233429.85,0.385,4.062,,1708
3BBLACKBIO,1321.9,1182.0,1085.0,,,,False,10143.8,0.607,3.315,,79
3IINFOLTD,27.73,18.01,16.25,,,,True,1658289.2,0.904,7.084,,5260
3MINDIA,36880.0,34485.0,31010.0,36880.0,34485.0,20.0,False,3732.65,0.838,2.805,-2.074,5986
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,5951.85,10.076,2.597,-6.754,4540
5PAISA,400.0,344.0,299.0,,,,False,51930.9,0.589,4.542,,2159
63MOONS,957.95,677.0,604.0,,,,False,1594466.65,0.107,6.07,,5220
A2ZINFRA,17.95,12.0,12.0,,,,False,501799.3,0.89,5.793,,3858
AAATECH,101.98,85.0,85.0,,,,False,25546.1,0.775,4.88,,1421
AADHARHFC,524.45,487.1,449.8,524.45,487.1,20.0,False,282925.4,0.558,2.743,-4.366,559
AAKASH,9.75,8.67,8.55,,,,False,108463.8,0.549,3.67,,2037
AAREYDRUGS,86.9,73.41,73.41,,,,False,45160.75,2.685,4.177,,1240
AARNAV,37.4,25.62,23.51,,,,False,177490.2,0.255,5.707,,112
AARON,154.8,111.15,111.15,,,,False,62130.85,0.283,4.767,,1949
AARTECH,49.49,44.85,39.98,49.49,44.85,20.0,False,15047.0,3.011,2.535,-1.94,764
AARTIDRUGS,453.65,401.0,365.0,,,,True,254783.75,5.436,4.415,,5670
AARTIIND,516.95,469.0,424.0,,,,False,1476755.6,0.884,3.283,,5991
AARTIPHARM,932.6,650.8,604.15,,,,True,1026272.15,14.492,7.893,,874
AARTISURF,572.0,374.3,355.2,,,,True,79339.3,2.118,5.937,,1507
AARVI,164.9,145.25,125.3,164.9,145.25,20.0,False,48729.15,0.156,2.834,-5.985,2185
AASTHA,140.01,70.0,70.0,,,,False,6015263.25,0.152,10.122,,27
AATMAJ,19.95,16.7,16.7,,,,False,3500.0,4.571,6.408,,770
AAVAS,1544.9,1346.2,1247.6,,,,False,84168.6,1.895,4.488,,1940
ABAN,20.11,14.21,12.89,,,,False,59500.3,0.071,8.252,,5957
ABANSENT,28.95,25.05,25.05,28.95,25.05,20.0,False,6401.35,1.825,2.643,-9.292,79
ABB,7924.5,6926.5,6653.0,,,,False,490624.2,0.302,4.527,,5991
ABBOTINDIA,28940.0,27330.0,25200.0,,,,False,9050.75,0.936,3.671,,5961
ABCAPITAL,430.7,384.35,334.8,,,,False,3983225.55,1.029,4.027,,2212
ABCOTS,218.0,196.81,196.81,,,,False,15622.9,0.714,3.948,,1123
ABDL,655.0,580.0,542.2,655.0,580.0,20.0,False,336127.65,0.562,2.922,-5.374,526
ABFRL,64.1,55.1,55.1,,,,False,7185832.7,2.215,3.696,,3225
ABINFRA,11.03,9.78,8.82,11.03,9.78,20.0,False,1562404.2,1.489,2.902,-1.995,1740
ABLBL,97.68,91.02,91.02,,,,False,731366.75,0.681,3.139,,284
ABMINTLLTD,52.56,39.15,39.15,,,,True,3099.3,5.666,3.282,,2500
ABMKNO,210.0,182.5,182.5,210.0,182.5,20.0,False,1804.25,0.714,2.859,-5.738,79
ABREL,1471.2,1359.1,1155.0,1471.2,1359.1,20.0,False,114527.6,0.458,2.711,-4.785,7683
ABSLAMC,1167.3,973.3,973.3,,,,False,351431.3,0.324,6.748,,1198
ABSMARINE,233.95,213.05,213.05,233.95,213.05,20.0,False,30825.0,0.746,2.969,-4.766,553
ACC,1413.9,1312.0,1297.0,,,,False,213007.1,0.623,3.302,,5988
ACCELYA,1180.0,1101.1,1085.9,,,,False,7869.8,0.639,3.34,,5988
ACCENTMIC,562.95,486.0,433.05,,,,True,74600.0,1.374,4.178,,654
ACCORD,211.0,198.35,58.4,,,,False,3600.0,0.0,44.275,,1994
ACCURACY,5.24,4.62,4.62,,,,False,52290.5,0.346,3.168,,1998
ACE,1149.0,957.8,850.5,,,,False,782993.65,0.344,4.373,,4904
ACEINTEG,21.5,18.35,18.35,,,,False,4529.05,1.369,3.654,,2242
ACI,604.25,505.0,505.0,,,,False,449167.65,0.185,5.389,,922
ACL,50.18,46.34,46.34,50.18,46.34,20.0,False,16330.35,0.52,2.13,-3.487,3888
ACMESOLAR,397.5,344.7,324.05,,,,False,2014033.1,0.331,3.849,,434
ACSTECH,53.56,39.15,31.71,,,,False,305599.1,2.28,5.871,,79
ACUTAAS,3700.0,3025.0,2960.2,,,,False,376340.2,0.407,4.283,,1217
ADANIENSOL,1789.0,1603.9,1445.0,,,,False,1975288.05,1.125,4.149,,2725
ADANIENT,3213.5,2969.8999,2886.2,,,,False,1044974.15,1.361,3.805,,5990
ADANIGREEN,1610.3,1350.0,1350.0,,,,False,2521517.3,1.281,6.4,,2015
ADANIPORTS,1859.7,1650.0,1650.0,,,,False,2204213.7,1.026,5.489,,4614
ADANIPOWER,228.4,206.7,206.7,,,,False,21815717.35,0.802,4.761,,4191
