identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY11-08-2026CE24600.00,Index Options,NIFTY,11-Aug-2026,Call,24600,73.25,8379660,480079.10106,225356,24583.8,-34.27545984746523
OPTIDXNIFTY11-08-2026PE24600.00,Index Options,NIFTY,11-Aug-2026,Put,24600,74.65,8133717,439659.938718,168278,24583.8,-29.039923954372625
OPTIDXNIFTY11-08-2026PE24500.00,Index Options,NIFTY,11-Aug-2026,Put,24500,36.45,6130778,188849.420123,172617,24583.8,-42.68867924528302
OPTIDXNIFTY11-08-2026PE24550.00,Index Options,NIFTY,11-Aug-2026,Put,24550,53.1,6019568,251079.191064,107759,24583.8,-36.024096385542165
OPTIDXNIFTY11-08-2026CE24700.00,Index Options,NIFTY,11-Aug-2026,Call,24700,34.4,4718935,139071.733385,168047,24583.8,-49.817651349380014
OPTIDXNIFTY11-08-2026CE24650.00,Index Options,NIFTY,11-Aug-2026,Call,24650,51.9,4223396,177916.89159400002,111368,24583.8,-41.322781232334655
OPTIDXNIFTY11-08-2026CE24550.00,Index Options,NIFTY,11-Aug-2026,Call,24550,100.75,3648333,271290.04188,57796,24583.8,-27.439683111271155
OPTIDXNIFTY11-08-2026CE24800.00,Index Options,NIFTY,11-Aug-2026,Call,24800,13.35,3455129,46039.593925,149017,24583.8,-65.45924967658473
OPTIDXNIFTY11-08-2026PE24400.00,Index Options,NIFTY,11-Aug-2026,Put,24400,15.15,3367603,52468.9385415,121184,24583.8,-57.443820224719104
OPTIDXNIFTY11-08-2026PE24450.00,Index Options,NIFTY,11-Aug-2026,Put,24450,23.85,2706650,59605.8463,81501,24583.8,-49.94753410283316
OPTIDXNIFTY11-08-2026CE24500.00,Index Options,NIFTY,11-Aug-2026,Call,24500,135.1,2677578,255842.5779,61576,24583.8,-20.62279670975323
OPTIDXNIFTY11-08-2026PE24650.00,Index Options,NIFTY,11-Aug-2026,Put,24650,102.65,2619735,184245.96255,39237,24583.8,-22.146378460371633
OPTIDXNIFTY11-08-2026CE24750.00,Index Options,NIFTY,11-Aug-2026,Call,24750,21.9,2570101,51587.067272,85074,24583.8,-57.68115942028985
OPTIDXNIFTY11-08-2026CE24900.00,Index Options,NIFTY,11-Aug-2026,Call,24900,4.95,2420775,13075.8161625,181031,24583.8,-76.42857142857143
OPTIDXNIFTY11-08-2026CE25000.00,Index Options,NIFTY,11-Aug-2026,Call,25000,2.75,2199878,5962.769319,198347,24583.8,-75.87719298245614
OPTIDXNIFTY11-08-2026PE24300.00,Index Options,NIFTY,11-Aug-2026,Put,24300,6.3,2043987,15411.66198,106987,24583.8,-66.84210526315789
OPTIDXNIFTY11-08-2026PE24700.00,Index Options,NIFTY,11-Aug-2026,Put,24700,136.65,2012925,183032.2508625,39814,24583.8,-15.700185070943862
OPTIDXNIFTY11-08-2026CE24850.00,Index Options,NIFTY,11-Aug-2026,Call,24850,7.9,1948236,16424.603597999998,99209,24583.8,-72.61698440207972
OPTIDXNIFTY11-08-2026PE24350.00,Index Options,NIFTY,11-Aug-2026,Put,24350,9.5,1720638,18062.397405,75377,24583.8,-63.74045801526717
OPTIDXNIFTY11-08-2026PE24200.00,Index Options,NIFTY,11-Aug-2026,Put,24200,2.9,1635046,6089.728827000001,131137,24583.8,-71.2871287128713
