date,symbol,subject,details,category
24-Aug-2026 19:08:07,HEG,Change in Company Secretary/Compliance Officer,HEG Limited has informed the Exchange about Change in Company Secretary/Compliance Officer,Change in Company Secretary/Compliance Officer
24-Aug-2026 19:08:07,HEG,Resignation,"HEG Limited has informed the Exchange regarding Resignation of  Dr. Kamal Gupta and Shri Shekhar Agarwal  as Non- Executive Directors of the company w.e.f. September 01, 2026.",Resignation
24-Aug-2026 19:06:44,ANNAPURNA,Analysts/Institutional Investor Meet/Con. Call Updates,Annapurna Swadisht Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
24-Aug-2026 19:05:42,ADSL,Record Date,Allied Digital Services Limited has informed the Exchange that Record date for the purpose of Dividend  is 28-Aug-2026.,Record Date
24-Aug-2026 19:04:49,PERSISTENT,Analysts/Institutional Investor Meet/Con. Call Updates,Persistent Systems Limited has informed the Exchange about Presentation,Analysts/Institutional Investor Meet/Con. Call Updates
24-Aug-2026 19:04:12,IRMENERGY,Copy of Newspaper Publication,IRM Energy Limited has informed the Exchange about Copy of Newspaper Publication for 11th AGM of the Company through Video Conferencing (VC)/ Other Audio Visual Means (OAVM).,Copy of Newspaper Publication
24-Aug-2026 19:03:50,VRAJ,Updates,"Vraj Iron and Steel Limited has informed the Exchange regarding 'Letter Sent To Shareholders Pursuant to Regulation 36(1)(B) Of SEBI(LODR) Regulations, 2015'.",Updates
24-Aug-2026 19:03:32,STEELCITY,Trading Window,"Steel City Securities Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Aug-2026 19:03:26,HEG,Resignation,"HEG Limited has informed the Exchange regarding Resignation of  Shri Jayant Davar and Shri Priya Shankar Dasgupta, Dr. Nand Gopal Khaitan and Shri Sandip Somany as Independent Directors of the company w.e.f. September 01, 2026.",Resignation
24-Aug-2026 19:03:16,ICICIGI,ESOP/ESOS/ESPS,ICICI Lombard General Insurance Company Limited has informed the Exchange regarding Allotment of 71297   Shares.,ESOP/ESOS/ESPS
24-Aug-2026 19:02:56,CONSOFINVT,Shareholders meeting,"Consolidated Finvest & Holdings Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 21, 2026",Shareholders meeting
24-Aug-2026 19:01:25,SANDESH,Shareholders meeting,"The Sandesh Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 15, 2026",Shareholders meeting
24-Aug-2026 19:01:12,MADRASFERT,Change in Director(s),Madras Fertilizers Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s)
24-Aug-2026 19:01:04,SUPREME,Address Change,Supreme Holdings & Hospitality (India) Limited has informed the Exchange regarding change in Registered Office of the company.,Address Change
24-Aug-2026 19:00:53,HEG,Appointment,"HEG Limited has informed the Exchange regarding Appointment of  Shri Om Prakash Ajmera and Shri Yash Kela  as Non- Executive Director of the company w.e.f. September 01, 2026.",Appointment
24-Aug-2026 19:00:49,SURAJEST,Analysts/Institutional Investor Meet/Con. Call Updates,Suraj Estate Developers Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates
24-Aug-2026 18:58:58,GKSL,Outcome of Board Meeting,"Gujarat Kidney And Super Speciality Limited has informed the Exchange regarding Outcome of Board Meeting held on August 24, 2026.",Outcome of Board Meeting
24-Aug-2026 18:58:44,MAWANASUG,Price movement,"Significant movement in price has been observed in Mawana Sugars Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response f",Price movement
24-Aug-2026 18:58:41,TEXRAIL,Updates,Texmaco Rail & Engineering Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Reporting for the Financial Year 2025-26'.,Updates
24-Aug-2026 18:58:33,HEG,Appointment,"HEG Limited has informed the Exchange regarding Appointment of  Shri Riju Jhunjhunwala as Chairman, Managing Director & CEO of the company w.e.f. September 01, 2026.",Appointment
