index,expiry,spot,total_ce_oi,total_pe_oi,pcr,max_pain,atm_iv
NIFTY,25-Aug-2026,24219.05,3466939,2423149,0.7,24200,8.55
BANKNIFTY,25-Aug-2026,57525.95,725775,512456,0.71,57500,9.32
