index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24219.05,24252.0,-0.14,2026-08-24,2026-08-21,False
NIFTY_BANK,^NSEBANK,57525.95,57761.95,-0.41,2026-08-24,2026-08-21,False
NIFTY_NEXT_50,^NSMIDCP,74022.4,73992.1,0.04,2026-08-24,2026-08-21,False
INDIA_VIX,^INDIAVIX,11.52,11.2,2.9,2026-08-24,2026-08-21,False
SENSEX,^BSESN,77369.11,77540.83,-0.22,2026-08-24,2026-08-21,False
