symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
AADHARHFC,537.65,13,16.880434782608692,13.0,11.05,54.87,,16.1,17.460064721992666,511.46,564.53,False,0,Strong buy,Finance
ACUTAAS,3383.9,13,7.289156626506027,3.41,1.94,59.37,,10.52,140.81063731352077,3172.68,3553.1,False,0,Buy,Health Technology
HONAUT,38000.0,13,7.178113101114088,3.3,6.45,68.97,,8.09,920.2305059221504,36619.65,39900.0,False,2,Buy,Electronic Technology
EMCURE,1830.3,13,8.141802067946822,4.26,2.79,51.85,,6.21,54.737973303784656,1748.19,1921.82,False,0,Buy,Health Technology
SYRMA,1433.2,13,13.386075949367092,9.51,12.66,42.53,,5.9,54.42038341160615,1351.57,1504.86,False,0,Buy,Electronic Technology
BHARATFORG,2113.9,13,8.294057377049185,4.41,5.22,49.59,0.2,5.87,57.89005112905967,2027.06,2219.6,False,0,Buy,Producer Manufacturing
AIAENG,4690.0,13,7.642873536837273,3.76,4.57,61.34,,10.45,152.2338725472627,4461.65,4924.5,False,0,Buy,Producer Manufacturing
MEDANTA,1333.9,13,7.485898468976639,3.61,2.14,59.91,,9.19,33.749374654954146,1283.28,1400.6,False,0,Buy,Health Services
MARICO,850.75,13,4.367294363000678,0.49,3.29,63.68,-0.17,7.25,16.806308659987003,825.54,893.29,False,2,Buy,Consumer Non-Durables
GMRAIRPORT,113.18,13,10.852105778648395,6.97,7.78,54.94,0.25,5.69,2.771767169541333,109.02,118.84,False,0,Buy,Transportation
HAL,4447.3,12,5.486242884250479,1.61,4.76,48.91,-0.1,16.4,99.23852233766928,4298.44,4669.66,False,0,Buy,Electronic Technology
TITAN,4558.0,12,12.050739957716695,8.17,8.98,65.09,0.19,11.65,94.45660735500564,4416.32,4785.9,False,0,Buy,Consumer Durables
RRKABEL,2253.9,12,4.589327146171698,0.71,1.52,48.76,,13.09,90.3740325373594,2118.34,2366.6,False,0,Neutral,Producer Manufacturing
NIACL,181.07,12,22.34459459459459,18.46,16.51,33.94,,20.4,8.398785763611947,168.47,190.12,False,0,Buy,Finance
KIMS,812.7,12,4.60805766507917,0.73,-0.74,76.55,,5.57,24.426402856366018,776.06,853.34,False,0,Buy,Health Services
ENDURANCE,2665.3,12,6.825651302605218,2.95,3.76,74.06,,15.56,77.54654120272542,2548.98,2798.57,False,2,Buy,Producer Manufacturing
KIRLOSENG,2512.0,12,38.8612493090105,34.98,35.79,51.93,,8.28,117.20529380157366,2336.19,2637.6,False,0,Strong buy,Producer Manufacturing
NAVINFLUOR,7684.0,12,6.677773150076357,2.8,8.0,51.26,,1.64,220.1704672704904,7353.74,8068.2,False,0,Buy,Process Industries
AJANTPHARM,3393.2,12,6.741325615779034,2.86,1.39,55.58,,3.35,111.14256634660345,3226.49,3562.86,False,0,Strong buy,Health Technology
GLAND,2471.0,12,6.900281202682241,3.02,1.55,50.06,,4.15,81.09971512748116,2349.35,2594.55,False,0,Buy,Health Technology
