symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,14048,17510455,17524503,219769.46847700002,27394282344750.1,778878.188478,9665186,24046.25
BANKNIFTY,5717,406436,412153,99076.838274,714045750263.4,152369.860908,1095680,57704.2
TCS,10033,88502,98535,47187.6203925,42693144243.75,53805.92283,469802,2103.3
KALYANKJIL,5521,54420,59941,36348.73839,37015539880.5,51991.437195,89688,492.9
HDFCBANK,7054,47520,54574,37407.6768,25807632415.5,40598.005955,732827,812.1
DMART,5798,48818,54616,34285.025445,29813413078.5,38528.95623,71161,3996.9
LTF,3710,33934,37644,27095.9184,25716726832.5,32544.436725,42766,332.35
BHEL,2475,11234,13709,26049.3492,12339294187.5,29453.803575,58465,405.25
LTM,3896,30750,34646,23541.11502,19234250850.0,27245.57352,56660,4000.3
MARUTI,3568,25956,29524,24337.85976,18383708724.0,26538.847,133354,13611.0
ICICIBANK,2550,9360,11910,24860.85658,9322914580.0,26138.77238,237566,1392.7
INFY,5148,17864,23012,21904.96136,7858567072.0,23417.15208,524513,1065.2
SBIN,2618,17498,20116,20251.3533,13810195080.0,22017.3291,200490,1030.5
ADANIGREEN,1683,9304,10987,15771.58146,9075914208.0,18714.00354,54485,1561.3
INDIGO,1970,17193,19163,15338.69994,13605121864.5,17935.368585,84266,5199.0
RELIANCE,2339,26991,29330,15282.058,18114226485.0,17348.57285,469784,1304.1
PAYTM,1481,9698,11179,14539.8191025,9867876864.0,17341.7602425,57453,1357.2
DIXON,2121,19047,21168,14023.02717,13159969340.5,16561.445575,132470,13314.0
BIOCON,1457,3258,4715,15096.662,3467435050.0,15769.6375,34416,413.4
HCLTECH,2828,24151,26979,13179.337,11685405248.0,15583.94948,144741,1171.5
POLYCAB,1049,6794,7843,12187.3401,8165942036.25,13709.5104625,36813,9372.0
CDSL,1746,13091,14837,11777.34323,9103642092.5,13501.984155,51348,1424.1
ETERNAL,1713,5725,7438,11918.4363175,4106110831.5,12849.4321325,120772,287.9
LT,1717,13127,14844,11726.829485,9239939814.0,12816.092625,173353,3903.0
OFSS,908,7187,8095,10633.72175,8229769354.0,12386.81529,27402,11695.0
INDIANB,1228,10559,11787,10634.896,9357604650.0,12291.0875,41224,862.2
TATASTEEL,2160,11577,13737,11148.696625,6203456380.0,12161.104175,129246,187.27
MIDCPNIFTY,406,37167,37573,7198.944887999999,66226876929.6,11998.394184,112911,14768.8
SWIGGY,2202,4870,7072,10783.130395,2531271952.25,11359.5261675,49647,269.79
ONGC,1729,13867,15596,9649.910475,7915839975.0,10813.185225,79935,247.75
PGEL,1562,13326,14888,8609.237915,7530061779.0,10755.865705,26677,585.65
BAJFINANCE,1252,7480,8732,9488.6103,5751846285.0,10418.22315,152635,1010.2
BHARTIARTL,1027,9947,10974,9227.3861475,9176285215.25,10002.8483,183980,1905.5
AXISBANK,1078,4869,5947,8913.53475,4094769206.25,9540.4768125,157952,1324.6
MCX,1284,9876,11160,8104.84461,6440752534.5,9500.219955,100771,2799.8
BSE,1081,6901,7982,8277.93092,5427714246.0,9453.17338,98112,3814.8
LODHA,1108,4717,5825,7969.41275,3572598881.25,8694.2140625,44845,1199.55
UNIONBANK,1036,4953,5989,7614.09927,3839266909.5,8254.99149,50318,166.62
IDEA,722,2679,3401,7281.8515575,2860493112.75,7845.710685,116864,14.04
ICICIGI,1240,5208,6448,7178.989805,3083922562.5,7743.10043,22407,1758.0
DLF,1090,5678,6768,7002.22276,3764914866.0,7679.55642,80518,684.9
KOTAKBANK,960,2643,3603,7227.334,2048559880.0,7539.3328,162150,376.5
COFORGE,902,4392,5294,6342.2005225,3237274800.75,7271.94353,65857,1480.2
ADANIENT,656,3933,4589,6391.4990361,3943030470.69,7242.968343,103215,3144.1
GLENMARK,710,5591,6301,6136.4406,4951982966.25,7146.1202625,40647,2293.3
M&M,1036,6437,7473,6425.58972,4113941084.0,7029.16056,153808,3096.1
CANBK,763,2110,2873,6605.140275,1890561195.0,6970.527225,85042,127.96
LAURUSLABS,455,2783,3238,5978.64075,3774241272.5,6781.753475,34528,1545.3
PERSISTENT,941,5903,6844,5897.2554375,3778088222.5,6777.8251625,74442,5023.5
HAL,869,7127,7996,5837.755965,4920195526.5,6637.48623,67460,4448.4
ASHOKLEY,790,4023,4813,6114.9475,3274590000.0,6636.9725,61000,154.48
TITAN,735,7288,8023,5850.2297875,5937215754.75,6525.637335,84762,4557.4
JIOFIN,1044,4315,5359,5935.383485,2532562852.0,6362.115755,112692,241.72
ADANIPOWER,757,2565,3322,5851.311285,2123910543.0,6329.129215,71919,216.65
HINDALCO,844,3753,4597,5712.14147,2603605459.0,6181.95606,112167,962.05
MUTHOOTFIN,658,3540,4198,5563.27728,3081986407.5,6083.641355,36261,3063.2
BEL,907,5234,6141,5312.5241175,3177077001.0,5833.6141275,139912,410.15
HINDPETRO,682,2855,3537,5364.4969575,2313381201.75,5747.028975,36080,388.9
ADANIENSOL,462,1643,2105,5176.30041,1896459068.25,5688.9560925,41874,1647.0
DRREDDY,595,7128,7723,4620.6178125,5809909775.0,5597.0905625,74961,1240.4
BAJAJ-AUTO,667,3951,4618,5076.4526925,3064521665.25,5503.269345,63210,10122.0
KPITTECH,1185,2801,3986,5087.56903,1287813090.25,5453.0149325,65238,558.9
TMPV,910,5440,6350,4913.0848,3096075984.0,5363.12464,125825,335.4
PNB,594,2396,2990,4993.6064,2084182320.0,5314.7896,68076,105.16
NBCC,738,2724,3462,4838.2659,1867520720.0,5295.6631,27526,100.6
GRASIM,634,2093,2727,5076.1213,1700104932.5,5295.070625,65270,3201.7
SHRIRAMFIN,555,2730,3285,4707.43482,2389776914.25,5191.9514625,60921,1034.0
PNBHOUSING,602,3712,4314,4397.5685,2832311150.5,5061.815005,18464,1130.2
BDL,803,4868,5671,4407.5288,2792723790.0,4913.6817,39524,1313.4
TECHM,518,2168,2686,4506.95784,1929847776.0,4885.8036,56889,1454.6
GODREJPROP,591,4516,5107,4090.7204975,3197872434.25,4830.70484,45750,2149.8
JSWSTEEL,541,1703,2244,4506.8851575,1464929374.5,4739.4614025,76455,1235.2
HAVELLS,760,2486,3246,4471.2909,1525902275.0,4735.66365,37220,1177.0
HINDUNILVR,680,3701,4381,4369.5171,2446909647.0,4654.23357,110177,2133.5
NAUKRI,620,4216,4836,4048.98505,2783248517.5,4577.710225,49213,1187.9
ABCAPITAL,332,1528,1860,4162.07519,1964195371.0,4536.9089,19979,406.05
HDFCAMC,504,2416,2920,4127.64864,2040400758.0,4495.52622,29082,2703.0
ASIANPAINT,602,6568,7170,3987.15915,4449302752.5,4492.386675,61598,2638.8
BANKBARODA,565,1936,2501,4128.8758875,1480584924.0,4380.4370025,88567,250.6
JINDALSTEL,626,2437,3063,4042.6295625,1640223737.5,4370.4919375,35334,1035.0
AUBANK,373,2109,2482,3968.7718,2291686660.0,4358.4384,35088,1060.6
PHOENIXLTD,553,1361,1914,4128.812065,1036075740.0,4353.009465,15008,2127.6
POWERINDIA,471,4171,4642,3780.6394575,3576010808.5,4272.6225425,45922,31970.0
NYKAA,386,1257,1643,3996.555,1317227250.0,4225.23375,25870,330.35
AMBER,445,4287,4732,3464.4332,3443493983.0,4154.67303,28240,7804.5
APOLLOHOSP,281,7272,7553,3122.116225,8222351552.5,4127.63175,33817,8840.5
SOLARINDS,349,4534,4883,3171.83259,4275105885.5,3958.391445,30684,18050.0
WIPRO,703,2744,3447,3658.0977,1475000040.0,3937.1481,183945,174.95
TRENT,497,6810,7307,3221.6935725,4635101934.0,3935.488275,139282,2890.4
VOLTAS,731,3934,4665,3553.7485125,1964531640.0,3902.7649125,40128,1299.4
ABB,432,1899,2331,3645.3900625,1680899292.5,3897.8829875,38874,6764.5
NATIONALUM,514,2977,3491,3428.29875,2046607275.0,3867.02775,51683,353.35
BPCL,596,2482,3078,3583.46844,1528602145.75,3814.2623975,38367,305.8
MANAPPURAM,360,945,1305,3622.5339,972383010.0,3806.814,22881,334.9
RBLBANK,284,1585,1869,3388.4257225,1953504792.5,3774.2548975,23180,376.75
INDHOTEL,466,2079,2545,3465.4116,1592276760.0,3727.7292,34670,744.7
INDUSTOWER,487,2911,3398,3370.93034,2058810789.0,3713.22823,86197,404.9
SUZLON,513,1856,2369,3476.98822,1353249897.0,3693.79119,61665,53.1
CHOLAFIN,278,1917,2195,3113.7413125,2205241993.75,3531.03625,32988,1795.0
HEROMOTOCO,421,4141,4562,3054.42816,3108081679.5,3495.494955,72045,4896.8
NTPC,575,5994,6569,2997.5016,3202581555.0,3438.00465,130670,346.65
AUROPHARMA,349,2552,2901,3022.76084,2269667867.5,3406.929515,33741,1571.0
COALINDIA,516,3826,4342,2999.544615,2290433085.0,3300.015465,96079,431.0
ADANIPORTS,343,2988,3331,2968.604745,2625930012.25,3294.0448675,68239,1816.6
ICICIPRULI,655,1708,2363,3108.343175,832086256.75,3282.0369925,33005,512.15
HDFCLIFE,481,2290,2771,3008.80613,1466968239.0,3260.51352,70266,566.6
CGPOWER,361,1695,2056,2784.7836,1375777623.5,3073.544835,42827,904.55
YESBANK,389,2118,2507,2882.73675,1717497500.0,3039.79175,71664,23.74
DELHIVERY,255,1158,1413,2730.37547,1289792859.0,2963.02281,26718,516.0
BANDHANBNK,341,1816,2157,2566.81764,1416578400.0,2903.65164,44548,208.41
ITC,531,5180,5711,2579.60226,2581531431.0,2815.814445,178081,280.85
ANGELONE,296,1446,1742,2528.3445,1281225625.0,2811.72575,21411,338.4
MAZDOCK,482,1907,2389,2596.26573,1074554610.75,2796.7818375,42194,2401.9
NMDC,463,1996,2459,2624.7213,1175944297.5,2794.279275,73841,83.77
CUMMINSIND,231,1160,1391,2565.41278,1333861338.0,2730.12616,31053,5582.0
MFSL,395,1439,1834,2588.87244,972314404.0,2725.77648,28104,1648.2
IOC,384,1724,2108,2574.5265,1215230640.0,2715.881025,54606,137.22
INDUSINDBK,347,1726,2073,2455.40337,1251092024.0,2706.38361,77846,1010.85
VBL,415,2031,2446,2524.2935775,1341338721.75,2676.087045,73034,475.2
JSWENERGY,417,1685,2102,2476.038255,1039886984.75,2673.4806025,38903,548.85
BAJAJFINSV,411,3793,4204,2336.0112,2188841862.0,2624.78982,72806,1893.2
BANKINDIA,333,704,1037,2505.39744,549522896.0,2619.1178,31255,145.08
HINDZINC,334,3769,4103,2174.606035,2563632445.5,2616.23299,54076,530.7
MOTHERSON,271,1025,1296,2366.66268,943740993.0,2543.83311,39841,141.66
PAGEIND,288,3463,3751,2284.055598,2984790115.2,2521.45675,26045,39620.0
GMRAIRPORT,297,1036,1333,2342.454705,836148003.75,2490.1049925,32238,113.17
TATAELXSI,429,4372,4801,1973.3883375,2119253363.75,2410.171975,53564,3692.9
IDFCFIRSTB,299,1303,1602,2228.12212,1005185545.0,2365.09532,59581,80.3
FEDERALBNK,263,888,1151,2167.609,750772200.0,2346.456,52305,330.9
EICHERMOT,270,3679,3949,1974.85406,2765450792.0,2341.16198,79684,7285.0
SBICARD,448,2410,2858,2169.4988,1208218160.0,2323.7604,62702,605.5
GVT&D,380,878,1258,2171.977875,531786593.75,2312.9688125,24546,4568.0
ULTRACEMCO,370,1936,2306,2143.51075,1155876452.5,2288.125275,70289,11586.0
JUBLFOOD,378,2077,2455,2059.733125,1176980825.0,2272.478875,31384,435.25
SUNPHARMA,287,4641,4928,1937.158755,3153682129.5,2235.36005,98198,1921.3
VEDL,627,3664,4291,1954.96642,1226516250.5,2160.538925,113424,269.7
TVSMOTOR,309,1522,1831,1950.4120125,992071344.25,2131.902955,97263,3600.0
EXIDEIND,245,1592,1837,1855.4634,1265539302.0,2081.54142,30670,418.35
BHARATFORG,180,816,996,1903.4239,888669290.0,2070.6168,24967,2116.4
FINNIFTY,105,2345,2450,1680.88788,3822977275.8,2066.980638,6902,26618.75
SAIL,249,492,741,1945.08278,405533484.0,2035.26262,49872,166.1
SBILIFE,268,1906,2174,1852.8800625,1335701632.5,2028.8713875,33196,1840.5
PFC,364,1320,1684,1907.46634,723587423.0,2003.15557,65401,401.9
ZYDUSLIFE,174,759,933,1803.44205,809466975.0,1940.8518,19348,1143.5
INOXWIND,341,1702,2043,1788.144,977306752.0,1928.66752,30642,81.59
BAJAJHLDNG,211,1748,1959,1672.2246525,1437426206.25,1928.636715,6168,10716.0
TORNTPHARM,287,1688,1975,1747.2928375,1049535497.5,1918.6478125,31955,4919.3
IREDA,328,784,1112,1822.4442025,455392108.5,1913.9460375,24525,124.22
PIDILITIND,231,693,924,1810.0105,555894800.0,1865.0085,18689,1574.3
LUPIN,156,1403,1559,1646.481025,1514165371.25,1856.7797375,22118,2499.4
UPL,216,847,1063,1712.43816,699392301.4,1810.088674,35613,587.65
OIL,265,2361,2626,1580.32098,1467833304.0,1806.10402,22835,426.85
KEI,188,559,747,1685.33624,527320902.5,1804.445265,18180,5229.0
TATAPOWER,297,1857,2154,1635.788355,1049364188.0,1759.175235,82504,378.6
MANKIND,251,1117,1368,1576.965225,734044445.0,1697.359675,19070,2503.0
HYUNDAI,295,721,1016,1586.879745,399633456.75,1658.4693125,22653,1951.9
POWERGRID,255,2665,2920,1380.5058,1476961295.0,1568.80625,58453,284.45
NESTLEIND,201,869,1070,1453.1377,637851870.0,1562.8564,37723,1442.4
OBEROIRLTY,205,1778,1983,1367.51748,1238448883.0,1548.06631,29073,1912.8
AMBUJACEM,276,1062,1338,1431.97092,568016856.0,1542.39948,89363,432.0
DIVISLAB,195,2363,2558,1331.89866,1646280711.0,1537.50577,63641,6811.5
ASTRAL,227,1400,1627,1266.905195,817984121.0,1413.481405,35991,1318.6
GAIL,216,608,824,1325.35629,377858521.0,1378.323,35838,172.12
COCHINSHIP,213,1239,1452,1203.91028,731577636.0,1323.92664,38008,1408.7
KFINTECH,227,1068,1295,1166.9648575,578069522.5,1295.7550825,19969,902.45
MPHASIS,190,435,625,1215.2558,284083112.5,1295.411425,26028,2310.0
PREMIERENE,152,1258,1410,1093.185405,926399396.0,1281.229365,18619,1107.7
UNOMINDA,187,613,800,1184.643515,400968639.5,1274.69991,13652,1150.7
BOSCHLTD,114,689,803,1182.18352,739721610.75,1265.9621275,19069,41455.0
NHPC,214,1018,1232,1174.9253,577320376.0,1256.21806,32734,79.37
IRFC,236,1393,1629,1139.39322,706733629.0,1221.06551,42215,89.09
MARICO,107,886,993,1093.32036,923013060.0,1207.83096,24639,850.75
SIEMENS,180,883,1063,1086.660925,564507975.5,1176.01568,33789,3473.0
RECLTD,193,941,1134,1061.504955,536678052.75,1155.1067325,51596,348.0
MOTILALOFS,146,309,455,1101.74186,242402926.75,1148.0711275,10106,970.3
CIPLA,160,1776,1936,978.94177,1112402463.0,1141.4514,58317,1434.0
SRF,193,651,844,1069.12584,371093740.0,1136.50324,30721,2756.0
UNITDSPR,142,2877,3019,786.94388,1638428648.0,1114.55036,35408,1384.6
RVNL,233,924,1157,1032.033695,431133491.25,1107.7911075,39300,229.81
POLICYBZR,177,818,995,986.077995,474821179.0,1097.979785,41541,1580.6
LICI,165,1100,1265,1015.0525,679958608.0,1093.90358,27839,439.0
PRESTIGE,129,477,606,998.3718,381590167.5,1090.793475,17777,1712.4
FORCEMOT,217,1212,1429,976.39668,607118180.75,1067.0784875,20802,17928.0
CONCOR,161,623,784,930.28625,373876637.5,996.615125,28976,460.0
MAXHEALTH,149,1615,1764,861.975135,963337840.5,996.52854,36519,1101.5
WAAREEENER,176,1060,1236,891.846375,560435788.5,986.67926,67700,2899.5
BLUESTARCO,166,744,910,884.363805,406034437.25,960.0131775,16411,1656.1
FORTIS,112,829,941,839.039955,639785579.5,927.38825,20932,958.8
CAMS,123,660,783,797.03052,436522927.5,868.382295,17039,777.25
IEX,159,495,654,821.074245,261084390.0,853.259895,32002,118.22
DABUR,143,1138,1281,780.3585,631587250.0,850.6685,42778,440.55
APLAPOLLO,123,716,839,783.11247,467915906.5,849.691535,22969,1816.0
SONACOMS,97,385,482,790.05444,328308783.25,843.5522725,21698,663.45
LICHSGFIN,146,459,605,798.889,258387740.0,839.9164,37162,550.35
ALKEM,108,447,555,764.717175,327157237.5,809.97705,14733,5647.5
CROMPTON,132,332,464,735.823095,193856448.5,773.78758,32786,261.15
NUVAMA,72,287,359,703.0008,289595580.0,763.6566,8147,1964.9
PIIND,154,742,896,695.715125,351251239.5,741.82752,28572,2577.4
TATACONSUM,106,824,930,644.09235,516777519.5,694.722545,46805,1103.8
GODREJCP,121,498,619,653.7282,276650575.0,690.03395,31175,1077.4
NIFTYNXT50,38,8,46,682.67614,15440578.5,683.281925,903,71795.0
DALBHARAT,107,924,1031,617.873295,553383242.75,682.0207225,20244,1770.0
PETRONET,86,287,373,452.99325,154016109.0,479.13934,25850,275.85
BRITANNIA,63,484,547,420.4109625,329298277.5,463.7062375,28928,5344.0
SHREECEM,65,245,310,429.262395,169769851.25,450.7734075,17917,26395.0
SUPREMEIND,66,528,594,383.149795,319767999.25,448.7672875,21561,3309.0
VMM,68,130,198,390.4832,77668530.5,408.386005,11491,117.7
RADICO,54,234,288,330.31737,148656048.0,356.92785,7937,4079.1
TIINDIA,54,340,394,316.43784,209986522.0,355.46306,13576,2917.0
360ONE,55,298,353,308.243,173470490.0,342.2479,15701,1115.3
GODFRYPHLP,57,100,157,329.11604,60932360.5,336.602145,9983,2095.0
NAM-INDIA,37,404,441,278.805,278280500.0,318.485,13449,1206.7
COLPAL,52,327,379,292.30938,191206529.25,314.7396725,26783,2034.0
PATANJALI,52,321,373,230.413135,149629078.0,271.960165,32774,410.15
KAYNES,26,90,116,127.614675,48501777.0,132.707445,44478,3298.0
