symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17712063421569.0,1303.5,1307.8,,1325.0761393843684,,1381.5582908117665,1333.282,1415.6730000000014,,,Bearish,0,48.20576800695098,-7.132169008150868,-7.955686145049079,0.8235,14.174987232476502,0.741942963134702,54.21977778363828,60,834378.0,11413724.699999996,14967271.566666666,0.0656677595185444,55.68,,,33,1299.7,1295.9,1306.4,1309.3,1302.6,1302.6,23.704193322173577,1291.65,1315.35,1267.94,1327.2,1350.91,1374.61,0.67,22.0,2.0751761942051683,-1.339691189827433,-19.13,-1.8,0.76,21.837572687202528,1.951216007246219,1.3421503234725964,11.777849231663213,9.24606376950945,7.06007289508876,0.4402508766302,9.591237834212542,15.974757473959905,11.4698089988924,,60,,,15.974757473959905,,,,67,,,,,,,,0,,,,,,True,0.55,3.0,,,,3.0,31,60,67,,,14.0,30,45,0.38,-0.68,-0.42,1.04,-0.32,-3.0,-0.0,52.0,True,4.0,3.0,Sell,1.083333,1673.26087
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,12694515729492.0,811.65,824.95,,792.2621518154773,,855.2012666308816,777.2420000000017,888.8152499999982,,,Bullish,67,56.99674908181518,12.878896368065398,11.125606317979589,1.7533,23.03855899079628,1.7168995551099606,49.424479583336016,60,2774363.0,35772014.9,36143200.43333333,0.0690755607503894,71.95,,,33,808.85,806.05,816.6,821.55,813.8,813.8000000000001,16.104691219335187,803.6,819.7,787.49,827.75,843.86,859.96,0.67,37.0,7.546044786007675,2.545799115603282,-20.47,3.67,1.72,16.473513294093767,,2.49709669976444,,13.765023464607,6.44201959554742,1.0041379418372,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,True,0.5,3.0,,,,3.0,57,40,100,,,78.0,30,55,0.51,-0.69,0.11,0.41,-0.41,-3.0,-0.01,50.0,True,5.0,3.0,Buy,1.034884,1046.204545
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,11981308646321.0,1905.0,1920.4,,1870.2141466743665,,1893.674210965052,1856.629999999998,1951.367499999999,,,Bullish,83,55.162375906408535,18.51828725398923,15.345605866491768,3.1727,18.794201296246698,2.861771058315335,63.96777852028804,80,762203.0,5493500.499999997,6690630.366666671,0.1170586205517515,62.43,,,33,1899.06,1893.13,1913.96,1922.93,1908.03,1908.0333333333333,36.50448871477301,1886.75,1923.25,1850.24,1941.5,1978.01,2014.51,0.67,39.0,6.782511210762332,3.645266594124048,-12.39,2.9,,43.34155419855664,7.7888657244524175,,11.668082712959736,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.29608889920501,31.7404423698221,,40,,,-20.29608889920501,,,,67,,,,,,,,0,,,,,,True,0.77,3.0,,,,3.0,72,40,67,,,12.0,30,40,-0.02,-0.47,-0.0,0.89,-0.26,-3.0,0.03,56.0,False,23.0,0.0,Buy,1.161765,2294.558824
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,10053796659187.0,1391.9,1401.2,,1335.972676714353,,1336.6460790562658,1307.312,1344.8449999999991,,,Bullish,100,59.35270694867626,26.490858718637128,28.47328689078799,-1.9824,30.601437264390384,1.214368819080864,11.623235411074424,60,699249.0,11862930.600000031,14222510.533333331,0.053304761990867,63.86,,,33,1387.64,1383.37,1394.84,1397.77,1390.57,1390.5666666666668,25.68044052926985,1379.06,1404.74,1353.38,1417.58,1443.26,1468.94,0.67,46.0,4.654135338345872,6.667177561498965,-7.21,0.77,-1.18,18.61326557903183,,2.5120447583745658,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,True,0.23,3.0,,,,3.0,71,80,100,,,78.0,30,45,0.13,-0.39,0.26,0.76,-0.35,-3.0,0.08,65.0,True,5.0,3.0,Buy,1.0625,1686.711111
SBIN,State Bank of India,Finance,Regional Banks,9564305236050.0,1031.0,1036.0,,1024.851466049504,,996.751889385492,1007.7610000000002,1011.9085,,,Bullish,67,52.460177385827954,6.272137088810268,8.075231592332814,-1.8031,10.929427759253985,0.3992599084623535,30.451844514135164,40,703609.0,9369498.400000015,12639321.500000011,0.0640753509202985,48.34,,,33,1024.94,1018.87,1034.24,1037.47,1028.17,1028.1666666666667,19.344672399252424,1021.33,1040.67,1001.98,1050.34,1069.69,1089.03,0.67,23.0,1.2770137524557956,-1.055662188099808,-16.5,-2.6,-4.55,11.326011156835046,1.5964224034580583,2.367218831738827,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,True,1.22,3.0,,,,3.0,49,60,67,,,78.0,30,45,0.98,-0.28,-0.03,0.76,-0.43,-2.99,0.2,77.0,True,18.0,3.0,Buy,1.2375,1213.85
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,7486003916484.0,2100.0,2069.0,,2215.565708922148,,2666.9924586270195,2218.7060000000038,2744.3014999999946,,,Bearish,0,46.68727965474035,-44.60706427057448,-54.13830794438449,9.5312,22.12042727700064,3.3718926901304456,88.22543743966996,60,978173.0,4406378.7,5244057.633333334,0.210368453031312,30.31,,,17,2073.74,2047.47,2117.64,2135.27,2091.37,2091.366666666667,62.12789927235551,2068.94,2131.06,2006.81,2162.13,2224.26,2286.38,0.67,2.0,-2.3255813953488373,-15.659263424233908,-37.31,-6.21,-3.06,15.25730352589019,6.930380172934766,13.948633470932553,9.603631145782206,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,15.1508181375501,80,,,1.067516881423239,,,,67,,,,,,,,1,,,,,,True,-1.39,3.0,,,,3.0,27,80,67,,,45.0,30,55,0.79,-1.32,1.15,-0.06,-0.42,-2.71,0.03,56.0,False,93.0,3.0,Sell,1.521739,2444.068182
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6353277928540.0,1010.1,1020.5,,958.7767584172518,,941.548262958966,946.2130000000006,969.2055000000014,,,Bullish,100,59.25435998786249,25.04876534024197,25.362127555179864,-0.3134,33.74614774502246,0.5324707638716121,8.377787183601145,60,731929.0,7856598.2,9341260.333333334,0.0749084434334144,66.06,,,33,1004.1,998.1,1015.7,1021.3,1009.7,1009.7,24.069416049362285,998.07,1022.13,974.0,1034.17,1058.24,1082.31,0.67,55.0,14.627780299591464,12.715505216760592,-8.38,10.75,8.8,33.09633027522936,5.509413182316906,2.3884804518112697,26.660702540144143,18.052322754331,5.88770366680906,3.2266451939674603,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,-0.12,3.0,,,,3.0,71,60,100,,,78.0,30,70,-0.29,-0.13,-0.03,-0.05,-0.05,-2.53,-0.11,37.0,True,17.0,3.0,Buy,1.472973,1084.468022
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5602050414856.0,438.7,443.05,,419.1867440220289,,420.9072409912163,413.7345000000002,423.2281249999991,,,Bullish,100,59.125245918601365,7.150230582662061,7.029335826986909,0.1209,28.039497554456872,1.6332676937333517,41.89198834937402,80,165823.0,2676603.0,4014062.6666666665,0.0537021439955064,53.14,,,33,437.76,436.83,439.86,441.03,438.93,438.9333333333334,9.76785070500061,433.82,443.58,424.05,448.47,458.24,468.0,0.67,52.0,10.7548598838677,10.406442682773363,-6.36,6.87,4.92,9.659272306930148,0.7606429369535198,0.5107674356489843,,7.459755123494731,7.459755123494731,0.0,10.315815415255356,18.90051547336372,5.59249360662008,,60,,,18.90051547336372,,,,100,,,,,,,,0,,,,,,True,-0.28,3.0,,,,3.0,79,60,100,,,78.0,30,40,2.04,-0.27,-0.48,0.43,-0.02,-2.39,0.34,88.0,False,24.0,0.0,Buy,1.229167,519.239583
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5429383849297.0,3903.8,3945.8,,4015.890669318974,,3915.051966367108,4017.839999999999,3954.649500000002,,,Bearish,0,38.17018131151969,-30.13243938281903,1.911635885441072,-32.0441,20.130782937123136,-5.782690543997671,11.87604226992058,0,247807.0,1955951.1000000064,1982675.2000000004,0.1125443431715259,60.62,,,33,3885.0,3866.2,3913.2,3922.6,3894.4,3894.4,78.14825586587462,3864.73,3942.87,3786.58,3981.95,4060.1,4138.24,0.67,34.0,-0.6666666666666621,2.060130718954253,-12.08,-4.55,-1.99,33.40006844626968,4.204040914909062,4.7874168431931245,20.83255937605528,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,True,0.52,3.0,,,,3.0,7,40,100,,,93.0,30,70,-0.11,-0.36,-0.41,0.17,-0.11,-2.35,-0.16,29.0,True,16.0,3.0,Sell,1.344828,4422.896552
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,5049976714287.0,2134.1,2150.6,,2184.263690925144,,2272.9527889627207,2192.6419999999976,2304.9798456913554,,,Bearish,0,43.66336702408579,-7.071809985153777,-4.020724867059677,-3.0511,13.201816102953732,0.7506373335851237,28.75207770124187,20,68411.0,1892884.7,1614642.8333333335,0.033726665664232,64.22,,,33,2125.46,2116.83,2142.86,2151.63,2134.23,2134.2333333333336,41.91768400754252,2113.14,2155.06,2071.22,2176.02,2217.94,2259.85,0.67,26.0,-0.7949051692078798,0.1454716095729661,-21.18,-4.67,-1.87,33.34687563479538,10.287988473364903,0.8132820015150064,33.11267388091669,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,True,0.38,3.0,,,,3.0,15,100,67,,,17.0,30,35,-0.16,-0.67,0.3,1.09,-0.42,-2.27,0.03,58.0,True,15.0,3.0,Sell,1.434211,2568.868421
SUNPHARMA,Sun Pharmaceutical Industries Limited,Health Technology,Pharmaceuticals: Major,4643203841858.0,1921.7,1935.5,,1840.3540337218665,,1765.975324979786,1846.6019999999985,1749.896999999998,,,Bullish,100,64.51484560394974,28.39148166352857,23.076787199879096,5.3147,32.92899466192761,3.178523489932888,73.06608874423642,100,102310.0,1932377.8,2131446.7666666666,0.0490052921979465,59.5,,,33,1914.84,1907.97,1930.84,1939.97,1923.97,1923.9666666666665,32.706078414669555,1905.35,1938.05,1872.64,1954.41,1987.11,2019.82,0.67,62.0,6.347537354731601,16.121820049549818,-1.65,2.47,1.0,40.16578812060814,5.51728739523341,8.046334322058458,26.421260779117617,14.7372222437258,14.6665060253894,0.0553705279005922,11.190138010941366,5.035971223021584,23.1831971652033,,40,,,5.035971223021584,,,,67,,,,,,,,0,,,,,,True,-0.1,3.0,,,,3.0,87,40,67,,,56.0,30,35,-0.27,0.02,0.18,1.33,-0.39,-2.17,0.17,75.0,True,18.0,3.0,Buy,1.209677,2074.15625
