index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24045.45,24206.9,-0.67
NIFTY_BANK,^NSEBANK,57696.85,58045.9,-0.6
NIFTY_NEXT_50,^NSMIDCP,71799.15,72391.8,-0.82
INDIA_VIX,^INDIAVIX,13.29,12.25,8.51
SENSEX,^BSESN,76960.94,77569.39,-0.78
