identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY18-08-2026PE24300.00,Index Options,NIFTY,18-Aug-2026,Put,24300,38.45,10482795,338442.2779725,207546,24287.65,5.054644808743169
OPTIDXNIFTY18-08-2026CE24300.00,Index Options,NIFTY,18-Aug-2026,Call,24300,77.2,8181092,413877.353734,95936,24287.65,-52.16852540272615
OPTIDXNIFTY18-08-2026CE24400.00,Index Options,NIFTY,18-Aug-2026,Call,24400,29.5,7294726,187861.078678,160961,24287.65,-69.54052658750645
OPTIDXNIFTY18-08-2026PE24250.00,Index Options,NIFTY,18-Aug-2026,Put,24250,23.8,6871751,164372.28392,127059,24287.65,-6.4833005893909625
OPTIDXNIFTY18-08-2026CE24350.00,Index Options,NIFTY,18-Aug-2026,Call,24350,49.1,6697010,256656.21124,109484,24287.65,-61.18577075098814
OPTIDXNIFTY18-08-2026PE24350.00,Index Options,NIFTY,18-Aug-2026,Put,24350,60.5,6073481,259289.05085200001,88747,24287.65,17.361784675072744
OPTIDXNIFTY18-08-2026PE24200.00,Index Options,NIFTY,18-Aug-2026,Put,24200,13.95,5894407,92182.631073,160040,24287.65,-21.629213483146067
OPTIDXNIFTY18-08-2026CE24500.00,Index Options,NIFTY,18-Aug-2026,Call,24500,10.1,4712193,48639.25614600001,192643,24287.65,-80.55822906641001
OPTIDXNIFTY18-08-2026PE24400.00,Index Options,NIFTY,18-Aug-2026,Put,24400,90.4,4260832,261832.387232,73863,24287.65,26.69936930623686
OPTIDXNIFTY18-08-2026CE24450.00,Index Options,NIFTY,18-Aug-2026,Call,24450,17.2,3791190,63479.68536,92010,24287.65,-76.04456824512535
OPTIDXNIFTY18-08-2026CE24250.00,Index Options,NIFTY,18-Aug-2026,Call,24250,112.4,3678124,238241.28679,28528,24287.65,-43.96809571286141
OPTIDXNIFTY18-08-2026PE24100.00,Index Options,NIFTY,18-Aug-2026,Put,24100,6.1,3119949,19346.803749000002,109587,24287.65,-33.333333333333336
OPTIDXNIFTY18-08-2026PE24150.00,Index Options,NIFTY,18-Aug-2026,Put,24150,8.7,3069852,29871.194885999997,95625,24287.65,-29.838709677419356
OPTIDXNIFTY18-08-2026CE24600.00,Index Options,NIFTY,18-Aug-2026,Call,24600,4.0,2977797,12619.903686,158598,24287.65,-83.83838383838383
OPTIDXNIFTY18-08-2026PE24000.00,Index Options,NIFTY,18-Aug-2026,Put,24000,3.25,2727692,8049.419092,174870,24287.65,-41.44144144144144
OPTIDXNIFTY18-08-2026CE24550.00,Index Options,NIFTY,18-Aug-2026,Call,24550,6.1,2398640,15591.16,94943,24287.65,-83.17241379310344
OPTIDXNIFTY18-08-2026CE24200.00,Index Options,NIFTY,18-Aug-2026,Call,24200,152.4,2365955,210103.901865,26672,24287.65,-37.07679603633361
OPTIDXNIFTY18-08-2026CE24700.00,Index Options,NIFTY,18-Aug-2026,Call,24700,2.2,2133425,4340.4531625,151396,24287.65,-79.90867579908675
OPTIDXNIFTY18-08-2026PE24050.00,Index Options,NIFTY,18-Aug-2026,Put,24050,4.05,1930145,8092.1329125,55550,24287.65,-41.726618705035975
OPTIDXNIFTY18-08-2026CE24800.00,Index Options,NIFTY,18-Aug-2026,Call,24800,1.3,1748108,2238.452294,131528,24287.65,-74.25742574257426
