symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
OBEROIRLTY,41313,25483,15830,62.12,176716,64005.65482,115320182652,15412.93652,1931
VOLTAS,69585,47803,21782,45.57,215201,97448.32728,97330681638,12397.74138,1267
MOTILALOFS,19050,14356,4694,32.7,145224,59036.00893,102754447623,15121.36623,955
SUPREMEIND,24768,21254,3514,16.53,55147,23129.32377,33183408917,4507.96417,3590
BSE,187994,165449,22545,13.63,372005,193491.01816,239487731734,33578.51734,3332
KFINTECH,19488,17156,2332,13.59,41385,24217.01993,20963023055,3072.17555,973
BAJAJHLDNG,7675,6809,866,12.72,12428,7866.44244,10178405219,1216.25219,11379
BDL,55346,49145,6201,12.62,107953,42643.67567,61528502169,9519.77169,1380
KEI,23802,21450,2352,10.97,62661,25519.64114,62210682262,7329.02262,5873
NIFTY,9212765,8473638,739127,8.72,125203687,678779.44759,198366925974308,3566924.20058,24287
SUNPHARMA,94560,87359,7201,8.24,53742,51423.45344,31574884246,2532.37246,1882
HAL,119617,110529,9088,8.22,243505,82057.14639,181893135109,25750.65109,5059
UNOMINDA,18327,17003,1324,7.79,20587,20737.52142,12441186334,1235.62334,1269
PATANJALI,59894,56406,3488,6.18,73179,34790.397,24913367315,4148.37565,353
PRESTIGE,21601,20355,1246,6.12,10919,17348.99989,6267444147,784.95147,1591
BANKNIFTY,1346081,1268588,77493,6.11,3682538,406898.79176,6359945837261,314709.29261,57497
FINNIFTY,27430,25863,1567,6.06,52188,2396.89468,82796832694,3400.65694,26217
DMART,58235,54923,3312,6.03,23525,36463.45774,10846111812,896.64312,3995
MAXHEALTH,47302,44803,2499,5.58,34865,18120.5914,17191501220,2010.7847,1003
AMBER,52516,49750,2766,5.56,103913,37120.09873,74030538284,8612.98284,7259
DRREDDY,60530,57436,3094,5.39,32337,36721.87087,20734620818,1895.64568,1192
NAM-INDIA,17703,16859,844,5.01,12059,17092.84918,7407937875,1065.25375,1202
SONACOMS,22397,21350,1047,4.9,27760,36952.77976,24368127353,2956.89103,805
NAUKRI,40454,38646,1808,4.68,34441,40326.27511,22150477657,2801.12657,1355
ADANIPOWER,78616,75247,3369,4.48,47578,40374.81598,31852978606,4028.71856,203
BIOCON,38775,37147,1628,4.38,19000,32378.512,16914648650,2031.8615,412
TVSMOTOR,81030,77644,3386,4.36,60880,38305.47192,43183869459,4593.25709,4385
GMRAIRPORT,37569,36088,1481,4.1,12146,12944.49446,7627000331,729.07931,101
KALYANKJIL,69010,66515,2495,3.75,58115,42737.22675,45382349358,9041.15358,610
NIFTYNXT50,1129,1092,37,3.39,127,967.20683,143195986,2.85986,74474
PHOENIXLTD,17295,16732,563,3.36,11367,15265.34313,6257402063,604.77063,1929
UNITDSPR,31072,30063,1009,3.36,11066,11637.12176,5665408520,560.5652,1545
DLF,80790,78243,2547,3.26,50552,40121.58294,28777449580,3836.4058,671
CIPLA,52004,50406,1598,3.17,24084,9553.22624,14061070455,1113.59205,1431
POWERINDIA,69199,67179,2020,3.01,29372,18547.57722,24667509657,2231.34657,35450
APLAPOLLO,33950,32987,963,2.92,16009,11946.0846,10597648218,1106.82218,2081
ITC,234166,227658,6508,2.86,78858,49412.64052,33449325804,2701.15179,273
SOLARINDS,54391,52925,1466,2.77,115779,33826.65317,115587966500,11346.415,20000
ONGC,68386,66599,1787,2.68,43766,46944.25222,19225806322,1869.64447,238
HAVELLS,27486,26783,703,2.62,27385,16147.53495,16510954190,1938.4419,1299
OIL,19276,18786,490,2.61,11600,8987.68794,6985476596,979.03596,474
DIXON,126957,123764,3193,2.58,67884,39161.08317,45380130922,5024.05922,14025
GODFRYPHLP,16697,16280,417,2.56,6210,3391.13522,3494213538,210.18538,2131
POLYCAB,43718,42725,993,2.32,38234,47891.81641,40605570813,4574.58313,9370
LODHA,38413,37637,776,2.06,27782,18816.28987,20030034387,2471.71887,1254
AUROPHARMA,33249,32605,644,1.98,16080,18371.79212,12921841944,1753.82944,1627
BRITANNIA,33187,32556,631,1.94,16119,14584.61767,9884495605,669.51855,5521
IDEA,123344,121013,2331,1.93,33408,82858.23715,26199570087,5221.76337,13
MARICO,27737,27226,511,1.88,5222,8073.88368,4617065844,323.93844,852
ICICIPRULI,30027,29488,539,1.83,4846,5648.3694,1740988407,205.99407,507
INDIGO,78324,76954,1370,1.78,33873,25507.67763,24782414583,2560.64583,5275
INOXWIND,33407,32826,581,1.77,43461,28138.48512,19382817600,3247.152,78
BANKBARODA,83818,82490,1328,1.61,28033,33109.88733,17250933492,1747.83492,246
ZYDUSLIFE,27032,26612,420,1.58,19983,20707.54992,18927593640,1782.8964,1131
JSWSTEEL,79626,78411,1215,1.55,24659,36745.97926,17770189718,1731.42218,1277
JIOFIN,192944,190074,2870,1.51,85360,63962.22456,45688630463,5142.80838,249
DELHIVERY,27729,27323,406,1.49,12574,12979.67964,11145194453,911.61078,456
GVT&D,42746,42135,611,1.45,11987,14519.59328,5182180066,621.67566,4290
NESTLEIND,38759,38221,538,1.41,17938,13600.7618,12283327015,935.97015,1470
GODREJPROP,45885,45254,631,1.39,31619,23326.16364,18992599499,2407.68999,2054
MAZDOCK,54625,53890,735,1.36,32520,15902.07448,17864950176,2540.76426,2569
RELIANCE,488694,482248,6446,1.34,333048,173816.8364,205223257785,18023.67785,1316
TMPV,121416,119899,1517,1.27,62858,33418.48032,31294551792,2758.95792,330
VMM,16609,16410,199,1.21,3924,5928.49547,1489313071,162.46821,105
SBILIFE,29890,29540,350,1.18,9354,12687.73301,5179731285,398.68785,1790
ALKEM,29505,29165,340,1.17,57130,19448.08792,37784810140,3583.5389,5374
LUPIN,52344,51760,584,1.13,33939,20343.571,31570856502,2032.89502,2259
AMBUJACEM,99556,98450,1106,1.12,19837,17765.77512,8396404512,885.04512,415
MARUTI,114824,113567,1257,1.11,80228,28072.30998,53872134383,4093.29383,13760
MPHASIS,26009,25729,280,1.09,13513,17101.74691,7748447729,1015.13379,2510
M&M,132395,131017,1378,1.05,51967,38405.4552,32263974488,3197.96488,3390
TCS,275187,272369,2818,1.03,120684,46990.40598,60121179837,6274.71837,2313
IDFCFIRSTB,69329,68626,703,1.02,14883,15850.11706,10343740998,1018.59348,85
CGPOWER,45753,45295,458,1.01,20302,22307.36838,13578724500,1961.545,898
KAYNES,51881,51377,504,0.98,23654,14695.29768,12105507582,2074.92582,3651
OFSS,33590,33278,312,0.94,23541,15879.6396,26180996242,3231.46242,11789
NTPC,130547,129379,1168,0.9,24272,21332.2557,10429933335,873.88335,337
KOTAKBANK,133057,131921,1136,0.86,26392,22302.692,18883841860,1801.9186,392
AUBANK,37685,37374,311,0.83,12539,20707.6932,11730788230,1283.2823,1072
ADANIENT,83629,82967,662,0.8,30948,23458.68795,27049657666,3559.26346,3007
CAMS,22921,22747,174,0.76,16299,11825.58646,9462462363,1146.59613,776
LTF,38431,38145,286,0.75,15079,18287.83395,8985758985,1205.56485,315
AXISBANK,223157,221611,1546,0.7,99641,100567.02712,67680847612,6605.72612,1227
HCLTECH,98341,97685,656,0.67,33969,19314.02512,16616795684,1918.03684,1325
MIDCPNIFTY,129256,128423,833,0.65,197529,23289.91945,355166557918,14750.11918,14948
DALBHARAT,14657,14567,90,0.62,3571,4375.57672,1740658302,215.12302,1844
PIIND,52413,52132,281,0.54,15881,12445.47386,5963002897,587.21647,2472
INDUSTOWER,84353,83921,432,0.51,11606,15034.14448,6148596788,586.05188,380
NBCC,27227,27090,137,0.51,6916,8927.13965,3306693260,517.3701,89
GLENMARK,42876,42668,208,0.49,14404,18524.16491,10702723447,1312.63447,2329
COALINDIA,105596,105126,470,0.45,18594,20147.30509,8434468210,797.9746,408
VEDL,108402,107942,460,0.43,30991,12780.59779,8714887312,1269.92062,269
