symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
CRAVATEX,2026-08-17,348.0,350.0,76,76,100.0,0.27,3
CTE,2026-08-17,38.83,40.77,11642,11642,100.0,4.75,56
DEEP,2026-08-17,35.44,36.01,42923,42923,100.0,15.45,29
VADILENT,2026-08-17,10362.0,10002.0,11,11,100.0,1.1,1
VASUPRADA,2026-08-17,101.02,96.0,1058,1058,100.0,1.02,2
VCL,2026-08-17,1.69,1.77,753129,753127,100.0,13.33,124
VALIANTLAB,2026-08-17,82.41,86.53,19553,19553,100.0,16.92,43
ADL,2026-08-17,69.54,68.65,1657,1657,100.0,1.16,9
GKB,2026-08-17,65.0,65.0,26,26,100.0,0.02,6
GANGAFORGE,2026-08-17,2.62,2.49,1959307,1959306,100.0,48.79,1657
STYLEBAAZA,2026-08-17,365.25,383.5,356870,356870,100.0,1368.6,362
TERAI,2026-08-17,124.6,124.6,2,2,100.0,0.0,2
SVGLOBAL,2026-08-17,131.9,143.61,181,181,100.0,0.24,4
BLUECHIP,2026-08-17,1.81,1.84,25200,25200,100.0,0.46,45
SIMPLXREA,2026-08-17,136.85,130.11,83,83,100.0,0.11,3
GLFL,2026-08-17,5.6,5.64,2322,2322,100.0,0.13,32
ESSENTIA,2026-08-17,1.38,1.32,494068,494068,100.0,6.52,545
SUMEDHA,2026-08-17,39.27,45.01,1004,1004,100.0,0.41,10
SAYAJIHOTL,2026-08-17,327.0,310.3,4,4,100.0,0.01,3
SAYAJIIND,2026-08-17,120.6,114.8,192,192,100.0,0.22,4
ANSALBU,2026-08-17,72.79,72.8,41,41,100.0,0.03,1
HINDADH,2026-08-17,279.65,335.55,6463,6463,100.0,21.69,61
HRYNSHP,2026-08-17,101.45,101.0,53,53,100.0,0.05,2
SHILGRAVQ,2026-08-17,157.8,158.0,1010,1010,100.0,1.6,4
PML,2026-08-17,490.0,503.45,280,280,100.0,1.41,27
ARYAMAN,2026-08-17,582.8,599.9,3,3,100.0,0.02,2
AUSTENG,2026-08-17,116.15,122.87,263,263,100.0,0.32,8
KAMANWALA,2026-08-17,16.5,13.55,11564,11564,100.0,2.05,7
RRECL,2026-08-17,140.3,145.0,1,1,100.0,0.0,1
SAB,2026-08-17,170.0,170.0,134,134,100.0,0.23,2
SAICAPI,2026-08-17,149.95,149.95,150,150,100.0,0.22,8
BENARAS,2026-08-17,10178.0,10178.0,2,2,100.0,0.2,2
ABANSENT,2026-08-17,30.38,31.89,3092,3092,100.0,0.99,18
VOITHPAPR,2026-08-17,1455.8,1414.1,145,145,100.0,2.11,6
ONIXSOLAR,2026-08-17,395.15,375.4,10000,10000,100.0,37.54,29
PANCHMAHQ,2026-08-17,299.25,315.0,7,7,100.0,0.02,1
MUKESHB,2026-08-17,140.15,147.0,8,8,100.0,0.01,4
ASSAMENT,2026-08-17,810.0,850.0,1,1,100.0,0.01,1
PBMPOLY,2026-08-17,62.14,63.5,16,16,100.0,0.01,2
NATIONSTD,2026-08-17,148.47,141.05,1722,1722,100.0,2.43,138
INDOTHAI,2026-08-17,77.08,73.23,41439,41439,100.0,30.35,342
IPRINGLTD,2026-08-17,134.8,134.0,74,74,100.0,0.09,4
PKTEA,2026-08-17,679.95,704.5,10552,10549,99.97,73.97,30
VIRAT,2026-08-17,330.35,335.0,1109,1108,99.91,3.71,10
NTCIND,2026-08-17,145.0,144.45,3086,3081,99.84,4.51,20
SHRIKRISH,2026-08-17,40.0,40.3,2281,2268,99.43,0.9,22
TOKYOPLAST,2026-08-17,78.5,79.9,162,161,99.38,0.13,10
LEENEE,2026-08-17,7.28,7.06,7919,7869,99.37,0.56,29
VEDAVAAG,2026-08-17,19.3,19.15,19062,18939,99.35,3.62,95
HBESD,2026-08-17,76.0,75.41,10124,10050,99.27,7.62,30
TUTIALKA,2026-08-17,56.86,56.71,3679,3650,99.21,2.09,39
MAGNUM,2026-08-17,19.03,19.28,14737,14616,99.18,2.84,61
PARNAXLAB,2026-08-17,129.35,119.65,1206,1195,99.09,1.42,17
ONEGLOBAL,2026-08-17,595.05,565.3,2001,1981,99.0,11.31,81
SUPTANERY,2026-08-17,7.2,6.83,22133,21883,98.87,1.52,31
GRAVISSHO,2026-08-17,29.18,28.53,1317,1301,98.79,0.39,10
ORTINGLOBE,2026-08-17,15.8,15.89,4165,4107,98.61,0.64,28
KJMCFIN,2026-08-17,57.0,58.85,1308,1288,98.47,0.77,4
MADHAV,2026-08-17,35.04,35.87,5523,5428,98.28,1.98,26
RTSPOWR,2026-08-17,95.8,94.73,1133,1112,98.15,1.11,45
HBSL,2026-08-17,57.96,56.9,6486,6362,98.09,3.74,60
ARCL,2026-08-17,239.7,236.4,102,100,98.04,0.25,15
MSL,2026-08-17,135.8,139.0,51,50,98.04,0.07,3
KANCOTEA,2026-08-17,49.04,49.65,1041,1020,97.98,0.5,15
BIMETAL,2026-08-17,628.6,620.0,1344,1315,97.84,8.36,94
BALAXI,2026-08-17,24.0,24.21,27550,26909,97.67,6.62,121
NAGREEKCAP,2026-08-17,23.84,23.5,11783,11509,97.67,2.78,74
BOHRAIND,2026-08-17,14.84,14.01,4460,4350,97.53,0.64,30
SVPGLOB,2026-08-17,3.95,3.87,58494,56878,97.24,2.21,87
ITL,2026-08-17,329.8,318.4,2135,2074,97.14,7.01,62
SHRADDHA,2026-08-17,156.7,150.71,735,713,97.01,1.14,22
SHIVAAGRO,2026-08-17,38.4,38.3,485,470,96.91,0.18,5
ODYCORP,2026-08-17,6.8,7.15,5996,5798,96.7,0.44,38
KNAGRI,2026-08-17,225.91,216.19,114667,110717,96.56,253.72,382
KIRANVYPAR,2026-08-17,201.18,201.75,1437,1386,96.45,2.88,12
WILLAMAGOR,2026-08-17,25.06,24.93,1398,1347,96.35,0.35,16
DTIL,2026-08-17,135.52,133.13,2445,2354,96.28,3.26,63
RHL,2026-08-17,166.94,166.35,948,911,96.1,1.58,39
MEDICAPQ,2026-08-17,27.09,25.26,1151,1106,96.09,0.29,17
SHIVACEM,2026-08-17,16.88,17.21,29464,28302,96.06,5.13,77
ZODIACLOTH,2026-08-17,75.21,75.6,7226,6931,95.92,5.39,92
NECLIFE,2026-08-17,11.0,11.23,263918,253033,95.88,29.91,655
MANBRO,2026-08-17,53.73,54.0,98276,94172,95.82,53.08,63
SHERVANI,2026-08-17,294.0,348.1,226,216,95.58,0.79,13
TOYAMSL,2026-08-17,0.68,0.67,129241,123225,95.35,0.86,143
ALUFLUOR,2026-08-17,437.55,434.05,990,942,95.15,4.27,41
RKDL,2026-08-17,18.63,18.36,3110,2951,94.89,0.58,92
RPPINFRA,2026-08-17,59.65,58.35,966446,913327,94.5,567.29,1834
UNIINFO,2026-08-17,11.7,11.69,1379,1303,94.49,0.16,22
ARTNIRMAN,2026-08-17,41.07,42.23,507,479,94.48,0.21,7
SURAJLTD,2026-08-17,223.44,218.0,5227,4936,94.43,11.47,54
AAATECH,2026-08-17,92.18,91.98,57437,54236,94.43,52.83,325
NKIND,2026-08-17,60.78,60.49,17,16,94.12,0.01,3
ABCOTS,2026-08-17,199.0,199.66,15165,14272,94.11,30.31,169
VIRTUALG,2026-08-17,0.42,0.41,189147,177738,93.97,0.77,161
CGVAK,2026-08-17,148.45,152.0,534,501,93.82,0.81,29
PACIFICI,2026-08-17,136.0,139.77,112,105,93.75,0.13,11
SAHLIBHFI,2026-08-17,74.2,72.0,11709,10958,93.59,8.64,151
TRANSCOR,2026-08-17,24.39,24.26,2702,2527,93.52,0.65,30
ASIANTNE,2026-08-17,9.07,9.73,1154,1078,93.41,0.11,24
SKFINDUS,2026-08-17,2684.7,2724.6,189736,176842,93.2,5162.32,5405
ISTLTD,2026-08-17,649.55,666.9,86,80,93.02,0.57,16
COMPUSOFT,2026-08-17,13.09,13.29,13798,12832,93.0,1.83,72
AXTEL,2026-08-17,415.3,418.0,412,383,92.96,1.7,28
NORBTEAEXP,2026-08-17,63.02,66.17,2481,2305,92.91,1.64,28
SONAL,2026-08-17,90.98,89.62,14,13,92.86,0.01,6
ASTAR,2026-08-17,600.85,585.05,14,13,92.86,0.08,7
ORIRAIL,2026-08-17,109.95,109.4,7988,7416,92.84,8.7,114
GLOBALE,2026-08-17,10.74,10.87,5777,5355,92.7,0.61,28
BANARBEADS,2026-08-17,112.51,111.74,334,309,92.51,0.37,22
AAREYDRUGS,2026-08-17,83.87,85.58,115722,106804,92.29,98.72,205
IWP,2026-08-17,34.96,34.48,4475,4128,92.25,1.54,64
SHYAMTEL,2026-08-17,14.12,15.14,8484,7819,92.16,1.26,57
ORICONENT,2026-08-17,53.12,53.38,475993,437329,91.88,252.95,1493
VINNY,2026-08-17,1.06,1.06,217079,199314,91.82,2.31,114
RADIOCITY,2026-08-17,6.71,6.66,18450,16913,91.67,1.24,120
BLBLIMITED,2026-08-17,15.96,16.03,252726,231620,91.65,40.28,431
PRIMESECU,2026-08-17,281.95,283.3,21202,19419,91.59,59.58,376
UEL,2026-08-17,234.18,222.48,7679,7032,91.57,17.08,216
BRAHMINFRA,2026-08-17,172.0,170.77,6698,6131,91.53,11.22,93
OBCL,2026-08-17,54.43,53.99,4610,4218,91.5,2.49,46
QUINT,2026-08-17,37.56,37.36,16983,15525,91.41,6.36,67
BIL,2026-08-17,837.4,854.9,19406,17735,91.39,164.87,488
SURYALA,2026-08-17,375.9,371.35,573,523,91.27,2.14,220
TAKE,2026-08-17,23.76,23.43,1251379,1138505,90.98,293.38,2187
BNAGROCHEM,2026-08-17,244.95,232.75,11873,10798,90.95,27.76,91
EASTWEST,2026-08-17,2.46,2.45,11344,10314,90.92,0.27,49
BRIGHTBR,2026-08-17,240.7,231.6,2713,2463,90.79,6.06,48
ACEINTEG,2026-08-17,17.8,17.78,2698,2445,90.62,0.48,37
ICDSLTD,2026-08-17,40.05,40.47,1048,949,90.55,0.43,23
VIJSOLX,2026-08-17,713.45,692.5,569,514,90.33,4.02,32
CHEMCRUX,2026-08-17,86.87,86.63,1150,1037,90.17,0.99,53
EUROBOND,2026-08-17,158.44,155.0,11162,10043,89.97,17.37,314
INDOKEM,2026-08-17,619.15,590.55,2117,1904,89.94,12.53,173
JYOTIRES,2026-08-17,870.0,855.5,5566,5006,89.94,48.08,374
ASPINWALL,2026-08-17,236.0,236.24,1167,1049,89.89,2.76,43
JAIPURKURT,2026-08-17,27.49,27.43,3016,2709,89.82,0.83,76
AGROPHOS,2026-08-17,27.33,26.39,33944,30456,89.72,9.11,305
MITTAL,2026-08-17,0.91,0.9,729721,653705,89.58,6.58,327
SPCENET,2026-08-17,3.6,3.59,1391399,1246251,89.57,50.55,833
PTL,2026-08-17,38.64,38.65,32471,29002,89.32,12.53,401
GKWLIMITED,2026-08-17,1609.1,1607.9,587,523,89.1,9.45,33
PONNIERODE,2026-08-17,345.3,350.75,386846,344012,88.93,1352.77,4397
VISACHROME,2026-08-17,36.89,38.41,55863,49664,88.9,21.22,103
INCREDIBLE,2026-08-17,32.23,31.84,1636,1454,88.88,0.52,35
CSLFINANCE,2026-08-17,219.0,219.55,46685,41464,88.82,103.2,541
SOFTTECH,2026-08-17,428.55,427.05,3366,2984,88.65,14.43,62
MOHITE,2026-08-17,2.68,2.49,84012,74428,88.59,1.91,104
ENIL,2026-08-17,101.01,101.02,31463,27872,88.59,31.8,434
SHANKARA,2026-08-17,141.04,141.1,92635,82022,88.54,130.69,577
AGRITECH,2026-08-17,105.49,103.49,4153,3672,88.42,4.29,175
SUNSHIEL,2026-08-17,1257.8,1228.0,197,174,88.32,2.42,41
LADDERUP,2026-08-17,52.8,49.11,428,377,88.08,0.21,10
ARENTERP,2026-08-17,38.99,38.36,116,102,87.93,0.04,13
ANUHPHR,2026-08-17,76.21,75.72,40575,35660,87.89,30.86,550
BIOFILCHEM,2026-08-17,31.84,31.73,14866,13055,87.82,4.77,128
ALANKIT,2026-08-17,8.29,8.17,90745,79556,87.67,7.45,400
SELMC,2026-08-17,27.6,27.21,1848,1620,87.66,0.51,75
AKASH,2026-08-17,24.6,25.43,8334,7305,87.65,2.11,87
TRITONV,2026-08-17,1154.9,1148.6,1553,1361,87.64,17.77,111
KANANIIND,2026-08-17,1.49,1.5,64092,56116,87.56,0.96,167
KAKATCEM,2026-08-17,107.58,109.49,1745,1528,87.56,1.91,50
KRITINUT,2026-08-17,82.16,85.15,16080,13998,87.05,13.62,514
CFEL,2026-08-17,31.5,30.16,3614,3144,87.0,1.1,78
AMAL,2026-08-17,745.05,751.25,1174,1021,86.97,8.79,97
BSHSL,2026-08-17,88.95,88.65,5225,4542,86.93,4.66,129
SAMBHAAV,2026-08-17,6.5,6.35,8466,7359,86.92,0.54,62
GUJAPOLLO,2026-08-17,341.95,349.15,10130,8791,86.78,35.46,398
AUSOMENT,2026-08-17,147.06,144.39,823,714,86.76,1.21,66
ADVANIHOTR,2026-08-17,52.09,49.91,69764,60521,86.75,35.0,958
UNITEDTEA,2026-08-17,458.3,455.65,1907,1654,86.73,8.71,67
VGCL,2026-08-17,59.95,60.5,2075,1799,86.7,1.24,20
ACL,2026-08-17,46.14,45.94,11742,10164,86.56,5.38,212
GRPLTD,2026-08-17,2009.5,2049.2,3765,3257,86.51,75.94,364
LAHOTIOV,2026-08-17,41.03,42.98,11008,9514,86.43,4.63,49
GILLANDERS,2026-08-17,89.0,88.49,2333,2014,86.33,2.07,39
ZENITHEXPO,2026-08-17,215.27,204.51,936,808,86.32,1.94,61
ENKEIWHEL,2026-08-17,395.4,400.85,1268,1093,86.2,4.96,44
MURUDCERA,2026-08-17,30.5,30.49,9258,7972,86.11,2.82,163
INDIANCARD,2026-08-17,223.09,216.07,4698,4037,85.93,10.34,117
DIGIDRIVE,2026-08-17,17.3,17.52,22871,19653,85.93,3.98,210
ALPA,2026-08-17,64.27,63.72,16477,14149,85.87,10.58,257
UMESLTD,2026-08-17,5.82,6.02,20769,17805,85.73,1.24,94
INNOVANA,2026-08-17,319.4,307.15,6385,5466,85.61,19.82,167
SUNDARAM,2026-08-17,1.04,1.13,1102505,943679,85.59,12.3,622
AZADIND,2026-08-17,91.21,91.48,2376,2033,85.56,2.25,53
ANTGRAPHIC,2026-08-17,0.73,0.74,242475,207198,85.45,1.81,232
DISHTV,2026-08-17,2.82,2.81,483284,412348,85.32,13.57,2736
GLOSTERLTD,2026-08-17,634.65,619.75,3042,2591,85.17,19.0,246
DGCONTENT,2026-08-17,24.57,24.33,14001,11925,85.17,3.41,92
HAZOOR,2026-08-17,20.85,21.49,86937,73930,85.04,18.94,409
HEXATRADEX,2026-08-17,157.05,157.31,1345,1143,84.98,2.1,100
KAMOPAINTS,2026-08-17,4.54,4.43,193816,164111,84.67,8.63,494
PNC,2026-08-17,18.4,18.1,6886,5823,84.56,1.25,198
SILINV,2026-08-17,440.55,449.65,4820,4074,84.52,21.59,346
ADROITINFO,2026-08-17,9.81,9.99,25871,21861,84.5,2.57,121
ODIGMA,2026-08-17,22.59,22.64,14976,12649,84.46,3.38,315
SEMAC,2026-08-17,326.0,310.95,1380,1165,84.42,4.31,57
WARDINMOBI,2026-08-17,6.54,6.25,204297,172406,84.39,12.67,697
ASHOKAMET,2026-08-17,13.78,13.77,8990,7582,84.34,1.24,113
ZIMLAB,2026-08-17,107.55,115.2,140402,118292,84.25,155.47,2413
ADVIKCA,2026-08-17,1.22,1.21,116547,98154,84.22,1.38,168
DEVIT,2026-08-17,26.09,26.02,15664,13191,84.21,4.09,263
CINEVISTA,2026-08-17,14.72,14.8,13348,11231,84.14,1.98,84
KIRLFER,2026-08-17,432.3,433.2,644676,542208,84.11,2777.78,10696
CYBERMEDIA,2026-08-17,16.49,16.62,14322,12042,84.08,2.4,60
KANCHI,2026-08-17,370.6,377.65,338,284,84.02,1.25,51
ORCHASP,2026-08-17,1.46,1.4,505122,424331,84.01,7.1,332
BANKA,2026-08-17,81.44,78.66,7523,6313,83.92,6.01,47
KOTHARIPRO,2026-08-17,68.98,68.58,9352,7844,83.88,6.42,172
NITCO,2026-08-17,93.26,92.54,1485852,1245253,83.81,1373.95,5099
TGVSL,2026-08-17,106.3,106.54,137616,115293,83.78,149.75,1275
POEL,2026-08-17,162.6,148.41,57496,48159,83.76,84.62,401
WESTLIFE,2026-08-17,582.9,579.6,176220,147573,83.74,1020.02,13911
PIONEEREMB,2026-08-17,23.57,22.78,7473,6254,83.69,1.71,80
WONDERLA,2026-08-17,468.25,468.7,130727,109398,83.68,615.09,3728
DHRUV,2026-08-17,23.97,25.14,15017,12510,83.31,3.72,196
DCMNVL,2026-08-17,179.27,173.83,15555,12958,83.3,27.25,172
COMPEAU,2026-08-17,353.0,351.1,574,478,83.28,2.13,28
VIRINCHI,2026-08-17,14.88,15.03,46547,38747,83.24,6.99,243
GSS,2026-08-17,13.34,13.01,35935,29909,83.23,4.68,279
WEALTH,2026-08-17,902.15,876.75,2680,2229,83.17,23.68,362
SGIL,2026-08-17,560.85,549.65,26164,21720,83.01,144.15,458
ABMINTLLTD,2026-08-17,62.44,56.2,7666,6362,82.99,4.33,109
LAL,2026-08-17,8.8,8.72,18445,15300,82.95,1.62,156
ECORECO,2026-08-17,491.3,479.0,4310,3572,82.88,20.61,252
NIRAJ,2026-08-17,28.2,28.61,80720,66886,82.86,22.73,250
ABLBL,2026-08-17,88.77,89.92,3468842,2873802,82.85,3065.05,10812
ANDHRAPAP,2026-08-17,59.69,59.96,134436,111324,82.81,80.58,662
BEDMUTHA,2026-08-17,113.63,109.11,2376,1964,82.66,2.6,78
GAYAHWS,2026-08-17,1.89,1.89,203045,167727,82.61,3.85,290
RAJPALAYAM,2026-08-17,838.15,827.8,3070,2536,82.61,25.54,148
SRD,2026-08-17,40.5,41.05,40442,33379,82.54,16.76,231
DANGEE,2026-08-17,2.95,2.94,22639,18671,82.47,0.67,93
RRIL,2026-08-17,16.71,17.54,18729,15438,82.43,3.24,125
SUVIDHAA,2026-08-17,2.52,2.49,171531,141387,82.43,4.18,345
TPHQ,2026-08-17,0.49,0.58,5686531,4686110,82.41,32.5,686
DENORA,2026-08-17,839.8,830.55,2043,1683,82.38,17.08,309
SARVESHWAR,2026-08-17,3.46,3.5,1288319,1060911,82.35,44.97,1519
TANAA,2026-08-17,308.85,300.95,8328,6856,82.32,25.4,227
EMPIND,2026-08-17,1084.0,1102.5,226,186,82.3,2.44,15
AMDIND,2026-08-17,54.8,51.41,74717,61442,82.23,38.81,568
KSE,2026-08-17,207.95,194.47,37866,31136,82.23,73.34,752
NITIRAJ,2026-08-17,205.89,203.23,1925,1579,82.03,3.94,114
INDTERRAIN,2026-08-17,31.1,31.06,9614,7873,81.89,3.0,163
VIVOBIOT,2026-08-17,20.1,19.68,10562,8631,81.72,2.05,80
BHAGCHEM,2026-08-17,289.85,288.75,152636,124680,81.68,436.22,1538
PREMCO,2026-08-17,385.95,378.35,404,330,81.68,1.53,40
ATLASCYCLE,2026-08-17,96.41,97.61,4683,3815,81.46,4.53,96
SPLIL,2026-08-17,31.72,31.07,2228,1815,81.46,0.69,73
RVTH,2026-08-17,729.9,747.7,1602,1305,81.46,11.99,135
MUFTI,2026-08-17,78.2,77.21,182561,148634,81.42,142.26,2142
ENERGYDEV,2026-08-17,16.85,16.51,24679,20088,81.4,4.1,331
SARLAPOLY,2026-08-17,101.19,101.61,41680,33887,81.3,42.34,648
AKG,2026-08-17,8.72,8.98,37443,30434,81.28,3.34,220
VHL,2026-08-17,3439.0,3473.8,543,440,81.03,18.7,97
RAMANEWS,2026-08-17,31.62,32.78,23649,19156,81.0,7.74,235
ANDREWYU,2026-08-17,31.35,26.23,66557,53888,80.97,17.44,516
CHEMBOND,2026-08-17,178.85,172.41,3241,2618,80.78,5.71,124
MANORG,2026-08-17,449.9,447.65,33434,27007,80.78,149.43,1422
AVONMORE,2026-08-17,12.35,13.01,339377,273863,80.7,43.84,918
RUBFILA,2026-08-17,66.78,67.36,12841,10357,80.66,8.6,289
GRADIENTE,2026-08-17,2.72,2.77,1104073,890341,80.64,30.9,297
HGM,2026-08-17,46.06,45.06,8389,6758,80.56,3.84,265
PRISMX,2026-08-17,0.58,0.52,922092,742777,80.55,4.91,190
ABMKNO,2026-08-17,199.77,197.0,3180,2559,80.47,6.27,62
CIFL,2026-08-17,21.17,20.94,24178,19444,80.42,5.09,163
RADIANTCMS,2026-08-17,36.08,34.86,303098,243362,80.29,107.03,2161
