symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
VINDHYATEL,2535.5,62.33513659755087,38.217756845723336,Buy,26.8384192096048,True,6
IMAGICAA,56.29,64.61046867348492,27.76577066900029,Buy,22.369565217391305,True,6
CAPINVIT,76.95,64.5673813096389,28.59614982495992,Buy,4.25416610215418,True,6
KRONOX,177.34,52.90921109604589,35.363536100688705,Buy,16.288524590163938,True,6
DHUNINV,988.6,52.26717095513623,34.82022013134339,Buy,15.625730994152049,True,6
TVSMOTOR,4341.3,56.52639922200025,40.84128166164071,Buy,3.157969774736255,True,6
MOTHERSON,170.68,67.63796396416126,35.33632136842419,Strong buy,16.259110414821883,True,6
TITAN,5102.4,62.35176528130109,49.039651266875296,Buy,5.204123711340198,True,6
KOTAKBANK,419.4,68.42021348187883,40.249554666268544,Buy,7.4833418759610435,True,6
KANPRPLA,267.71,62.02087745037904,39.24833161762903,Buy,24.574220567705897,True,6
DRSDILIP,107.0,63.11195779701822,49.40273477560515,Buy,-2.727272727272727,True,6
LAL,9.13,61.628515801452735,27.49183874464026,Strong buy,1.7837235228539592,True,6
DTIL,161.69,62.29131551351608,40.11059134489876,Buy,27.31496062992126,True,6
ABB,7638.5,56.648383227707335,26.405184021047745,Buy,3.918100809468744,True,6
IDEA,14.33,55.745324407902906,35.22533539216416,Buy,10.40061633281972,True,6
TATACAP,367.9,53.592752753864985,25.73955639536,Buy,1.939595455804932,True,6
UNIONBANK,188.63,62.659378339097245,32.546745120876295,Strong buy,10.271249853852446,True,6
ABSMARINE,272.3,63.993411924119776,30.87980974871604,Buy,24.337899543379,True,6
MOXSH,109.0,50.356705090107525,29.04985371813052,Buy,2.830188679245283,True,6
NRBBEARING,473.85,57.60587327890769,36.76581277826327,Buy,13.117689185963249,True,6
SGFIN,688.65,54.93882328024244,26.97814234687351,Strong buy,4.530965391621133,True,6
ELLEN,322.25,58.616231921347485,30.833510546039783,Buy,23.942307692307693,True,6
GUJTHEM,422.2,69.00215035954174,32.18563834401636,Buy,18.91282917898887,True,6
SOTL,688.5,54.34104861300979,31.791528214576992,Buy,16.27121506375074,True,6
ROLEXRINGS,180.59,63.94964623345359,42.32183664705953,Buy,31.67335034633613,True,6
