symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
MARUTI,12950.0,-9.12280701754386,37.91,35952.0,304641.0,162010.057165,130798.0,True,6
ATHERENERG,1725.6,38.38011226944666,22.75,5006.0,68322.0,59070.4966875,27012.0,True,6
MAHABANK,82.7,3.6340852130325887,18.29,915.0,4317.0,6507.7545,5918.0,True,5
POLYCAB,8895.5,-0.319363514119229,17.67,6051.0,53831.0,96317.2936,40296.0,True,5
KEI,5348.0,11.474726420010422,15.77,2874.0,33979.0,53582.37465,21101.0,True,5
UNOMINDA,1274.4,7.908552074513132,14.21,1789.0,18118.0,24093.842465,14377.0,True,5
ADANIENSOL,1382.0,-17.046818727490997,13.9,6520.0,63870.0,112468.94982,53423.0,True,5
ADANIENT,2863.9,-6.132415601442148,12.24,11555.0,119438.0,150344.7156402,105934.0,True,5
KALYANKJIL,573.0,-9.70690198550268,11.57,5553.0,83723.0,96580.06461,53556.0,True,5
ASHOKLEY,170.53,6.647904940587864,9.94,4916.0,51319.0,88782.962,54379.0,True,3
RADICO,4474.3,2.272051932615615,9.55,995.0,10764.0,18426.93561,11410.0,True,3
MUTHOOTFIN,2905.0,-3.989159533331124,9.49,4292.0,40279.0,40210.2453775,49524.0,True,3
M&M,3259.0,-3.577028906180659,8.95,8715.0,96100.0,70971.25042,106040.0,True,3
INDIGO,5052.0,-3.954372623574145,8.19,5815.0,64865.0,51777.63195,76850.0,True,3
LTF,309.05,0.5204098227354116,7.86,2646.0,17484.0,39148.624125,36301.0,True,3
BRITANNIA,5187.0,-4.738292011019284,7.56,2204.0,12447.0,11811.92835,31370.0,True,3
PRESTIGE,1570.0,-1.598245064243184,7.35,1332.0,11312.0,14675.26545,19456.0,True,3
AUROPHARMA,1683.3,6.342788552656507,6.93,2089.0,20972.0,25946.51664,32220.0,True,3
HEROMOTOCO,5555.0,3.3488372093023258,6.66,2979.0,94066.0,74253.150975,47734.0,True,3
