symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,182.0,182.0,,,,False,214861.05,0.158,5.812,,4416
21STCENMGM,46.49,39.54,30.6,,,,False,10018.6,0.252,5.57,,2134
360ONE,1222.9,1140.0,1060.6,1222.9,1140.0,20.0,False,796384.9,0.072,2.999,-4.072,1723
3BBLACKBIO,1510.0,1099.5,1099.5,,,,False,15887.1,0.388,6.206,,94
3IINFOLTD,27.8,21.77,17.0,,,,False,890719.0,0.093,4.556,,5275
3MINDIA,37300.0,33125.0,32330.0,,,,False,3924.1,0.122,4.793,,6001
3PLAND,32.94,31.3,30.22,32.94,31.3,20.0,False,5873.7,0.028,1.928,-3.218,4555
5PAISA,416.95,351.4,336.5,,,,False,77132.15,0.393,4.324,,2174
63MOONS,889.8,739.1,650.0,,,,False,295775.2,0.148,4.253,,5235
A2ZINFRA,17.7,14.06,12.0,,,,False,479399.4,0.103,4.714,,3873
AAATECH,101.98,88.84,85.0,,,,False,28317.35,0.087,4.312,,1436
AADHARHFC,517.8,459.3,459.3,,,,False,344102.1,0.101,5.195,,574
AAKASH,9.59,8.06,8.06,,,,False,126264.1,0.106,3.576,,2052
AAREYDRUGS,91.0,74.6,73.41,,,,False,154741.4,0.054,3.881,,1255
AARNAV,36.9,29.86,23.51,36.9,29.86,20.0,False,43545.05,0.315,2.954,-12.331,127
AARON,147.89,127.75,111.15,,,,False,17051.45,0.284,3.38,,1964
AARTECH,53.36,45.5,44.85,,,,False,96824.45,0.127,3.06,,779
AARTIDRUGS,453.65,404.5,368.55,,,,False,193808.85,0.083,4.514,,5685
AARTIIND,551.75,481.15,454.5,,,,False,1400468.95,0.147,4.442,,6006
AARTIPHARM,932.6,679.8,650.8,,,,False,1391497.3,0.065,7.475,,889
AARTISURF,677.7,500.9,361.6,,,,False,54662.5,0.11,4.611,,1522
AARVI,161.39,139.71,138.0,,,,False,27708.55,0.549,3.725,,2200
AASTHA,92.09,70.0,70.0,,,,False,1414767.1,0.204,6.279,,42
AATMAJ,20.5,17.8,16.7,,,,False,4200.0,0.0,9.57,,784
AAVAS,1444.5,1235.7,1235.7,,,,False,117589.5,0.497,5.633,,1955
