symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
LAHOTIOV,2026-08-31,40.71,40.29,820,820,100.0,0.33,16
COMPEAU,2026-08-31,353.95,353.7,12,12,100.0,0.04,3
SAB,2026-08-31,170.0,170.0,47,47,100.0,0.08,4
LAKSHMIMIL,2026-08-31,8370.0,8000.0,21,21,100.0,1.68,3
RNBDENIMS,2026-08-31,9.83,10.32,126598,126598,100.0,13.06,198
ASSAMENT,2026-08-31,778.05,816.95,4,4,100.0,0.03,4
NORBTEAEXP,2026-08-31,69.0,68.5,353,353,100.0,0.24,10
AMARJOTHI,2026-08-31,162.4,162.24,877,877,100.0,1.42,43
MUKESHB,2026-08-31,145.83,138.55,2009,2009,100.0,2.78,8
GRAVISSHO,2026-08-31,30.0,29.82,187,187,100.0,0.05,12
LOYALTEX,2026-08-31,226.02,218.0,214,214,100.0,0.47,16
ELITECON,2026-08-31,11.2,10.64,689853,689853,100.0,73.4,2816
CURAA,2026-08-31,70.05,64.08,55,55,100.0,0.04,5
UPHOT,2026-08-31,1464.9,1461.8,18,18,100.0,0.26,2
VASUPRADA,2026-08-31,94.5,97.0,2005,2005,100.0,1.94,3
VIJSOLX,2026-08-31,690.0,680.0,31,31,100.0,0.21,7
ALFREDHE,2026-08-31,2855.0,2947.3,78,78,100.0,2.32,62
APOORVA,2026-08-31,25.31,26.57,28,28,100.0,0.01,2
THAKDEV,2026-08-31,140.65,149.97,30,30,100.0,0.04,2
ORTINGLOBE,2026-08-31,14.93,15.3,1215,1215,100.0,0.18,7
NIRAJISPAT,2026-08-31,295.9,355.08,428,428,100.0,1.52,36
SUMEDHA,2026-08-31,39.27,39.5,13789,13789,100.0,5.45,19
TAKE,2026-08-31,16.14,15.34,56992,56992,100.0,8.74,295
PML,2026-08-31,485.15,493.0,102,102,100.0,0.5,5
MANAKSTEEL,2026-08-31,94.79,99.52,80576,80576,100.0,80.19,232
SIMPLXREA,2026-08-31,136.0,136.68,3,3,100.0,0.0,1
ICDSLTD,2026-08-31,41.44,41.02,548,548,100.0,0.22,10
MEDICAPQ,2026-08-31,25.91,26.49,101,101,100.0,0.03,5
PANCHMAHQ,2026-08-31,304.15,302.0,8,8,100.0,0.02,3
LADDERUP,2026-08-31,50.9,49.4,48,48,100.0,0.02,6
SURYALA,2026-08-31,378.6,378.0,281,281,100.0,1.06,8
BLUECHIP,2026-08-31,2.14,2.18,21009,21009,100.0,0.46,36
BNAGROCHEM,2026-08-31,226.8,229.0,5244,5242,99.96,12.0,17
21STCENMGM,2026-08-31,41.16,40.34,2905,2902,99.9,1.17,28
WILLAMAGOR,2026-08-31,24.0,23.75,5064,5058,99.88,1.2,22
RRECL,2026-08-31,134.5,144.9,509,508,99.8,0.71,25
PILITA,2026-08-31,7.93,7.94,395776,394929,99.79,31.66,247
DAICHI,2026-08-31,344.05,337.95,3220,3213,99.78,10.94,79
SAYAJIIND,2026-08-31,116.97,118.66,4170,4158,99.71,5.04,47
SAYAJIHOTL,2026-08-31,315.7,318.55,321,320,99.69,0.97,20
SAPPL,2026-08-31,286.45,276.35,412,410,99.51,1.14,12
SONAL,2026-08-31,88.95,84.51,193,192,99.48,0.16,21
INDOTHAI,2026-08-31,46.18,43.88,132627,131791,99.37,58.2,794
ODIGMA,2026-08-31,23.0,22.43,13178,13094,99.36,2.96,220
VITAL,2026-08-31,55.48,53.06,5676,5639,99.35,3.07,13
KJMCFIN,2026-08-31,66.97,66.1,270,268,99.26,0.19,16
SHIVAAGRO,2026-08-31,41.72,42.5,990,981,99.09,0.42,10
SILLYMONKS,2026-08-31,16.01,16.0,7003,6922,98.84,1.12,38
DHRUV,2026-08-31,23.22,23.5,6291,6218,98.84,1.48,37
MSL,2026-08-31,147.0,135.1,248,245,98.79,0.34,24
SVPGLOB,2026-08-31,3.73,3.62,55484,54791,98.75,2.07,111
ANSALBU,2026-08-31,82.42,77.0,919,907,98.69,0.75,49
NGIL,2026-08-31,41.53,40.96,81138,80065,98.68,33.25,68
PBMPOLY,2026-08-31,64.61,60.8,391,385,98.47,0.25,14
JAIPURKURT,2026-08-31,26.78,26.1,12639,12372,97.89,3.3,87
ARENTERP,2026-08-31,37.29,36.97,688,673,97.82,0.25,41
SRIKPRIND,2026-08-31,20.99,21.13,3520,3443,97.81,0.74,30
RUBFILA,2026-08-31,68.59,68.69,15682,15316,97.67,10.83,153
RETAIL,2026-08-31,17.64,17.69,4928,4799,97.38,0.85,75
GYFTR,2026-08-31,166.82,174.63,659877,642517,97.37,1150.54,229
HBSL,2026-08-31,52.55,53.54,3564,3463,97.17,1.98,66
PIONEEREMB,2026-08-31,21.95,21.76,9166,8907,97.17,2.0,83
PANSARI,2026-08-31,306.55,302.85,1313,1272,96.88,3.99,45
ARCL,2026-08-31,226.22,237.0,254,246,96.85,0.6,37
ARYAMAN,2026-08-31,644.3,649.95,125,121,96.8,0.78,15
VADILENT,2026-08-31,10833.0,10500.0,62,60,96.77,6.53,29
PREMCO,2026-08-31,381.2,380.4,1074,1038,96.65,4.1,21
SAICAPI,2026-08-31,148.5,154.0,298,288,96.64,0.46,17
ZENITHEXPO,2026-08-31,214.78,214.33,58,56,96.55,0.12,9
IPRINGLTD,2026-08-31,145.0,156.78,16074,15505,96.46,23.8,170
WEWIN,2026-08-31,46.81,44.28,3083,2972,96.4,1.37,61
SWARNSAR,2026-08-31,34.41,35.35,18810,18119,96.33,6.5,37
PEARLPOLY,2026-08-31,15.16,15.49,3300,3173,96.15,0.51,30
KHANDSE,2026-08-31,17.05,17.03,1160,1114,96.03,0.2,50
AROGRANITE,2026-08-31,25.1,24.76,9808,9411,95.95,2.44,88
SUKHJITS,2026-08-31,159.0,158.74,5571,5340,95.85,8.85,128
SAHLIBHFI,2026-08-31,76.84,77.7,10086,9659,95.77,7.9,217
DEEP,2026-08-31,36.95,36.39,6374,6101,95.72,2.32,65
KIRANVYPAR,2026-08-31,198.24,201.69,14004,13378,95.53,27.99,47
POLYSPIN,2026-08-31,29.52,30.46,874,834,95.42,0.25,18
SVGLOBAL,2026-08-31,129.71,138.44,172,164,95.35,0.23,19
SRGHFL,2026-08-31,254.9,259.35,901,855,94.89,2.33,51
NAHARCAP,2026-08-31,258.44,253.92,8051,7638,94.87,20.45,83
TAINWALCHM,2026-08-31,213.0,209.94,914,864,94.53,1.92,37
PARNAXLAB,2026-08-31,128.4,132.0,3620,3421,94.5,4.83,48
