symbol,company,sector,industry,nse_sector,sector_match_basis,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma20,sma50,sma100,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,stoch_rsi_d,williams_r,cci20,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,value_traded,turnover_cr,float_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,bb_upper,bb_lower,high_1m,low_1m,high_3m,low_3m,high_6m,low_6m,high_52w,low_52w,high_all,nearest_overhead,nearest_overhead_ref,overhead_supply_pct,headroom_to_52w_high_pct,dist_52w_low_pct,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,volatility_w,volatility_m,beta_1y,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,atm_iv,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,17389312695312.0,1309.0,1277.0,,1309.096447115922,,1357.9417346345354,1310.2599999999989,1303.179999999998,1325.5249999999987,1394.0845000000013,,,Bearish,17.0,51.45769461696065,-3.1186574305809245,-0.2909762442191903,-2.8277,15.78804739639798,-0.15255530129672,30.987812830818623,13.090752781593958,-34.02777777777767,-53.52927105756692,20,12617528.0,10419784.9,10899321.99999998,1.2399192113968187,59.1,16516344152.0,1651.63,48.6367,,,100,1288.74,1268.47,1320.54,1332.07,1300.27,1300.2666666666669,20.83086712339545,1343.285166161569,1277.234833838429,1337.0,1270.1,1345.9,1249.8,1473.4,1249.8,1611.8,1249.8,1611.8,1337.0,1m high,2.14,23.13,4.74,1337.0,1270.1,1249.8,,,,False,11438145.6,1.103,3.508,,1303.79,1314.21,1288.17,1611.8,1632.63,1653.46,14.54,47.0,1.0810810810810811,-0.4562737642585551,-18.79,1.7796770913053694,1.5676707308463012,0.8797113,2.42,7.63,23.705136354334744,,,9.473315516537829,,,,15.00336391405993,-8.318252305321916,11.096072765804,,20,,,-8.318252305321916,,,,67,,,,,,,,0,,,,,,True,0.28,3.0,,,,,3.0,35,20,67,,9.0,50,60,-0.07,-0.29,0.08,0.89,-0.05,-2.36,0.11,63.0,False,45.0,0.0,Neutral,1.083333,1657.25
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,,unmapped,11413988789062.0,1877.2,1811.9,,1912.879615811722,,1904.8489126643628,1928.3699999999983,1920.3639999999984,1882.558,1941.567999999998,,,Bearish,0.0,44.09678689474909,-15.9179081177042,-3.525056529592458,-12.3929,21.494153861246986,-2.3309053069719017,15.45608188268063,6.117589711667708,-66.32284682826199,-155.24958091239955,0,9900740.0,6599543.599999997,6778307.033333337,1.5764261717436356,59.5,18585669128.0,1858.57,50.7312,,,100,1858.06,1838.93,1886.76,1896.33,1867.63,1867.633333333333,39.07666653249036,2009.3720518258265,1847.3679481741704,2031.0,1811.9,2031.0,1768.6,2031.0,1740.5,2174.5,1740.5,2174.5,2031.0,1m high,8.19,15.84,7.85,2031.0,1811.9,1811.9,,,,False,7379156.85,1.342,5.592,,1867.43,1886.97,1792.36,2174.5,2259.34,2344.18,3.5,55.0,-4.662265109192481,2.5848407016776846,-13.67,2.3390171652355423,1.9132020214544327,0.8164599,-3.32,,39.81133516003428,7.237575338235777,,10.574685819612814,20.5404798700854,9.48810774848296,1.24512607290667,19.630110459091863,-18.80047804538676,32.1100317065312,18.478735389508067,60,,,-18.80047804538676,,,,67,,,,,,,,0,,,,,,True,-0.07,3.0,,,,,3.0,20,60,67,,0.0,50,60,-0.14,-0.22,0.02,0.71,-0.07,-2.36,0.06,55.0,False,65.0,0.0,Sell,1.166667,2318.424242
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,NIFTY_BANK,industry,10926460622070.0,711.9,709.0,,748.1218598864573,,820.6613749017091,725.0600000000006,760.8090000000016,767.6045000000023,846.1297499999981,,,Bearish,0.0,35.61305448999647,-11.47552240429468,-11.846123202020122,0.3706,32.01812746324467,-1.125000000000003,59.81549474249864,52.73336688441051,-67.51515151515157,-224.5989888732357,60,44417092.0,30063642.9,28380629.23333333,1.6202584584305584,41.81,31620527794.8,3162.05,99.624,,,100,701.79,691.67,718.74,725.57,708.62,708.6166666666667,12.592240850977626,739.3149149418057,710.8050850581956,756.85,698.5,843.0,698.5,871.7,698.5,1020.5,698.5,1020.5,756.85,1m high,6.31,43.35,1.92,741.95,698.5,698.5,,,,False,28993962.55,1.532,3.833,,708.75,715.05,692.2,756.85,776.55,796.24,2.28,37.0,-5.577292923933957,-4.372355430183366,-30.24,2.573166443245364,1.4163324966420745,1.1665245,-4.24,-5.83,13.909730363423211,1.80836190201366,1.22100911302466,,13.7540298886995,6.82785576408465,0.9333100337634852,1.754463853655062,11.34558903513542,34.982694035678,,80,,,11.34558903513542,,,,67,,,,,,,,0,,,,,,True,2.1,3.0,,,,,3.0,44,80,67,,30.0,50,50,0.5,-0.61,0.07,0.72,-0.14,-2.36,0.11,63.0,False,48.0,0.0,Sell,1.125,1005.977273
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,NIFTY_BANK,industry,10406036865234.0,1438.0,1454.0,,1408.1835027644593,,1365.444294768722,1426.61,1420.3080000000002,1355.998000000002,1355.482499999999,,,Bullish,100.0,54.1603452935839,5.040727364998702,3.7314222945939495,1.3093,15.703376171591552,2.5677603423680457,70.55436136064395,78.22543598072346,-25.6,58.82695386405987,80,10627608.0,8688672.600000035,10182528.500000004,1.2561543550567746,42.63,15282500304.0,1528.25,97.1723,,,100,1424.96,1411.93,1448.86,1459.73,1435.83,1435.8333333333333,22.466275002914998,1456.9934757722358,1396.2265242277645,1460.0,1391.5,1480.0,1232.2,1480.0,1187.6,1480.0,1187.6,1500.0,1460.0,1m high,1.53,2.92,21.08,1460.0,1391.5,1340.6,,,,False,9540608.95,1.111,3.372,,1432.38,1443.62,1409.07,1495.85,1524.78,1553.7,2.0,78.0,0.2579655581119742,17.878514632346906,-2.84,1.7345736718432485,1.4735718995411364,0.9816447,1.6,0.01,18.58841778697001,2.711278089137962,2.550277324982419,,15.796816290169,9.74115748257219,0.594743890036865,5.080821540326999,7.369882026370579,34.55734059748943,,80,,,7.369882026370579,,,,100,,,,,,,,0,,,,,,True,-0.57,3.0,,,,,3.0,92,80,100,,30.0,50,50,-0.04,0.08,0.25,0.89,-0.11,-2.36,0.21,75.0,False,48.0,0.0,Buy,1.054348,1749.608696
SBIN,State Bank of India,Finance,Regional Banks,NIFTY_BANK,industry,9784455253906.0,1034.5,1060.0,,1043.3797131903584,,1011.962175483388,1059.5400000000004,1043.014,1032.4924999999998,1038.7862500000003,,,Bearish,33.0,44.5402093743298,0.6569753285409661,3.515046149047831,-2.8581,14.816273919585058,-1.3446500095365164,25.18343102825164,23.62624952386929,-87.60469011725279,-103.49743394792094,0,7605132.0,6680766.500000018,9413850.800000018,1.1738795903529209,44.51,7867509054.0,786.75,44.7923,,,67,1023.96,1013.43,1048.16,1061.83,1037.63,1037.6333333333332,18.79397202598184,1092.51922982721,1026.5607701727909,1124.5,1027.1,1124.5,961.1,1169.3,933.9,1234.7,803.0,1234.7,1124.5,1m high,8.7,19.35,28.83,1124.5,1027.1,1000.8,,,,False,9545008.7,0.797,6.028,,1029.8,1039.2,1015.71,1124.5,1143.29,1162.09,4.79,66.0,0.622507538177229,8.466579292267365,-16.21,1.601617906624985,1.85513299038855,0.8893465,1.96,0.37,11.076491498565249,1.5353696554943654,2.3031752418281046,,15.092639252993202,6.764459533435691,1.31899282266467,6.557984119640567,4.927771998139533,28.40123439848117,,60,,,4.927771998139533,,,,100,,,,,,,,0,,,,,,True,4.19,3.0,,,,,3.0,27,60,100,,30.0,50,60,0.6,-0.04,-0.1,0.77,-0.08,-2.36,0.23,77.0,False,65.0,0.0,Sell,1.225,1264.731707
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,NIFTY_IT,industry,8553158619140.999,2369.0,2399.3,,2306.434235613957,,2565.6364337840564,2344.35,2256.878000000003,2301.2610000000022,2621.397999999993,,,Bullish,67.0,55.1249085454874,8.94403731006014,9.767793169575674,-0.8238,14.868284541313972,3.494975972040192,78.64112419976453,50.14055520666584,-19.498069498069604,14.79780329505894,60,2678034.0,2507565.0,3214402.966666667,1.1068342718160342,46.0,6344262546.0,634.43,28.210400000000003,,,67,2338.66,2308.33,2385.66,2402.33,2355.33,2355.333333333333,62.37026248242308,2464.216967927056,2224.483032072944,2473.7,2243.9,2495.0,1976.8,2619.2,1976.8,3350.0,1976.8,4592.25,2473.7,1m high,4.42,41.41,19.84,2472.8999,2243.8999,1976.8,,,,False,2730811.0,0.98,4.227,,2353.41,2384.59,2275.25,3350.0,3443.75,3537.5,10.46,46.0,-0.6708595387840671,-1.0029251984956122,-29.28,2.6705212696496843,2.493215157335344,1.0035737,0.67,-3.24,17.21169145373041,7.818128871277362,16.329327292904843,11.044194196926252,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,17.09156579421723,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,-2.26,3.0,,,,,3.0,64,80,67,,38.0,50,60,0.35,-0.47,1.27,0.52,-0.12,-2.36,0.31,83.0,False,43.0,0.0,Buy,1.590909,2435.069767
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,6628776147170.0,1053.9,1057.0,,1053.3281783140355,,983.546584435438,1091.3049999999996,1059.1190000000006,990.2570000000004,976.8297500000016,,,Bullish,67.0,42.58570505545631,1.4736723695809817,8.977837243082842,-7.5042,14.545575264430008,-2.434734308461392,2.5493442283294043,10.043064219617788,-88.49999999999984,-181.0730439563184,0,4813301.0,4459997.4,7695774.3,1.1152048052242722,62.64,5072737923.900001,507.27,43.735,,,67,1044.94,1035.97,1064.94,1075.97,1055.97,1055.9666666666667,22.659441796237072,1138.0862558617498,1044.5237441382494,1176.4,1047.0,1176.4,866.5,1176.4,787.9,1176.4,787.9,1176.4,1176.4,1m high,11.62,11.62,33.76,1166.0,1047.0,952.4,,,,False,5251140.3,0.917,6.521,,1048.24,1059.56,1031.24,1166.0,1188.66,1211.32,4.95,80.0,-3.7534246575342394,19.48979591836736,-10.41,1.7538314597910205,1.869054877042061,1.6764627,-2.41,-1.58,32.35799815781394,,2.0217501312804638,17.092113194840167,,,,17.7963262169719,16.05202209157313,43.7952675381863,,40,,,16.05202209157313,,,,100,,,,,,,,0,,,,,,True,1.73,3.0,,,,,3.0,40,40,100,,14.0,50,65,-0.29,0.25,0.76,0.41,-0.01,-2.36,0.22,76.0,False,56.0,0.0,Sell,1.455882,1170.30303
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,5544740338135.0,3980.1,4044.9,,4007.45187019264,,3934.68952321622,4057.555,3993.312,4003.381999999997,3983.073500000001,,,Bearish,17.0,44.30681155651441,15.752253839185869,26.63088367664192,-10.8786,16.54795519670164,-1.5143641897409317,11.5395393629679,9.669739567393751,-97.25385130609516,-198.41664781726007,0,944703.0,1212931.300000006,1500797.7333333343,0.7533405607652482,54.87,3760012410.3,376.0,84.84089999999999,,,33,3960.8,3941.5,4018.7,4057.3,3999.4,3999.4,56.7364306793496,4117.416957034576,3997.693042965424,4125.3,3962.5,4272.3,3720.0,4272.3,3288.1,4440.0,3288.1,4440.0,4125.3,1m high,3.65,11.55,21.05,4125.2998,3976.0,3720.0,4125.2998,3976.0,20.0,False,1335407.55,0.707,2.838,-3.52,3965.92,3994.28,3923.36,4125.3,4182.04,4238.77,2.56,47.0,0.4340255873224108,-0.5198830263190828,-10.36,1.4801408206326492,1.257126777698137,1.3533396,1.77,3.49,33.01617586063874,,7.413313453186292,19.15284282995555,,,,9.778357823020736,4.526142374057053,8.47399986344388,,20,,,4.526142374057053,,,,67,,,,,,,,0,,,,,,True,2.05,3.0,,,,,3.0,13,20,67,,90.0,50,65,-0.2,-0.16,0.04,0.75,-0.13,-2.36,0.06,55.0,False,64.0,0.0,Sell,1.344828,4458.964286
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,5278842807983.0,412.15,418.0,,416.7754487828584,,419.78234050276205,410.89000000000107,422.22100000000034,414.58349999999984,417.54424999999895,,,Bearish,17.0,46.7516082370862,-0.07996977701481,-0.85544553030168,0.7755,11.689309389707926,-0.2299685306221364,42.456507256605725,59.28337214042839,-73.05936073059368,22.695006829360256,20,3609510.0,10888568.2,14904296.733333332,0.3262077715516956,49.73,1487659546.5,148.77,10.0007,,,33,408.44,404.72,417.39,422.62,413.67,413.6666666666667,9.528238645792596,432.0439263494178,389.73607365058433,431.3,385.9,450.2,385.9,450.2,360.75,468.475,360.75,611.0,431.3,1m high,4.65,13.67,14.25,428.15,385.9,385.9,,,,False,19097403.65,0.189,4.86,,409.77,414.53,393.09,468.48,487.53,506.59,2.96,55.0,-2.588040652328065,2.857499376091837,-12.02,2.5389183424932877,2.249310990082741,1.1607698,-1.25,-0.42,8.677865179894892,,0.3779770044773353,,,,,10.528036912872963,23.284584754517933,5.81197705184635,,40,,,23.284584754517933,,,,67,,,,,,,,0,,,,,,True,0.38,3.0,,,,,3.0,21,40,67,,14.0,50,50,1.45,-0.22,0.0,0.63,-0.13,-2.36,0.35,86.0,False,66.0,0.0,Sell,1.1875,536.541667
SUNPHARMA,Sun Pharmaceutical Industries Limited,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,4692988872070.0,1929.0,1984.8,,1912.0229950183373,,1818.2858486305415,1923.525000000004,1926.9519999999984,1858.4590000000007,1799.6959999999992,,,Bullish,100.0,50.67557077400266,0.3174306560954392,-2.5241778059504725,2.8416,20.82810121645207,1.5263157894736843,81.6991284365768,81.31151802985087,-47.89699570815446,49.45092656142163,80,3595272.0,1639699.9,2155789.2333333334,2.458995673042199,51.57,6935279688.0,693.53,39.3783,,,100,1912.36,1895.73,1954.36,1979.73,1937.73,1937.7333333333331,36.24675323192383,1974.341921393591,1872.7080786064168,1988.0,1868.3,2046.9,1766.1,2046.9,1613.6,2046.9,1548.0,2046.9,1988.0,1m high,3.06,6.11,24.61,1984.8,1868.3,1855.9,,,,False,1701940.9,2.112,3.237,,1919.94,1938.06,1892.75,2046.9,2083.15,2119.39,3.25,66.0,-4.33445744891887,8.309938236945536,-5.76,2.13379605236577,1.7483901779893845,0.3342138,-2.99,-5.3,38.264547073922586,,2.369322782006219,28.07772079963959,,,,11.405284294854928,16.617162632319193,22.9312982093963,,40,,,16.617162632319193,,,,100,,,,,,,,0,,,,,,True,6.17,3.0,,,,,3.0,92,40,100,,77.0,50,50,-0.33,0.1,0.43,1.05,-0.05,-2.36,0.24,78.0,False,63.0,0.0,Buy,1.279412,2192.558824
