index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24270.85,24175.7,0.39
NIFTY_BANK,^NSEBANK,57938.5,58031.65,-0.16
NIFTY_NEXT_50,^NSMIDCP,72268.95,72268.95,0.0
INDIA_VIX,^INDIAVIX,11.8,12.29,-3.99
SENSEX,^BSESN,77763.91,77502.12,0.34
