symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
POWERGRID,Utilities,NIFTY_ENERGY,-0.9803921568627334,2.0744680851063912,0.89,3.7,-2.89,-1.87,-1.63,4.96
ASIANPAINT,Process Industries,NIFTY_METAL,1.7769516728624604,3.231401530862346,0.89,3.7,-7.76,0.89,-0.47,10.99
ADANIGREEN,Utilities,NIFTY_ENERGY,1.3943184779775926,7.324137931034485,0.89,3.7,-2.89,0.5,3.62,10.21
SHRIRAMFIN,Finance,NIFTY_FIN_SERVICE,3.262135922330088,16.539746890922032,0.89,3.7,3.23,2.37,12.84,13.31
TATASTEEL,Non-Energy Minerals,NIFTY_METAL,-0.1052631578947308,-9.923591666271175,0.89,3.7,-7.76,-1.0,-13.62,-2.16
HINDZINC,Non-Energy Minerals,NIFTY_METAL,1.6193181818181732,-13.7379421221865,0.89,3.7,-7.76,0.73,-17.44,-5.98
GRASIM,Non-Energy Minerals,NIFTY_METAL,1.5645454835722723,2.6427879961277863,0.89,3.7,-7.76,0.67,-1.06,10.4
HINDALCO,Non-Energy Minerals,NIFTY_METAL,-1.2227979274611351,-17.47186147186147,0.89,3.7,-7.76,-2.11,-21.17,-9.71
INDIGO,Transportation,NIFTY_AUTO,3.067426400759734,22.215715862255347,0.89,3.7,1.88,2.18,18.52,20.34
IOC,Energy Minerals,NIFTY_ENERGY,-4.35135135135135,2.4386713944569105,0.89,3.7,-2.89,-5.24,-1.26,5.33
EICHERMOT,Consumer Durables,NIFTY_AUTO,-3.681102362204725,2.801316618810841,0.89,3.7,1.88,-4.57,-0.9,0.92
ADANIENSOL,Utilities,NIFTY_ENERGY,3.962889330682568,2.435520731309171,0.89,3.7,-2.89,3.07,-1.26,5.33
WIPRO,Technology Services,NIFTY_IT,0.0454545454545525,-15.34615384615384,0.89,3.7,-6.62,-0.84,-19.05,-8.73
VAML,Non-Energy Minerals,NIFTY_METAL,1.718061674008813,-11.532567049808428,0.89,3.7,-7.76,0.83,-15.23,-3.77
SBILIFE,Finance,NIFTY_FIN_SERVICE,1.1879843864909203,-0.7215407670533385,0.89,3.7,3.23,0.3,-4.42,-3.95
TRENT,Retail Trade,NIFTY_FMCG,2.159021406727826,18.741705567428905,0.89,3.7,-1.61,1.27,15.04,20.35
DIVISLAB,Health Technology,NIFTY_PHARMA,-0.044378698224852,3.6349693251533743,0.89,3.7,6.89,-0.93,-0.07,-3.26
VBL,Consumer Non-Durables,NIFTY_FMCG,1.3857493857493768,-4.295389182670023,0.89,3.7,-1.61,0.5,-8.0,-2.69
TVSMOTOR,Consumer Durables,NIFTY_AUTO,5.081112398609504,7.958333333333336,0.89,3.7,1.88,4.19,4.26,6.08
SOLARINDS,Process Industries,NIFTY_METAL,3.638602776533811,0.6414437921287236,0.89,3.7,-7.76,2.75,-3.06,8.4
ICICIAMC,Finance,NIFTY_FIN_SERVICE,-0.8945288121489468,0.2043269230769285,0.89,3.7,3.23,-1.78,-3.5,-3.03
PIDILITIND,Process Industries,NIFTY_METAL,0.12531328320802,10.20689655172414,0.89,3.7,-7.76,-0.76,6.51,17.97
DLF,Finance,NIFTY_FIN_SERVICE,8.665594855305462,14.53990849008642,0.89,3.7,3.23,7.78,10.84,11.31
TMCV,Consumer Durables,NIFTY_AUTO,4.096385542168675,17.136659436008674,0.89,3.7,1.88,3.21,13.44,15.26
HYUNDAI,Consumer Durables,NIFTY_AUTO,2.335848862877971,6.5021103809371175,0.89,3.7,1.88,1.45,2.8,4.62
JIOFIN,Finance,NIFTY_FIN_SERVICE,-0.2916059154342916,0.8213984835720255,0.89,3.7,3.23,-1.18,-2.88,-2.41
TORNTPHARM,Health Technology,NIFTY_PHARMA,6.4994527952114,10.430996549248492,0.89,3.7,6.89,5.61,6.73,3.54
BSE,Finance,NIFTY_FIN_SERVICE,-2.263764404609477,-3.0212171261593213,0.89,3.7,3.23,-3.15,-6.72,-6.25
CUMMINSIND,Producer Manufacturing,NIFTY_AUTO,-1.3950139501395014,-4.581083434941648,0.89,3.7,1.88,-2.29,-8.28,-6.46
IDEA,Communications,,-0.9040333796940248,0.4936530324400584,0.89,3.7,,-1.79,-3.21,
MOTHERSON,Producer Manufacturing,NIFTY_AUTO,0.875680893608226,1.119712468896879,0.89,3.7,1.88,-0.01,-2.58,-0.76
CHOLAFIN,Finance,NIFTY_FIN_SERVICE,-0.9518539014941918,19.799196787148592,0.89,3.7,3.23,-1.84,16.1,16.57
TATACAP,Finance,NIFTY_FIN_SERVICE,-3.680220537560309,16.17622610141313,0.89,3.7,3.23,-4.57,12.48,12.95
ABB,Producer Manufacturing,NIFTY_AUTO,-1.271306818181818,-2.735796249650154,0.89,3.7,1.88,-2.16,-6.44,-4.62
POLYCAB,Producer Manufacturing,NIFTY_AUTO,-1.5618556701030928,0.2467191601049868,0.89,3.7,1.88,-2.45,-3.45,-1.63
CGPOWER,Producer Manufacturing,NIFTY_AUTO,-2.925662080591668,-2.2345144860069106,0.89,3.7,1.88,-3.82,-5.93,-4.11
PFC,Finance,NIFTY_FIN_SERVICE,-3.227272727272725,3.0992736077481866,0.89,3.7,3.23,-4.12,-0.6,-0.13
TECHM,Technology Services,NIFTY_IT,-3.7474402730375487,-8.972952036666452,0.89,3.7,-6.62,-4.64,-12.67,-2.35
POWERINDIA,Electronic Technology,NIFTY_IT,-9.504373177842565,-12.192362093352193,0.89,3.7,-6.62,-10.39,-15.89,-5.57
BPCL,Energy Minerals,NIFTY_ENERGY,-3.688076261915928,4.812925170068019,0.89,3.7,-2.89,-4.58,1.11,7.7
BANKBARODA,Finance,NIFTY_FIN_SERVICE,-10.694050991501411,-4.433497536945809,0.89,3.7,3.23,-11.58,-8.13,-7.66
BHEL,Producer Manufacturing,NIFTY_AUTO,-5.213738571781557,-6.609860012172849,0.89,3.7,1.88,-6.1,-10.31,-8.49
BRITANNIA,Consumer Non-Durables,NIFTY_FMCG,2.213776722090261,4.853801169590644,0.89,3.7,-1.61,1.32,1.15,6.46
GROWW,Miscellaneous,,3.405107661492244,7.66423357664233,0.89,3.7,,2.52,3.96,
SIEMENS,Producer Manufacturing,NIFTY_AUTO,-1.2565269594839863,-5.144711783482195,0.89,3.7,1.88,-2.15,-8.84,-7.02
TMPV,Consumer Durables,NIFTY_AUTO,-2.32756173715583,-12.230582833822211,0.89,3.7,1.88,-3.22,-15.93,-14.11
ENRIN,Producer Manufacturing,NIFTY_AUTO,-12.374162193917062,-9.883561267644314,0.89,3.7,1.88,-13.26,-13.58,-11.76
APOLLOHOSP,Health Services,NIFTY_PHARMA,3.708238586671331,9.667673716012084,0.89,3.7,6.89,2.82,5.97,2.78
UNIONBANK,Finance,NIFTY_FIN_SERVICE,-7.071225071225069,-0.560941406011821,0.89,3.7,3.23,-7.96,-4.26,-3.79
BOSCHLTD,Producer Manufacturing,NIFTY_AUTO,3.5339182009143704,12.56045137023106,0.89,3.7,1.88,2.64,8.86,10.68
GVT&D,Producer Manufacturing,NIFTY_AUTO,-14.033203125,-8.29253047192416,0.89,3.7,1.88,-14.92,-11.99,-10.17
BAJAJHLDNG,Finance,NIFTY_FIN_SERVICE,4.686761787772843,8.617647058823529,0.89,3.7,3.23,3.8,4.92,5.39
HDFCLIFE,Finance,NIFTY_FIN_SERVICE,-4.58823529411764,-2.356381148950797,0.89,3.7,3.23,-5.48,-6.06,-5.59
PNB,Finance,NIFTY_FIN_SERVICE,-2.992633517495396,1.2883376598403895,0.89,3.7,3.23,-3.88,-2.41,-1.94
TATAPOWER,Utilities,NIFTY_ENERGY,-5.024680420199981,-9.470382434551816,0.89,3.7,-2.89,-5.91,-13.17,-6.58
HDFCAMC,Finance,NIFTY_FIN_SERVICE,6.116416552978612,8.38784594542287,0.89,3.7,3.23,5.23,4.69,5.16
MUTHOOTFIN,Finance,NIFTY_FIN_SERVICE,-2.026875340752376,-6.351736611385299,0.89,3.7,3.23,-2.92,-10.05,-9.58
IRFC,Finance,NIFTY_FIN_SERVICE,-0.4834633556752136,-6.310127236991837,0.89,3.7,3.23,-1.37,-10.01,-9.54
GMRAIRPORT,Transportation,NIFTY_AUTO,3.86740331491713,13.881877839475012,0.89,3.7,1.88,2.98,10.18,12.0
CIPLA,Health Technology,NIFTY_PHARMA,0.7044198895027656,6.0509090909090935,0.89,3.7,6.89,-0.19,2.35,-0.84
CANBK,Finance,NIFTY_FIN_SERVICE,-2.8861571352218074,-1.5176151761517676,0.89,3.7,3.23,-3.78,-5.22,-4.75
ZYDUSLIFE,Health Technology,NIFTY_PHARMA,3.6909090909090825,5.797235877933402,0.89,3.7,6.89,2.8,2.1,-1.09
DRREDDY,Health Technology,NIFTY_PHARMA,3.168406036489212,8.23946435604568,0.89,3.7,6.89,2.28,4.54,1.35
GAIL,Utilities,NIFTY_ENERGY,-0.5425471159337457,6.1890243902439055,0.89,3.7,-2.89,-1.43,2.49,9.08
LUPIN,Health Technology,NIFTY_PHARMA,4.257021348267291,10.112959174597531,0.89,3.7,6.89,3.37,6.41,3.22
LTM,Technology Services,NIFTY_IT,-1.73117154811715,-12.4606890768048,0.89,3.7,-6.62,-2.62,-16.16,-5.84
MARICO,Consumer Non-Durables,NIFTY_FMCG,2.3245881635143326,3.9288591435830615,0.89,3.7,-1.61,1.43,0.23,5.54
GODREJCP,Consumer Non-Durables,NIFTY_FMCG,5.4750244857982455,7.776220976781429,0.89,3.7,-1.61,4.59,4.08,9.39
AMBUJACEM,Non-Energy Minerals,NIFTY_METAL,3.1402651779483604,1.1866727521679572,0.89,3.7,-7.76,2.25,-2.51,8.95
MAXHEALTH,Health Services,NIFTY_PHARMA,7.093779015784596,22.545686357841056,0.89,3.7,6.89,6.2,18.85,15.66
TATACONSUM,Consumer Non-Durables,NIFTY_FMCG,1.067969952031854,-3.7327586206896513,0.89,3.7,-1.61,0.18,-7.43,-2.12
VEDL,Non-Energy Minerals,NIFTY_METAL,0.5017921146953324,-15.93464248238646,0.89,3.7,-7.76,-0.39,-19.63,-8.17
INDIANB,Finance,NIFTY_FIN_SERVICE,-5.9948229203435615,-3.682941531042792,0.89,3.7,3.23,-6.88,-7.38,-6.91
JINDALSTEL,Non-Energy Minerals,NIFTY_METAL,-3.2761310452418138,-13.122321134190573,0.89,3.7,-7.76,-4.17,-16.82,-5.36
ABCAPITAL,Finance,NIFTY_FIN_SERVICE,0.9307005408124736,14.544675992006848,0.89,3.7,3.23,0.04,10.84,11.31
LGEINDIA,Consumer Durables,NIFTY_AUTO,-2.29812488162132,-0.1548486999161294,0.89,3.7,1.88,-3.19,-3.85,-2.03
INDHOTEL,Consumer Services,NIFTY_FMCG,0.2890571231933961,10.135288337994115,0.89,3.7,-1.61,-0.6,6.44,11.75
JSWENERGY,Utilities,NIFTY_ENERGY,-4.3130434782608615,-6.729954229530418,0.89,3.7,-2.89,-5.2,-10.43,-3.84
MANKIND,Health Technology,NIFTY_PHARMA,0.9098890573868516,8.991379310344824,0.89,3.7,6.89,0.02,5.29,2.1
MAZDOCK,Producer Manufacturing,NIFTY_AUTO,1.7439999999999964,3.820408163265302,0.89,3.7,1.88,0.85,0.12,1.94
BHARATFORG,Producer Manufacturing,NIFTY_AUTO,-0.1448733526497973,11.980504166448297,0.89,3.7,1.88,-1.03,8.28,10.1
INDUSTOWER,Finance,NIFTY_FIN_SERVICE,-4.127063531765883,-10.704717530576586,0.89,3.7,3.23,-5.02,-14.4,-13.93
LODHA,Finance,NIFTY_FIN_SERVICE,10.680628272251308,16.950652799291884,0.89,3.7,3.23,9.79,13.25,13.72
UNITDSPR,Consumer Non-Durables,NIFTY_FMCG,1.9239209948792944,8.851562499999996,0.89,3.7,-1.61,1.03,5.15,10.46
LLOYDSME,Non-Energy Minerals,NIFTY_METAL,4.24121546313134,-1.272292905161403,0.89,3.7,-7.76,3.35,-4.97,6.49
OFSS,Technology Services,NIFTY_IT,7.083015993907083,9.20388349514563,0.89,3.7,-6.62,6.19,5.5,15.82
HEROMOTOCO,Consumer Durables,NIFTY_AUTO,-2.0646228985448603,-0.0700164744645724,0.89,3.7,1.88,-2.95,-3.77,-1.95
RECLTD,Finance,NIFTY_FIN_SERVICE,-0.2594919420923369,12.077961939840382,0.89,3.7,3.23,-1.15,8.38,8.85
ASHOKLEY,Producer Manufacturing,NIFTY_AUTO,4.948914431673052,11.658400706569736,0.89,3.7,1.88,4.06,7.96,9.78
SHREECEM,Non-Energy Minerals,NIFTY_METAL,2.6068621813302664,7.274549098196393,0.89,3.7,-7.76,1.72,3.57,15.03
LENSKART,Health Technology,NIFTY_PHARMA,1.9120458891013383,0.7561436672967864,0.89,3.7,6.89,1.02,-2.94,-6.13
IDBI,Finance,NIFTY_FIN_SERVICE,-4.401368301026225,14.223433242506808,0.89,3.7,3.23,-5.29,10.52,10.99
AUROPHARMA,Health Technology,NIFTY_PHARMA,5.501302083333333,13.1239092495637,0.89,3.7,6.89,4.61,9.42,6.23
NYKAA,Retail Trade,NIFTY_FMCG,0.7467532467532505,15.41751906267435,0.89,3.7,-1.61,-0.14,11.72,17.03
ICICIGI,Finance,NIFTY_FIN_SERVICE,-3.38964577656676,2.4621431048433653,0.89,3.7,3.23,-4.28,-1.24,-0.77
MEESHO,Retail Trade,NIFTY_FMCG,-0.8971704623878525,5.260783760924732,0.89,3.7,-1.61,-1.79,1.56,6.87
HINDPETRO,Energy Minerals,NIFTY_ENERGY,-4.599761051373955,5.370810240168916,0.89,3.7,-2.89,-5.49,1.67,8.26
WAAREEENER,Electronic Technology,NIFTY_IT,-6.0122941389171976,-8.0879516523081,0.89,3.7,-6.62,-6.9,-11.79,-1.47
SRF,Process Industries,NIFTY_METAL,0.8116883116883117,1.9853290025911496,0.89,3.7,-7.76,-0.08,-1.71,9.75
LAURUSLABS,Health Technology,NIFTY_PHARMA,5.963586396427342,11.59913169319826,0.89,3.7,6.89,5.07,7.9,4.71
NHPC,Utilities,NIFTY_ENERGY,1.295597484276731,6.577554261514027,0.89,3.7,-2.89,0.41,2.88,9.47
NTPCGREEN,Utilities,NIFTY_ENERGY,0.252100840336129,-5.784797630799606,0.89,3.7,-2.89,-0.64,-9.48,-2.89
FEDERALBNK,Finance,NIFTY_FIN_SERVICE,0.2142638506274835,11.379486307195098,0.89,3.7,3.23,-0.68,7.68,8.15
ATGL,Utilities,NIFTY_ENERGY,-0.1728907330567081,-2.466216216216216,0.89,3.7,-2.89,-1.06,-6.17,0.42
SUZLON,Producer Manufacturing,NIFTY_AUTO,-2.3523351648351727,4.310344827586197,0.89,3.7,1.88,-3.24,0.61,2.43
AUBANK,Finance,NIFTY_FIN_SERVICE,-1.9228096186813692,8.509329505843768,0.89,3.7,3.23,-2.81,4.81,5.28
LTF,Finance,NIFTY_FIN_SERVICE,9.273182957393484,20.7533234859675,0.89,3.7,3.23,8.38,17.05,17.52
DABUR,Consumer Non-Durables,NIFTY_FMCG,4.430082256169218,4.602165725047083,0.89,3.7,-1.61,3.54,0.9,6.21
PAYTM,Finance,NIFTY_FIN_SERVICE,12.055045871559642,13.98973401773216,0.89,3.7,3.23,11.17,10.29,10.76
NAM_INDIA,Finance,NIFTY_FIN_SERVICE,6.087259426979021,11.322306497304222,0.89,3.7,3.23,5.2,7.62,8.09
YESBANK,Finance,NIFTY_FIN_SERVICE,-2.673583399840376,6.92678649715038,0.89,3.7,3.23,-3.56,3.23,3.7
DIXON,Electronic Technology,NIFTY_IT,2.6875515251442703,7.194492254733219,0.89,3.7,-6.62,1.8,3.49,13.81
INDUSINDBK,Finance,NIFTY_FIN_SERVICE,4.431939978563775,7.413736082019623,0.89,3.7,3.23,3.54,3.71,4.18
NMDC,Non-Energy Minerals,NIFTY_METAL,-0.5820721769499417,-11.13423517169614,0.89,3.7,-7.76,-1.47,-14.83,-3.37
MCX,Finance,NIFTY_FIN_SERVICE,-0.2092272775630373,-2.494802494802495,0.89,3.7,3.23,-1.1,-6.19,-5.72
HAVELLS,Producer Manufacturing,NIFTY_AUTO,-0.7395579460459014,-0.2617801047120534,0.89,3.7,1.88,-1.63,-3.96,-2.14
BAJAJHFL,Finance,NIFTY_FIN_SERVICE,3.806818181818176,9.427407762338271,0.89,3.7,3.23,2.92,5.73,6.2
POLICYBZR,Technology Services,NIFTY_IT,-3.610370729343343,-3.738656987295823,0.89,3.7,-6.62,-4.5,-7.44,2.88
FORTIS,Health Services,NIFTY_PHARMA,0.1592929448640941,4.593260356299643,0.89,3.7,6.89,-0.73,0.89,-2.3
PERSISTENT,Technology Services,NIFTY_IT,-5.112462006079031,-12.960966542750931,0.89,3.7,-6.62,-6.0,-16.66,-6.34
BHARTIHEXA,Communications,,-1.5171012529630945,-2.4093959731543686,0.89,3.7,,-2.41,-6.11,
PRESTIGE,Finance,NIFTY_FIN_SERVICE,7.744977714617925,19.228020014295925,0.89,3.7,3.23,6.85,15.53,16.0
PHOENIXLTD,Finance,NIFTY_FIN_SERVICE,6.7014069828035385,20.454144361433016,0.89,3.7,3.23,5.81,16.75,17.22
ICICIPRULI,Finance,NIFTY_FIN_SERVICE,-2.8528528528528527,0.4658385093167702,0.89,3.7,3.23,-3.74,-3.23,-2.76
SAIL,Non-Energy Minerals,NIFTY_METAL,-0.4920337394564218,-17.8092795974648,0.89,3.7,-7.76,-1.38,-21.51,-10.05
OBEROIRLTY,Finance,NIFTY_FIN_SERVICE,9.387016512101336,15.83233532934132,0.89,3.7,3.23,8.5,12.13,12.6
MAHABANK,Finance,NIFTY_FIN_SERVICE,-0.9731543624161124,12.063291139240508,0.89,3.7,3.23,-1.86,8.36,8.83
TORNTPOWER,Utilities,NIFTY_ENERGY,-6.017881705639615,-4.037921348314606,0.89,3.7,-2.89,-6.91,-7.74,-1.15
SWIGGY,Transportation,NIFTY_AUTO,1.5004088307440786,-2.25590551181102,0.89,3.7,1.88,0.61,-5.96,-4.14
IDFCFIRSTB,Finance,NIFTY_FIN_SERVICE,1.5140045420136117,12.768044849334268,0.89,3.7,3.23,0.62,9.07,9.54
PIRAMALFIN,Finance,NIFTY_FIN_SERVICE,0.1358441071762992,11.629242819843332,0.89,3.7,3.23,-0.75,7.93,8.4
OIL,Energy Minerals,NIFTY_ENERGY,1.3932260389142472,-13.388734995383194,0.89,3.7,-2.89,0.5,-17.09,-10.5
BIOCON,Health Technology,NIFTY_PHARMA,0.8983451536643053,2.8433734939759066,0.89,3.7,6.89,0.01,-0.86,-4.05
JSWINFRA,Industrial Services,NIFTY_ENERGY,-3.59254878769958,18.56363636363637,0.89,3.7,-2.89,-4.48,14.86,21.45
NAUKRI,Technology Services,NIFTY_IT,1.4860225600784789,2.430452430452437,0.89,3.7,-6.62,0.6,-1.27,9.05
IOB,Finance,NIFTY_FIN_SERVICE,-1.8000000000000074,4.468085106382976,0.89,3.7,3.23,-2.69,0.77,1.24
ALKEM,Health Technology,NIFTY_PHARMA,1.3944586219467736,5.851569933396765,0.89,3.7,6.89,0.5,2.15,-1.04
BANKINDIA,Finance,NIFTY_FIN_SERVICE,-0.901210787011559,4.626670540383501,0.89,3.7,3.23,-1.79,0.93,1.4
UNOMINDA,Producer Manufacturing,NIFTY_AUTO,1.6335740072202083,3.473306992557195,0.89,3.7,1.88,0.74,-0.23,1.59
SCHAEFFLER,Producer Manufacturing,NIFTY_AUTO,-1.0672688376515245,2.212671905697455,0.89,3.7,1.88,-1.96,-1.49,0.33
GICRE,Finance,NIFTY_FIN_SERVICE,-1.1095890410958935,-4.535837080137538,0.89,3.7,3.23,-2.0,-8.24,-7.77
COFORGE,Technology Services,NIFTY_IT,-3.1746031746031744,-1.74496644295302,0.89,3.7,-6.62,-4.06,-5.44,4.88
GLENMARK,Health Technology,NIFTY_PHARMA,1.3801641524141368,0.7794338848625694,0.89,3.7,6.89,0.49,-2.92,-6.11
HDBFS,Finance,NIFTY_FIN_SERVICE,1.370513603365209,14.595796901365238,0.89,3.7,3.23,0.48,10.9,11.37
LINDEINDIA,Process Industries,NIFTY_METAL,0.3004051977085371,3.302633472442078,0.89,3.7,-7.76,-0.59,-0.4,11.06
NATIONALUM,Non-Energy Minerals,NIFTY_METAL,2.235294117647065,-20.49405306495882,0.89,3.7,-7.76,1.35,-24.19,-12.73
APARINDS,Electronic Technology,NIFTY_IT,-15.303256647744249,6.812358703843255,0.89,3.7,-6.62,-16.19,3.11,13.43
BERGEPAINT,Process Industries,NIFTY_METAL,-2.7793374508702806,2.4556213017751567,0.89,3.7,-7.76,-3.67,-1.24,10.22
GODREJPROP,Finance,NIFTY_FIN_SERVICE,8.795640326975482,15.398843930635842,0.89,3.7,3.23,7.91,11.7,12.17
COROMANDEL,Process Industries,NIFTY_METAL,1.7760656393836305,16.278936839096882,0.89,3.7,-7.76,0.89,12.58,24.04
TIINDIA,Non-Energy Minerals,NIFTY_METAL,-6.368384620225274,-4.956882785052693,0.89,3.7,-7.76,-7.26,-8.66,2.8
MOTILALOFS,Technology Services,NIFTY_IT,3.456196581196584,11.458333333333345,0.89,3.7,-6.62,2.57,7.76,18.08
JSL,Non-Energy Minerals,NIFTY_METAL,-0.250035719388484,1.6599927193301751,0.89,3.7,-7.76,-1.14,-2.04,9.42
SBICARD,Finance,NIFTY_FIN_SERVICE,-1.0326176036715404,-0.6907894736842181,0.89,3.7,3.23,-1.92,-4.39,-3.92
MRF,Consumer Durables,NIFTY_AUTO,2.797923505611115,7.767106842737094,0.89,3.7,1.88,1.91,4.07,5.89
VMM,Retail Trade,NIFTY_FMCG,0.8953974895397433,0.9798994974874268,0.89,3.7,-1.61,0.01,-2.72,2.59
FACT,Process Industries,NIFTY_METAL,-1.9046032539286013,0.489192263936286,0.89,3.7,-7.76,-2.79,-3.21,8.25
COLPAL,Consumer Non-Durables,NIFTY_FMCG,3.903355159636571,2.503755633450176,0.89,3.7,-1.61,3.01,-1.2,4.11
TATACOMM,Communications,,-6.166338582677164,0.0262301962018675,0.89,3.7,,-7.06,-3.67,
MFSL,Finance,NIFTY_FIN_SERVICE,-3.294972743791647,0.5035880649628605,0.89,3.7,3.23,-4.18,-3.2,-2.73
THERMAX,Producer Manufacturing,NIFTY_AUTO,-3.2017479358809986,-7.088122605363985,0.89,3.7,1.88,-4.09,-10.79,-8.97
ABBOTINDIA,Health Technology,NIFTY_PHARMA,0.7783615489394824,-1.670780330358838,0.89,3.7,6.89,-0.11,-5.37,-8.56
RADICO,Consumer Non-Durables,NIFTY_FMCG,3.1072847682119256,11.687230989956962,0.89,3.7,-1.61,2.22,7.99,13.3
UPL,Process Industries,NIFTY_METAL,0.4132914531327492,-5.286137533135815,0.89,3.7,-7.76,-0.48,-8.99,2.47
KRT.RR,Finance,NIFTY_FIN_SERVICE,-1.237113402061866,-1.5163197121562668,0.89,3.7,3.23,-2.13,-5.22,-4.75
SUNDARMFIN,Finance,NIFTY_FIN_SERVICE,-0.6427795874050025,7.783274440518248,0.89,3.7,3.23,-1.53,4.08,4.55
