date,symbol,subject,details,category
19-Sep-2026 18:04:55,NETWEB,Shareholders meeting,"Netweb Technologies India Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 19, 2026",Shareholders meeting
19-Sep-2026 18:02:48,SGMART,Shareholders meeting,"SG Mart Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 19, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
19-Sep-2026 17:54:48,NLCINDIA,Copy of Newspaper Publication,NLC India Limited has informed the Exchange about Copy of Newspaper Publication w.r.t corrigendum to the AGM Notice of the Company.,Copy of Newspaper Publication
19-Sep-2026 17:53:30,ZODIAC,Bagging/Receiving of orders/contracts,Zodiac Energy Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
19-Sep-2026 17:52:59,ADVAIT,General Updates,Advait Energy Transitions Limited has informed the Exchange about General Updates,General Updates
19-Sep-2026 17:51:02,DIVGIITTS,Shareholders meeting,"Divgi Torqtransfer Systems Limited has informed the Exchange regarding voting results of  Annual General Meeting held on September 18, 2026",Shareholders meeting
19-Sep-2026 17:49:06,GSPCROP,Shareholders meeting,"GSP Crop Science Limited has informed the Exchange regarding voting results of  Annual General Meeting held on September 18, 2026",Shareholders meeting
19-Sep-2026 17:46:16,INDOTHAI,Shareholders meeting,"Indo Thai Securities Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 19, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
19-Sep-2026 17:45:08,MOMSBELIEF,Acquisition,"MOMSBELIEF: Rays of Belief Limited has informed the Exchange about Acquisition of City Pro Group Inc. by Mom s Belief US Inc., a step-down wholly owned subsidiary of Rays of Belief Limited.",Acquisition
19-Sep-2026 17:44:13,TEXRAIL,Shareholders meeting,"Texmaco Rail & Engineering Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 18, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
19-Sep-2026 17:43:51,UTTAMSUGAR,General Updates,Uttam Sugar Mills Limited has informed the Exchange about General Updates,General Updates
19-Sep-2026 17:42:44,STUDDS,Analysts/Institutional Investor Meet/Con. Call Updates,Studds Accessories Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
19-Sep-2026 17:34:52,GOODLUCK,General Updates,Goodluck India Limited has informed the Exchange about General Updates,General Updates
19-Sep-2026 17:32:56,DIVGIITTS,Shareholders meeting,"Divgi Torqtransfer Systems Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 18, 2026",Shareholders meeting
19-Sep-2026 17:30:12,SGMART,Shareholders meeting,"SG Mart Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 19, 2026",Shareholders meeting
19-Sep-2026 17:29:48,LAL,Shareholders meeting,"Lorenzini Apparels Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 18, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
19-Sep-2026 17:27:50,JSFB,Updates,Jana Small Finance Bank Limited has informed the Exchange regarding 'Intimation of record date and date of interest payment NCD Series 50 ISIN - INE953L08337'.,Updates
19-Sep-2026 17:23:04,MANAKCOAT,Shareholders meeting,"Manaksia Coated Metals & Industries Limited has informed the Exchange with copy of minutes of  Annual General Meeting held on September 03, 2026",Shareholders meeting
19-Sep-2026 17:22:04,MASTEK,Copy of Newspaper Publication,Mastek Limited has informed the Exchange about Copy of Newspaper Publication regarding proposed transfer of shares to IEPF Authority,Copy of Newspaper Publication
19-Sep-2026 17:22:04,PARAS,Trading Window,"Paras Defence And Space Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
