symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
BAFNAPH,317.2,68.13165841275452,30.477343395107244,Strong buy,30.77715934858791,True,6
LGEINDIA,1696.9,60.76008808449264,25.1170406768806,Strong buy,2.842424242424248,True,6
PAYTM,1849.9,67.4492911861759,48.18876696703405,Strong buy,19.263748307652648,True,6
KRYSTAL,646.35,52.1345703351067,44.35045783216374,Buy,2.9219745222929974,True,6
LIKHITHA,220.78,54.02796973487949,25.67606162046697,Buy,1.279875223634108,True,6
SETUINFRA,0.6,64.03335951326517,45.62177564093592,Buy,33.33333333333332,True,6
CEIGALL,373.75,61.92216146812829,42.89319991396176,Buy,19.714926329276107,True,6
IONEXCHANG,442.3,64.70012701538704,37.3730822982948,Strong buy,20.23922794617371,True,6
TFCILTD,139.62,63.94239152668723,47.656745153620925,Buy,11.696000000000003,True,6
CENTUM,4333.3,66.74483805686387,31.4610332128364,Buy,24.91496108388585,True,6
DCBBANK,218.35,57.00198337412908,40.45522413410364,Buy,19.97252747252747,True,6
SBCL,1096.2,58.11416550117854,37.53939735295888,Buy,6.334271025317679,True,6
SMARTWORKS,547.35,61.36694137769034,42.30843024995243,Strong buy,8.611965472765164,True,6
STOVEKRAFT,829.3,54.35902916268432,28.986882705383792,Buy,7.05479894145743,True,6
BOROLTD,259.21,56.506260478942565,29.25546334582665,Strong buy,3.497704132561386,True,6
GANDHAR,276.2,65.23682599178836,30.99770810376859,Buy,7.8064012490242,True,6
DOLPHIN,665.5,62.0642977426039,47.432556375842445,Buy,7.442686470778176,True,6
ADOR,1592.1,51.02635959130729,30.67582197201757,Buy,1.1949405707748018,True,6
MANINDS,851.55,65.61825952405925,56.76547811660113,Buy,31.41203703703703,True,6
JINDALPOLY,718.45,60.72637363981721,40.94546804518912,Buy,11.37896287109528,True,6
VINDHYATEL,2660.0,55.51662421595508,40.53299597052239,Buy,5.350706958691429,True,6
IMAGICAA,52.82,52.1232408638909,32.888203695976074,Buy,14.205405405405406,True,6
RISHABH,764.7,56.04906878557694,38.270278680637226,Buy,14.83706262201533,True,6
MONOLITH,1295.0,60.019423280913216,46.96814391176119,Buy,28.484968746899497,True,6
DVL,290.0,57.80911082778904,32.44798249146601,Strong buy,9.002067280586353,True,6
