symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
SOMANYCERA,572.6,14,11.759539377378744,15.42,11.76,50.35,,15.39,19.463204535355192,543.41,601.23,False,0,Strong buy,Producer Manufacturing
KPIL,1445.5,14,2.955840455840456,6.62,2.96,61.31,,11.68,40.44408376454116,1384.83,1517.78,False,0,Strong buy,Industrial Services
LGEINDIA,1696.9,14,2.842424242424248,6.5,2.84,73.34,,10.77,41.70713439390117,1634.34,1781.74,False,0,Strong buy,Consumer Durables
GEOJITFSL,81.99,14,1.6111042260503126,5.27,1.61,48.27,,5.5,2.932221686989186,77.59,86.09,False,0,Strong buy,Finance
AKUMS,783.7,14,5.053619302949068,8.71,4.23,61.67,,10.16,26.9354553021416,743.3,822.89,False,0,Buy,Health Technology
ASKAUTOLTD,656.25,14,2.187791965119893,5.85,2.19,42.54,,9.33,25.722341459406064,617.67,689.06,False,0,Strong buy,Producer Manufacturing
IIFLCAPS,345.1,14,3.2924274169410355,6.95,3.29,66.58,,19.18,4.228084803542517,338.76,362.36,False,0,Strong buy,Finance
PVRINOX,1324.7,14,10.566730656873396,14.23,10.57,45.15,,8.53,48.67344368670092,1251.69,1390.94,False,0,Strong buy,Consumer Services
TSFINV,455.65,14,9.176949802324176,12.84,9.18,54.54,,53.96,13.856258909714738,434.87,478.43,False,0,Strong buy,Finance
STEL,654.2,14,13.773913043478268,17.43,13.77,74.44,,5.46,26.54377050130873,614.38,686.91,False,0,Strong buy,Finance
LAL,8.86,14,4.112808460634543,7.77,4.11,97.31,,35.67,0.5892081535831828,7.98,9.3,False,0,Buy,Consumer Non-Durables
CANHLIFE,153.59,14,2.9009781589173342,6.56,2.9,59.99,,26.38,5.393932005521614,145.5,161.27,False,0,Buy,Finance
AUSOMENT,152.15,14,3.927595628415301,7.59,3.93,60.71,,16.99,7.502411652613122,140.9,159.76,False,0,Buy,Finance
GPTHEALTH,166.21,14,8.633986928104582,12.29,7.81,45.8,,5.29,5.07358319852897,158.6,174.52,False,0,Strong buy,Health Services
CGCL,270.65,14,20.28888888888888,23.95,20.29,44.42,,6.21,11.384321706748628,253.57,284.18,False,0,Buy,Finance
ANTHEM,928.5,14,3.511705685618729,7.17,2.69,69.5,,5.28,30.337045108285697,882.99,974.92,False,0,Buy,Health Technology
ATHERENERG,1640.0,14,11.709011647707928,15.37,11.71,43.89,0.7,6.34,66.0647088677128,1540.9,1722.0,False,0,Strong buy,Consumer Durables
IDFCFIRSTB,85.92,14,0.7977475363679104,4.46,2.91,61.24,0.17,9.02,1.5492845429857829,83.6,90.22,False,0,Buy,Finance
MOTILALOFS,1010.0,14,7.589880159786951,11.25,7.59,70.36,-0.98,11.49,29.27071265732335,966.09,1060.5,False,0,Buy,Finance
INDGN,600.1,14,5.716550691447202,9.38,4.9,58.87,,5.15,17.200280195915173,574.3,630.1,False,0,Strong buy,Health Technology
