index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24068.0,24211.0,-0.59
NIFTY_BANK,^NSEBANK,57832.55,58131.45,-0.51
NIFTY_NEXT_50,^NSMIDCP,71757.25,72391.8,-0.88
INDIA_VIX,^INDIAVIX,13.28,12.25,8.41
SENSEX,^BSESN,77616.4,77569.39,0.06
