symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
REDINGTON,282.05,63.29577393376555,39.95521189879855,Buy,20.12350936967632,True,6
AADHARHFC,534.05,59.57286786272312,30.51334645283167,Buy,16.097826086956513,True,6
ETERNAL,283.05,62.15871603535617,35.05832171586062,Buy,18.43096234309624,True,6
CUB,224.0,63.04557697260152,38.93854418840278,Buy,13.475177304964536,True,6
TITAN,4579.8,64.42308644395447,25.508047823911227,Buy,12.586656177786518,True,6
ADANIGREEN,1545.0,58.43029546836248,29.311054861706527,Buy,4.391891891891892,True,6
ADANIENSOL,1644.1,65.52863949465241,30.28964809935225,Buy,9.67978652434956,True,6
CRAFTSMAN,9292.0,54.766125866981554,30.132814956538763,Buy,4.299023459423055,True,6
CREDITACC,1530.0,61.409318963267786,34.33053402947488,Buy,19.251753702260327,True,6
DIVISLAB,6960.0,63.53916913755865,27.68586866768501,Strong buy,3.579135352332763,True,6
ABCAPITAL,404.0,59.98619269781667,26.29979105529455,Buy,17.203365245140706,True,6
MARICO,842.55,54.517836090903856,39.61091618991892,Buy,3.3613445378151234,True,6
NIACL,181.83,54.03675508631894,25.095931883453165,Buy,22.85810810810812,True,6
PNBHOUSING,1116.4,65.82613711826711,27.56931408507766,Buy,15.34249405930366,True,6
CUPID,207.9,66.91797898809855,33.42940550969908,Buy,31.86604084739313,True,6
GMRAIRPORT,113.63,62.01084775870545,27.221370148648568,Buy,11.29285014691479,True,6
BOSCHLTD,41600.0,63.99287058767486,39.41233199670439,Buy,8.559498956158665,True,6
CDSL,1435.0,68.00583386323095,26.74250379331906,Buy,18.59504132231405,True,6
ABSLAMC,1177.5,57.85915923705548,29.01778285995914,Buy,8.246001103143964,True,6
IKS,1890.1,65.34034822979422,43.95060370484518,Buy,14.136473429951687,True,6
SYRMA,1425.0,63.331010839781655,46.943792823375794,Buy,12.7373417721519,True,6
APOLLOHOSP,8750.0,59.93441882482307,29.826826679425565,Buy,2.519039250146456,True,6
SHYAMMETL,1038.05,69.60205177887727,26.26440740900145,Strong buy,5.476807397246353,True,6
CHOLAFIN,1792.2,59.62844394766271,32.36257602866948,Buy,20.330334362830666,True,6
ACUTAAS,3472.0,57.80491201337431,36.14141564829016,Buy,10.082435003170575,True,6
