symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
DMART,3988.9,-1.3868974042027171,26.87,17154.0,159146.0,138351.39924,81004.0,True,6
BDL,1299.9,10.348047538200348,21.28,8188.0,46154.0,51937.3257275,46669.0,True,6
KALYANKJIL,515.55,52.52958579881656,16.21,13626.0,371172.0,349090.018515,97699.0,True,5
HCLTECH,1200.0,7.142857142857143,15.44,21834.0,279521.0,157164.05788,163281.0,True,5
OFSS,11740.0,25.56149732620321,13.63,3620.0,58181.0,90990.12301,30171.0,True,5
ICICIGI,1785.1,3.724578733294591,12.92,2746.0,31060.0,36377.0433325,23996.0,True,5
LTF,322.95,22.794676806083647,11.31,4443.0,120676.0,107622.857925,43712.0,True,5
PAYTM,1377.5,33.091787439613526,11.02,6120.0,76778.0,108979.5556625,61668.0,True,5
BIOCON,427.35,1.8712753277711616,10.43,3501.0,37468.0,110844.32525,37080.0,True,5
HAVELLS,1178.5,2.746294681778553,10.17,3728.0,20541.0,29118.9303,40389.0,True,5
BLUESTARCO,1716.1,9.312695076119486,10.03,1640.0,25100.0,21707.21774,17984.0,True,5
AMBER,7748.0,4.076835247498153,8.8,2446.0,37105.0,36086.1812,30237.0,True,3
WAAREEENER,2847.9,-6.319078947368419,8.76,5897.0,19306.0,43977.2029725,73213.0,True,3
360ONE,1107.0,2.528480133370376,8.56,1344.0,9083.0,13637.35785,17049.0,True,3
ALKEM,5546.5,3.8670411985018727,8.44,1238.0,5643.0,12577.2693375,15913.0,True,3
PIIND,2571.4,-8.653641207815273,8.02,2298.0,8853.0,9092.7628575,30941.0,True,3
VMM,116.15,-2.3867551895117147,7.89,907.0,2751.0,5563.806025,12406.0,True,3
LTM,4128.4,7.092088197146554,7.83,4039.0,171524.0,130741.734645,55622.0,True,3
GRASIM,3138.0,0.5769230769230769,7.35,4797.0,34683.0,50940.9545,70078.0,True,3
UNIONBANK,170.0,1.492537313432836,7.3,3624.0,61873.0,88755.544635,53294.0,True,3
ASIANPAINT,2604.0,-4.464908097002598,7.18,4364.0,32813.0,31194.4962,65110.0,True,3
EICHERMOT,7257.0,-0.34331227684702,6.83,5404.0,29690.0,43126.35037,84509.0,True,3
MAZDOCK,2378.1,-0.079831932773113,6.79,2837.0,15470.0,19209.748635,44631.0,True,3
IREDA,123.6,2.9485257371314275,6.79,1654.0,6435.0,13420.0128675,26001.0,True,3
KEI,5062.0,-3.2862055789071456,6.48,1182.0,7826.0,27821.86064,19412.0,True,3
OIL,435.9,2.1201827339814816,6.31,1404.0,13468.0,12038.85984,23644.0,True,3
HDFCAMC,2735.0,13.02119922310839,6.29,1851.0,23058.0,33291.45054,31257.0,True,3
MOTILALOFS,979.9,14.648414648414638,6.0,608.0,4731.0,10911.944045,10738.0,True,3
MPHASIS,2400.0,4.393214441061331,5.93,1536.0,16164.0,25458.9083925,27426.0,True,3
CONCOR,468.1,5.427927927927933,5.85,1691.0,10619.0,17472.3755,30585.0,True,3
FEDERALBNK,331.0,5.079365079365079,5.79,3024.0,29947.0,31856.7805,55288.0,True,3
NESTLEIND,1418.5,-0.8804416183355398,5.69,2138.0,15482.0,29183.20825,39717.0,True,3
BANDHANBNK,208.0,5.05050505050505,5.59,2502.0,26272.0,35324.96004,47284.0,True,3
GODREJPROP,2145.0,29.952744456561256,5.4,2440.0,37330.0,39330.8506825,47608.0,True,3
PNBHOUSING,1116.4,15.34249405930366,5.37,962.0,13291.0,20636.82699,18873.0,True,3
BHARTIARTL,1885.0,5.661434977578475,5.09,9300.0,66731.0,93069.079305,191838.0,True,3
ZYDUSLIFE,1127.2,1.2576356449874235,5.09,978.0,8207.0,15307.5006,20189.0,True,3
LODHA,1185.0,33.89074063612226,5.07,2261.0,24258.0,46589.3831875,46838.0,True,3
JUBLFOOD,429.0,2.631578947368421,5.0,1555.0,16374.0,12777.637875,32647.0,True,3
