date,symbol,subject,details,category
25-Sep-2026 10:51:38,VSTIND,Trading Window,"VST Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:49:24,KAVDEFENCE,Trading Window,"Kavveri Defence & Wireless Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:46:32,DECCANCE,Trading Window,"Deccan Cements Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:44:51,BALPHARMA,Trading Window,"Bal Pharma Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:44:06,AVANTIFEED,Trading Window,"Avanti Feeds Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:38:09,GALAPREC,Trading Window,"Gala Precision Engineering Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:36:44,ONIDA,Shareholders meeting,"Onida Electronics Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 23, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
25-Sep-2026 10:36:06,IDEAFORGE,Trading Window,"Ideaforge Technology Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:32:48,RPTECH,Trading Window,"Rashi Peripherals Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:30:45,ACCURACY,Trading Window,"Accuracy Shipping Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:27:34,RITES,General Updates,RITES Limited has informed the Exchange about  initiation of the process for closure of RITES (Afrika) Proprietary Limited ( Wholly-owned subsidiary of RITES Limited),General Updates
25-Sep-2026 10:27:26,MFSL,Trading Window,"Max Financial Services Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:21:11,GRANULES,Trading Window,"Granules India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:20:35,RAINBOW,Trading Window,"Rainbow Childrens Medicare Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:18:53,EASEMYTRIP,Press Release,"Easy Trip Planners Limited has informed the Exchange regarding a press release dated September 25, 2026, titled ""EaseMyTrip Advances Vision 2030 with EMTev Electric Buses Debuting in Bhopal, Targets Annual Manufacturing of 5,000 Buses Within Five Years"".",Press Release
25-Sep-2026 10:14:51,PRSMJOHNSN,General Updates,"Prism Johnson Limited has informed the Exchange about Investment in KUS Renewable Private Limited, a Special Purpose Vehicle, for setting up 49.5 MW Captive Wind Power Plant for supply of Wind Power to the Cement Plant of the Company located at Satna, Madhya Pradesh.",General Updates
25-Sep-2026 10:14:45,ATLANTAELE,Trading Window,"Atlanta Electricals Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:13:26,ATLASCYCLE,Trading Window,"Atlas Cycles (Haryana) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:12:38,ANDHRAPAP,Trading Window,"ANDHRA PAPER LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 10:07:41,LOTUSEYE,Trading Window,"Lotus Eye Hospital and Institute Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
