symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,2.611764705882349,-0.2820121951219547,2.56,1.4,-3.7,0.05,-1.68,3.42
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,3.166754339821149,3.7671957671957697,2.56,1.4,,0.61,2.37,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,2.54098360655738,-6.52552926525529,2.56,1.4,-0.22,-0.02,-7.93,-6.31
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,0.4368023296124214,2.4469589816124406,2.56,1.4,-0.22,-2.12,1.05,2.67
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,1.797642436149308,-1.7725118483412363,2.56,1.4,-0.22,-0.76,-3.17,-1.55
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,4.8731182795699,16.109523809523818,2.56,1.4,14.63,2.31,14.71,1.48
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,9.80934223069591,11.294685990338174,2.56,1.4,0.91,7.25,9.89,10.38
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,4.826862539349423,-2.0588235294117645,2.56,1.4,-0.41,2.27,-3.46,-1.65
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-6.727936844585839,-8.485549132947975,2.56,1.4,0.91,-9.29,-9.89,-9.4
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-3.17759587970201,-5.366533327340559,2.56,1.4,-0.25,-5.74,-6.77,-5.12
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-1.3290883363654715,3.856382978723404,2.56,1.4,2.95,-3.89,2.46,0.91
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,6.01640838650866,9.407337723424272,2.56,1.4,14.63,3.46,8.01,-5.22
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,2.4692257265642072,-2.643598615916955,2.56,1.4,8.32,-0.09,-4.04,-10.96
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,2.8526315789473684,8.687430478309233,2.56,1.4,8.32,0.29,7.29,0.37
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,5.5317829457364365,6.556042579837197,2.56,1.4,8.32,2.97,5.16,-1.76
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.5471124620060732,-5.789590254706531,2.56,1.4,-3.7,-3.11,-7.19,-2.09
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,1.2541145490454215,-3.630952380952384,2.56,1.4,,-1.31,-5.03,
ADANIPORTS,Transportation,Other Transportation,,unmapped,-3.360822413014008,-9.236074270557026,2.56,1.4,,-5.92,-10.64,
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,3.602662837749644,-0.7874999999999943,2.56,1.4,-0.22,1.04,-2.19,-0.57
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,3.067484662576687,-8.230152949745083,2.56,1.4,-0.22,0.51,-9.63,-8.01
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,4.973097617217529,21.169372726466168,2.56,1.4,14.63,2.41,19.77,6.54
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,0.035100035100043,-2.1627188465499523,2.56,1.4,-0.25,-2.52,-3.56,-1.91
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,0.5296788296620145,3.282370216809191,2.56,1.4,-0.41,-2.03,1.88,3.69
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.7715387912558904,-3.070481507327285,2.56,1.4,-3.7,-3.33,-4.47,0.63
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,8.295099061522414,10.190981432360738,2.56,1.4,0.91,5.74,8.79,9.28
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,4.173936384377936,17.617941206182444,2.56,1.4,8.32,1.61,16.22,9.3
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,1.0827197921178,4.7529285041066425,2.56,1.4,14.63,-1.48,3.35,-9.88
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,3.432162423461159,4.204545454545451,2.56,1.4,-0.31,0.87,2.8,4.51
