symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,190.0,178.0,,,,False,210219.95,0.057,3.31,,4396
21STCENMGM,40.97,30.6,30.6,,,,True,6275.5,0.638,10.52,,2113
360ONE,1170.0,1065.0,1031.3,,,,False,1382882.55,0.026,3.201,,1703
3BBLACKBIO,1321.9,1125.0,1085.0,,,,False,12116.45,0.038,4.347,,74
3IINFOLTD,25.05,17.74,16.25,,,,False,1206559.8,0.156,6.764,,5255
3MINDIA,36880.0,33905.0,31010.0,,,,False,4116.3,0.036,3.298,,5981
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,3226.0,0.007,2.543,-4.58,4535
5PAISA,400.0,344.0,299.0,,,,False,55394.2,0.023,4.433,,2154
63MOONS,957.95,652.5,596.65,,,,False,1687446.6,0.039,6.722,,5215
A2ZINFRA,17.47,12.0,12.0,,,,False,372701.9,0.279,5.868,,3853
AAATECH,97.5,85.0,85.0,,,,False,13050.55,0.024,3.965,,1416
AADHARHFC,547.45,487.1,449.8,,,,False,323157.5,0.024,4.964,,554
AAKASH,9.9,8.65,8.55,,,,False,128933.0,0.072,3.34,,2032
AAREYDRUGS,86.3,73.41,73.41,,,,False,17834.7,0.001,5.946,,1235
AARNAV,37.4,24.5,23.15,,,,False,164090.2,0.064,3.836,,107
AARON,154.8,111.15,111.15,,,,False,58451.65,0.027,4.964,,1944
AARTECH,55.8,44.85,39.98,,,,False,68945.4,0.005,6.265,,759
AARTIDRUGS,435.25,382.0,365.0,,,,False,218584.9,0.107,3.936,,5665
AARTIIND,516.95,462.05,424.0,,,,False,1276421.65,0.03,3.719,,5986
AARTIPHARM,735.0,650.8,604.15,,,,False,130721.55,0.329,3.959,,869
AARTISURF,529.95,361.6,355.2,,,,True,22829.0,6.916,7.412,,1502
AARVI,168.4,138.0,125.3,,,,False,72579.35,0.032,3.125,,2180
AASTHA,140.01,74.4,74.4,,,,False,5308907.9,0.111,6.032,,22
AATMAJ,20.5,16.7,16.7,,,,False,2700.0,1.481,11.441,,764
AAVAS,1544.9,1346.2,1247.6,,,,False,75160.2,0.025,4.464,,1935
ABAN,17.39,12.89,12.89,,,,True,57344.0,0.33,6.294,,5952
ABANSENT,30.25,25.14,25.1,,,,False,6364.2,0.0,3.397,,74
ABB,7924.5,6715.5,6653.0,,,,False,461164.55,0.087,4.772,,5986
ABBOTINDIA,28940.0,26125.0,25200.0,,,,False,11316.7,0.013,5.732,,5956
ABCAPITAL,430.7,384.0,334.8,,,,False,3934188.05,0.119,4.32,,2207
ABCOTS,218.97,196.81,196.81,,,,False,19656.3,0.037,3.294,,1118
