index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24287.65,24366.0,-0.32,2026-08-17,2026-08-14,False
NIFTY_BANK,^NSEBANK,57497.8,57491.1,0.01,2026-08-17,2026-08-14,False
NIFTY_NEXT_50,^NSMIDCP,74474.1,74486.55,-0.02,2026-08-17,2026-08-14,False
INDIA_VIX,^INDIAVIX,11.33,11.31,0.18,2026-08-17,2026-08-14,False
SENSEX,^BSESN,77728.16,78009.25,-0.36,2026-08-17,2026-08-14,False
