identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY18-08-2026PE24200.00,Index Options,NIFTY,18-Aug-2026,Put,24200,45.0,37657676,565919.5549280001,182584,24154.9,238.34586466165413
OPTIDXNIFTY18-08-2026CE24250.00,Index Options,NIFTY,18-Aug-2026,Call,24250,0.05,29709972,299521.082718,325355,24154.9,-99.96267263904441
OPTIDXNIFTY18-08-2026PE24150.00,Index Options,NIFTY,18-Aug-2026,Put,24150,0.05,28686858,157749.032142,329853,24154.9,-99.40119760479043
OPTIDXNIFTY18-08-2026CE24200.00,Index Options,NIFTY,18-Aug-2026,Call,24200,0.05,27670744,587781.944048,457286,24154.9,-99.97182304874613
OPTIDXNIFTY18-08-2026CE24300.00,Index Options,NIFTY,18-Aug-2026,Call,24300,0.05,20096526,94312.99651799999,274204,24154.9,-99.94845360824742
OPTIDXNIFTY18-08-2026PE24100.00,Index Options,NIFTY,18-Aug-2026,Put,24100,0.05,16406269,33485.195029,231465,24154.9,-99.14529914529915
OPTIDXNIFTY18-08-2026PE24250.00,Index Options,NIFTY,18-Aug-2026,Put,24250,94.85,16150817,536134.4457235,74757,24154.9,349.5260663507109
OPTIDXNIFTY18-08-2026CE24350.00,Index Options,NIFTY,18-Aug-2026,Call,24350,0.05,9234080,22147.94088,137136,24154.9,-99.92503748125937
OPTIDXNIFTY18-08-2026CE24150.00,Index Options,NIFTY,18-Aug-2026,Call,24150,4.85,8831451,340982.32311,217214,24154.9,-97.83337056064329
OPTIDXNIFTY18-08-2026PE24300.00,Index Options,NIFTY,18-Aug-2026,Put,24300,144.85,7315954,431121.853266,48319,24154.9,327.28613569321533
OPTIDXNIFTY18-08-2026PE24050.00,Index Options,NIFTY,18-Aug-2026,Put,24050,0.05,6124761,6887.293744500001,106906,24154.9,-98.79518072289157
OPTIDXNIFTY18-08-2026CE24400.00,Index Options,NIFTY,18-Aug-2026,Call,24400,0.05,6110002,9889.038237,145204,24154.9,-99.8792270531401
OPTIDXNIFTY18-08-2026PE24000.00,Index Options,NIFTY,18-Aug-2026,Put,24000,0.05,4994715,4058.2059375,152925,24154.9,-98.48484848484848
OPTIDXNIFTY18-08-2026CE24500.00,Index Options,NIFTY,18-Aug-2026,Call,24500,0.05,3770658,3284.2431180000003,150646,24154.9,-99.66887417218543
OPTIDXNIFTY18-08-2026CE24100.00,Index Options,NIFTY,18-Aug-2026,Call,24100,54.8,3528948,256884.476238,40390,24154.9,-79.58271236959762
OPTIDXNIFTY18-08-2026CE24450.00,Index Options,NIFTY,18-Aug-2026,Call,24450,0.05,3162088,3637.982244,85330,24154.9,-99.80544747081711
OPTIDXNIFTY18-08-2026CE24600.00,Index Options,NIFTY,18-Aug-2026,Call,24600,0.05,2080759,1041.4198795,120680,24154.9,-99.12280701754386
OPTIDXNIFTY18-08-2026PE24350.00,Index Options,NIFTY,18-Aug-2026,Put,24350,195.2,2065696,181143.980784,15230,24154.9,277.19806763285027
OPTIDXNIFTY18-08-2026CE24700.00,Index Options,NIFTY,18-Aug-2026,Call,24700,0.05,1954330,724.079265,122128,24154.9,-98.18181818181819
OPTIDXNIFTY18-08-2026CE24550.00,Index Options,NIFTY,18-Aug-2026,Call,24550,0.05,1745252,1191.13449,73968,24154.9,-99.45054945054945
