symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
TIINDIA,2959.0,0.6496819619714925,67.13,13007.0,308713.0,81186.7217,32383.0,True,6
BOSCHLTD,48730.0,18.535636098272928,33.02,14706.0,194085.0,66688.7285675,59242.0,True,6
COLPAL,1903.0,-4.897551224387806,18.06,7434.0,70024.0,32866.7488875,48592.0,True,5
SONACOMS,824.0,20.36225533158048,11.76,2635.0,35444.0,57260.76986,25032.0,True,5
INOXWIND,74.95,-4.849562015995929,10.53,3519.0,26796.0,25726.6656,36926.0,True,5
SBICARD,615.0,-4.510519369614154,9.75,5111.0,31760.0,32436.74208,57508.0,True,3
MCX,3040.0,8.185053380782918,8.21,7342.0,243445.0,117875.842785,96759.0,True,3
PAGEIND,36425.0,-9.827949003589554,7.46,2720.0,54969.0,20038.536814,39159.0,True,3
KFINTECH,957.6,9.483793517406967,7.02,1368.0,21476.0,23355.6062775,20856.0,True,3
CAMS,762.0,0.9137862534763576,6.29,1442.0,14717.0,11555.72616,24363.0,True,3
DIXON,14150.0,-2.407062556038348,5.9,7489.0,232178.0,98646.969075,134446.0,True,3
OIL,480.5,11.497853579301546,5.76,1111.0,33916.0,19503.84058,20387.0,True,3
VOLTAS,1252.9,-8.747268754552069,5.72,3980.0,82117.0,39523.9309875,73565.0,True,3
APLAPOLLO,2115.0,17.5,5.55,1885.0,26076.0,38676.027145,35835.0,True,3
BRITANNIA,5495.0,3.445030120481928,5.49,1821.0,22259.0,17828.224725,35008.0,True,3
FORCEMOT,18200.0,-1.34966664859884,5.05,1357.0,28881.0,11425.2222825,28236.0,True,3
IREDA,115.27,-4.577814569536425,4.91,2091.0,11323.0,18229.6869525,44695.0,True,3
TMPV,322.8,-2.800361336946706,4.89,5939.0,70849.0,44911.52432,127355.0,True,3
IRFC,86.11,-2.700564971751413,4.63,2138.0,12278.0,15308.337695,48351.0,True,3
LTM,4562.2,11.436248168050804,4.58,1802.0,31970.0,44963.446365,41156.0,True,3
DRREDDY,1178.8,-3.967413441955197,4.47,2708.0,21850.0,51311.1169375,63238.0,True,3
VMM,103.71,-7.993257629524489,4.13,686.0,5903.0,13414.991845,17295.0,True,3
ASIANPAINT,2628.4,-1.3733583489681016,4.1,2934.0,71409.0,52777.25585,74539.0,True,3
LUPIN,2232.0,-10.025396057564391,3.94,2061.0,22169.0,16524.5243225,54405.0,True,3
BLUESTARCO,1493.0,-14.279152552104268,3.81,1259.0,17551.0,10616.457215,34334.0,True,3
ONGC,239.5,-2.721364744110475,3.78,2586.0,57805.0,35887.86585,70972.0,True,3
PRESTIGE,1590.0,-3.1491746360480017,3.76,812.0,14802.0,15857.30601,22413.0,True,3
LTF,325.1,4.382725959223,3.75,1443.0,70917.0,82696.675725,39874.0,True,3
NHPC,76.73,-2.66396042115945,3.7,1352.0,8143.0,17048.52514,37935.0,True,3
BSE,3308.0,-10.23066485753053,3.5,6583.0,341049.0,182210.14272,194577.0,True,3
SUZLON,47.78,-8.04464973056197,2.84,2040.0,23622.0,32432.14494,73775.0,True,3
BAJAJHLDNG,11254.0,7.755649176560705,2.83,217.0,4636.0,3227.72631,7892.0,True,3
SBILIFE,1778.0,-2.527273724028283,2.74,820.0,9097.0,9589.2814875,30710.0,True,3
POLYCAB,9139.0,-0.3326244615300725,2.72,1187.0,63388.0,73447.4276125,44905.0,True,3
HINDUNILVR,2035.0,-3.095238095238096,2.7,3252.0,48656.0,48227.45244,123800.0,True,3
ANGELONE,291.75,-13.44014241210503,2.7,890.0,37811.0,40028.99025,33804.0,True,3
TATAELXSI,3662.0,3.5018795398660325,2.62,956.0,20264.0,12618.7396875,37512.0,True,3
YESBANK,22.46,-5.4315789473684175,2.6,1545.0,11624.0,26966.32795,61041.0,True,3
HCLTECH,1298.0,8.365336450158628,2.36,2325.0,56578.0,35953.00004,100666.0,True,3
ABCAPITAL,402.0,0.5125640705088165,2.34,629.0,16339.0,29045.65584,27462.0,True,3
ICICIGI,1623.8,0.4267425320056814,2.33,711.0,8284.0,10224.01952,31217.0,True,3
TCS,2280.0,2.4811218985976184,2.26,6212.0,144680.0,59701.7501325,281399.0,True,3
JIOFIN,245.8,-0.6868686868686823,2.22,4284.0,82183.0,73762.95385,197228.0,True,3
NBCC,88.0,-9.409100267654932,2.15,585.0,5715.0,9774.5297,27812.0,True,3
INDUSTOWER,372.4,-8.501228501228507,2.14,1802.0,31388.0,74452.99855,86155.0,True,3
WIPRO,178.06,2.5986747335061886,2.01,2510.0,42989.0,49952.8944,127316.0,True,3
BHARTIARTL,1934.2,0.8446298227320149,1.92,3627.0,182184.0,271822.9838175,192760.0,True,3
RVNL,225.0,-1.0554089709762555,1.9,879.0,16789.0,12393.49188,47027.0,True,3
WAAREEENER,2709.1,-4.511649219273202,1.89,1507.0,23469.0,26732.9013175,81169.0,True,3
RELIANCE,1322.0,1.6923076923076923,1.86,9092.0,329774.0,191351.8844,497786.0,True,3
ICICIPRULI,498.2,-1.8518518518518583,1.83,549.0,12131.0,15245.4201525,30576.0,True,3
SWIGGY,274.0,0.040162108875831,1.8,1564.0,36094.0,45870.3349325,88297.0,True,3
ITC,270.0,-3.347055664936468,1.79,4184.0,92445.0,62162.743425,238350.0,True,3
COCHINSHIP,1485.1,5.558319710000697,1.79,463.0,40583.0,19113.91468,26376.0,True,3
DMART,3981.0,0.6573957016434893,1.74,1012.0,35717.0,33254.36931,59247.0,True,3
COALINDIA,406.9,-4.796443612540945,1.7,1800.0,40730.0,32455.45044,107396.0,True,3
INDIANB,875.0,6.577344701583435,1.69,427.0,9921.0,9909.6087,25747.0,True,3
KOTAKBANK,387.65,2.688741721854299,1.67,2218.0,41185.0,151805.2176,135275.0,True,3
TECHM,1592.0,3.3766233766233764,1.62,812.0,19548.0,30639.37542,51022.0,True,3
INDIGO,5220.0,-0.8641154686164657,1.54,1203.0,71805.0,49222.00647,79527.0,True,3
UNITDSPR,1520.9,11.584739545121064,1.46,454.0,13114.0,17819.10132,31526.0,True,3
GODREJPROP,1997.4,-4.444338133282308,1.45,667.0,32846.0,26406.2941675,46552.0,True,3
DALBHARAT,1837.1,0.663013698630132,1.45,213.0,7391.0,8709.7569,14870.0,True,3
ICICIBANK,1412.0,-0.710217284297863,1.4,3185.0,91851.0,255274.27135,231364.0,True,3
BPCL,310.3,-0.4172015404364606,1.39,441.0,12173.0,17324.83983,32107.0,True,3
AMBUJACEM,412.4,-4.878330065736371,1.33,1324.0,14657.0,19121.42832,100880.0,True,3
INFY,1115.0,0.9049773755656108,1.11,4201.0,222038.0,121958.67144,382781.0,True,3
