symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
UPHOT,2026-08-18,1400.0,1448.0,2,2,100.0,0.03,2
WEWIN,2026-08-18,46.0,46.0,127,127,100.0,0.06,6
SAYAJIIND,2026-08-18,114.8,109.7,1038,1038,100.0,1.16,198
SAYAJIHOTL,2026-08-18,310.3,315.4,93,93,100.0,0.29,12
VCL,2026-08-18,1.77,1.85,223453,223453,100.0,4.13,100
VASUPRADA,2026-08-18,96.0,96.06,522,522,100.0,0.52,3
TERAI,2026-08-18,124.6,124.0,7,7,100.0,0.01,4
TOKYOPLAST,2026-08-18,79.9,77.2,67,67,100.0,0.05,5
SIMPLXREA,2026-08-18,130.11,130.0,10,10,100.0,0.01,3
ADDIND,2026-08-18,86.0,89.5,103,103,100.0,0.09,6
MUKESHB,2026-08-18,147.0,145.0,1503,1503,100.0,2.18,7
MPDL,2026-08-18,26.63,28.6,53,53,100.0,0.02,4
MASKINVEST,2026-08-18,148.13,148.13,167,167,100.0,0.25,5
ANSALBU,2026-08-18,72.8,73.0,145,145,100.0,0.11,8
KHANDSE,2026-08-18,17.25,17.47,1,1,100.0,0.0,1
BLUECHIP,2026-08-18,1.84,1.87,3337,3337,100.0,0.06,18
YOGI,2026-08-18,160.9,155.82,1224,1224,100.0,1.91,31
ARYAMAN,2026-08-18,599.9,599.9,12,12,100.0,0.07,3
INDOTHAI,2026-08-18,73.23,69.57,20979,20979,100.0,14.6,391
ISTLTD,2026-08-18,666.9,652.2,51,51,100.0,0.33,14
ESSENTIA,2026-08-18,1.32,1.26,783375,783373,100.0,9.87,495
GANGAFORGE,2026-08-18,2.49,2.37,668638,668633,100.0,15.85,912
ASSAMENT,2026-08-18,850.0,807.5,7,7,100.0,0.06,4
CRAVATEX,2026-08-18,350.0,347.9,59,59,100.0,0.2,21
CTE,2026-08-18,40.77,42.8,12043,12043,100.0,5.15,47
ARCL,2026-08-18,236.4,233.75,667,667,100.0,1.54,20
PML,2026-08-18,503.45,504.9,459,459,100.0,2.28,21
ONIXSOLAR,2026-08-18,375.4,356.65,1217,1217,100.0,4.34,47
