date,symbol,subject,details,category
19-Jul-2026 01:42:34,NSLNISP,Appointment,"NMDC Steel Limited has informed the Exchange regarding Appointment of Mr VIVEK NISHANT NATH as Director (Commercial) of the company w.e.f. July 15, 2026.",Appointment
18-Jul-2026 23:28:38,IRIS,Copy of Newspaper Publication,IRIS RegTech Solutions Limited has informed the Exchange about Copy of Newspaper Publication regarding Advance Notice of 26th AGM.,Copy of Newspaper Publication
18-Jul-2026 23:21:10,CHEMBOND,Shareholders meeting,"Chembond Material Technologies Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on July 17, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
18-Jul-2026 23:14:02,AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,Axis Bank Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
18-Jul-2026 22:45:24,RPOWER,Action(s) taken or orders passed,Reliance Power Limited has informed the Exchange about Action(s) taken or orders passed,Action(s) taken or orders passed
18-Jul-2026 22:40:43,AARTIDRUGS,Action(s) taken or orders passed,Aarti Drugs Limited has informed the Exchange about Action(s) taken or orders passed,Action(s) taken or orders passed
18-Jul-2026 22:40:40,RELINFRA,Action(s) taken or orders passed,Reliance Infrastructure Limited has informed the Exchange about Action(s) taken or orders passed,Action(s) taken or orders passed
18-Jul-2026 22:29:38,NTPC,Appointment,"NTPC Limited has informed the Exchange regarding Appointment of Mr Som Nath Sachdeva as Non- Executive Independent Director of the company w.e.f. July 18, 2026.",Appointment
18-Jul-2026 22:27:36,SANGAMIND,Investor Presentation,Sangam (India) Limited has informed the Exchange about Investor Presentation,Investor Presentation
18-Jul-2026 22:04:04,FEDERALBNK,General Updates,The Federal Bank  Limited has informed the Exchange about Allotment of Equity Shares on exercise of Stock options pursuant to Employee Stock Option Scheme,General Updates
18-Jul-2026 21:52:32,UNIVASTU,Outcome of Board Meeting,"Univastu India Limited has informed the Exchange regarding Outcome of Board Meeting held on July 17, 2026.",Outcome of Board Meeting
18-Jul-2026 21:41:03,HDFCBANK,Analysts/Institutional Investor Meet/Con. Call Updates,HDFC Bank Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
18-Jul-2026 21:40:22,JSWSTEEL,Copy of Newspaper Publication,JSW Steel Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
18-Jul-2026 21:34:49,PNB,Analysts/Institutional Investor Meet/Con. Call Updates,Punjab National Bank has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
18-Jul-2026 21:25:17,ZEEL,General Updates,"Zee Entertainment Enterprises Limited has informed the Exchange about Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015- Redemption of FCCBs",General Updates
18-Jul-2026 21:18:07,NMDC,Change in Director(s),NMDC Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s)
18-Jul-2026 21:17:18,POONAWALLA,Copy of Newspaper Publication,Poonawalla Fincorp Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
18-Jul-2026 21:11:26,ARE&M,General Updates,Amara Raja Energy & Mobility Limited has informed the Exchange about General Updates,General Updates
18-Jul-2026 21:05:31,ICICIBANK,Analysts/Institutional Investor Meet/Con. Call Updates,"ICICI Bank Limited has informed the Exchange about link of audio recording of the call with media and of earnings call with analysts and investors on the financial results for quarter and ended June 30, 2026.",Analysts/Institutional Investor Meet/Con. Call Updates
18-Jul-2026 20:57:44,STYLEBAAZA,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Baazar Style Retail Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
