symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
TECHM,427,52,479,3952.7817,49299270.0,3963.9264,71320,1554.8
JIOFIN,495,142,637,2864.270475,82698168.5,2885.20216,129256,245.72
BHEL,244,62,306,2843.681925,73230911.25,2861.3347875,77951,441.55
INFY,497,144,641,2192.87072,64813748.0,2205.4082,559121,1111.1
NIFTY,57,10367,10424,892.773102,16319269747.3,1126.993075,7113562,24123.65
POLYCAB,80,61,141,914.5603,71949232.5,929.302625,63230,9037.0
UNITDSPR,143,0,143,778.06872,0.0,778.06872,35986,1359.7
360ONE,138,10,148,763.0089,5466160.0,764.0705,21788,1101.1
WIPRO,112,25,137,577.8015,13784370.0,579.8952,198209,174.81
TCS,115,62,177,574.31115,31356447.75,577.3756275,415456,2242.7
HCLTECH,93,76,169,444.8748,37084996.0,451.36476,189546,1205.9
DIXON,46,7,53,332.58989,5255164.5,332.891535,135255,14559.0
FEDERALBNK,35,5,40,290.08875,4119450.0,290.78325,59771,329.85
CUMMINSIND,25,3,28,277.925,3430670.0,278.5317,35597,5500.5
RELIANCE,28,8,36,182.3864,5327490.0,183.2613,494245,1299.1
TITAN,21,0,21,170.817675,0.0,170.817675,82330,4628.1
PAYTM,17,0,17,167.982355,0.0,167.982355,71202,1360.8
PERSISTENT,25,3,28,160.2709375,1971537.5,160.7988125,79316,5167.2
BANKNIFTY,7,161,168,121.38,281992831.5,147.078315,1214906,57575.4
MPHASIS,22,1,23,145.40328,660275.0,145.54353,27622,2395.0
ICICIBANK,14,0,14,139.61276,0.0,139.61276,244039,1422.7
SRF,22,8,30,127.7408,4755376.0,128.89456,35166,2909.8
MARUTI,16,2,18,109.60248,1434847.5,109.700955,144021,13784.0
HINDALCO,15,3,18,100.77165,2114868.0,100.92033,119896,954.85
BAJAJ-AUTO,10,0,10,78.225,0.0,78.225,71281,10367.0
MANAPPURAM,8,0,8,77.7792,0.0,77.7792,23951,321.35
UPL,7,0,7,59.037485499999995,0.0,59.037485499999995,38280,620.35
LT,8,1,9,53.05314,701505.0,53.06819,216170,3770.3
EICHERMOT,7,1,8,52.27397,761200.0,52.38597,84315,7473.5
ABB,5,15,20,48.0375,15460953.75,49.5220375,55588,7592.5
MUTHOOTFIN,6,0,6,49.100865,0.0,49.100865,41368,2966.2
SOLARINDS,5,0,5,46.363,0.0,46.363,31097,18410.0
TORNTPHARM,7,1,8,42.3985625,635181.25,42.437875,51643,4906.1
IOC,5,0,5,34.471125,0.0,34.471125,57124,140.25
SONACOMS,4,0,4,33.565,0.0,33.565,24167,689.25
HINDZINC,5,0,5,31.868375,0.0,31.868375,55906,520.05
KALYANKJIL,4,3,7,29.41758,2333934.0,30.48192,105350,547.4
VBL,4,0,4,23.97663,0.0,23.97663,72214,464.65
INDIGO,3,2,5,23.71797,1644750.0,23.96547,86454,5261.5
OFSS,2,0,2,23.588,0.0,23.588,32677,11829.0
RBLBANK,2,0,2,23.256875,0.0,23.256875,27394,362.45
ONGC,4,0,4,22.2264,0.0,22.2264,80619,245.62
SUZLON,3,0,3,19.84248,0.0,19.84248,66831,51.71
SIEMENS,3,4,7,19.115565,2642787.0,19.643435,43454,3637.2
TRENT,3,0,3,19.295955,0.0,19.295955,145297,2863.9
HDFCLIFE,3,0,3,18.77898,0.0,18.77898,81411,566.25
ULTRACEMCO,3,0,3,17.61999,0.0,17.61999,73601,11718.0
TMPV,3,41,44,15.96768,24916560.0,16.33328,138197,331.0
HDFCBANK,3,4,7,15.82425,2154425.0,16.146,729219,810.7
DABUR,3,0,3,15.93375,0.0,15.93375,45125,422.55
SBIN,2,0,2,15.495,0.0,15.495,223647,1028.8
ADANIPOWER,2,0,2,15.43327,0.0,15.43327,79365,215.1
DRREDDY,2,0,2,15.43125,0.0,15.43125,77598,1223.2
SAIL,2,0,2,15.416,0.0,15.416,51732,163.33
KFINTECH,3,0,3,15.0972,0.0,15.0972,21841,874.5
BSE,2,0,2,14.72,0.0,14.72,105045,3674.0
LODHA,2,0,2,14.544375,0.0,14.544375,48139,1170.45
GODREJPROP,2,0,2,13.546,0.0,13.546,46585,2092.8
LAURUSLABS,1,0,1,13.21325,0.0,13.21325,36571,1558.2
MFSL,2,0,2,12.7584,0.0,12.7584,27967,1575.0
MCX,2,0,2,12.6981,0.0,12.6981,88036,2805.4
APLAPOLLO,2,0,2,12.5776,0.0,12.5776,24553,1790.0
SUPREMEIND,2,0,2,12.307575,0.0,12.307575,21529,3488.3
HAVELLS,2,0,2,11.75,0.0,11.75,43525,1170.0
