symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
NIFTYNXT50,1573,1205,368,30.54,1302,2567.70419,2186864217,31.76717,73992
MIDCPNIFTY,194991,152251,42740,28.07,558955,180255.74248,981756473055,24688.52055,14875
BRITANNIA,44787,35722,9065,25.38,139571,114612.08777,83052949787,5506.43537,5365
FINNIFTY,47019,37518,9501,25.32,175730,1677.85374,276861004767,6136.57767,26261
PREMIERENE,21103,19017,2086,10.97,67053,94813.95092,37483602253,3731.78253,1053
MOTILALOFS,19854,18009,1845,10.24,71098,64927.54622,49198142117,5481.52617,990
NIFTY,8820713,8067635,753078,9.33,56164727,1085201.43129,88535217956249,2160305.71249,24252
HINDZINC,71312,65869,5443,8.26,245694,157867.96039,166208067999,19814.07499,594
KFINTECH,28687,26797,1890,7.05,93252,70045.75278,46495896404,5367.21404,980
ASTRAL,32262,30307,1955,6.45,31325,101212.82154,10405550102,812.20602,1528
ANGELONE,34400,32723,1677,5.12,24669,77508.31325,10489538000,1181.38,287
JSWENERGY,39470,37738,1732,4.59,42121,119623.32529,13297726887,1293.63887,544
INDIGO,83258,79679,3579,4.49,223297,195395.88066,159000853212,6716.23212,5110
RECLTD,65108,62372,2736,4.39,39115,84170.20468,12255643811,1579.50686,326
MARUTI,115999,111364,4635,4.16,174384,153725.81711,106248400909,5501.55909,13565
SONACOMS,25549,24535,1014,4.13,31406,78989.06869,23825818800,1617.4655,817
POWERGRID,76538,73602,2936,3.99,184216,142708.15298,82726027398,7223.02898,272
SBILIFE,33785,32608,1177,3.61,24693,70237.66143,9790844478,505.19478,1792
EICHERMOT,74750,72244,2506,3.47,128995,164273.44077,89429217608,2778.97608,8010
POLYCAB,43955,42610,1345,3.16,68200,162261.72678,61869922806,4292.22806,8966
LTM,46438,45035,1403,3.12,84496,118392.24519,45735604258,3700.69258,4487
MCX,111134,107932,3202,2.97,372770,225201.61575,247634415409,28502.89159,3185
VEDL,108993,105905,3088,2.92,191794,132829.77526,48915098855,6786.59355,279
CUMMINSIND,42192,41051,1141,2.78,51241,159147.08042,37855448032,1910.68032,5107
PFC,124893,121566,3327,2.74,61949,108042.00433,19184521668,2396.99668,363
HYUNDAI,28642,27911,731,2.62,30799,72151.96791,11850294838,1112.15838,2218
BANKNIFTY,1555626,1516513,39113,2.58,6482659,804373.49499,11172734031973,362870.31973,57761
AXISBANK,226676,221019,5657,2.56,181135,618631.71331,80974246718,5431.84218,1245
DMART,56964,55556,1408,2.53,83990,125001.65131,37698844113,2595.86613,3906
VBL,70262,68536,1726,2.52,38114,103286.83034,11187805434,1199.63934,430
PRESTIGE,23075,22527,548,2.43,39782,93688.86028,19863563382,2225.30382,1631
CDSL,48900,47845,1055,2.21,198556,177884.95096,115028536937,12368.33937,1388
UNITDSPR,31031,30374,657,2.16,39511,86822.943,16031641576,1350.89576,1556
COALINDIA,114274,111872,2402,2.15,82529,206674.15383,25162857751,3459.76501,405
TATACONSUM,49880,48833,1047,2.14,36562,110496.59852,10347602430,756.5393,1049
DIXON,121882,119333,2549,2.14,400186,313556.46019,266719353137,19428.18137,14850
SBICARD,59662,58434,1228,2.1,59365,129479.5136,17884020904,1474.52904,649
BAJAJHLDNG,7831,7678,153,1.99,7194,24165.68973,3685159008,108.34008,11320
BSE,201278,197840,3438,1.74,403248,347305.7677,236354484192,22226.84192,3241
CROMPTON,51363,50529,834,1.65,78529,116779.01988,31965618253,3126.73253,252
HINDPETRO,32368,31843,525,1.65,21458,90885.47226,7040303892,1078.85479,363
TMPV,129575,127476,2099,1.65,82262,168508.42704,26393156608,2956.28608,317
TATASTEEL,151825,149402,2423,1.62,107976,185224.3954,37233843625,4369.1175,183
BIOCON,39251,38754,497,1.28,25942,131858.303,14071521775,1292.59275,415
RADICO,13863,13689,174,1.27,20364,37633.89426,10676792559,517.37559,4639
LT,133221,131561,1660,1.26,128067,257787.13093,66126733926,4327.13926,4093
NTPC,132571,131019,1552,1.18,81203,144153.96675,27954472935,3925.12935,340
PHOENIXLTD,17925,17718,207,1.17,11742,49812.73622,3034422412,156.37412,1930
IOC,50070,49591,479,0.97,31350,111284.16975,10125367102,1549.56165,135
TATAELXSI,39287,38919,368,0.95,54194,59962.1479,19465782727,1524.01477,3708
ITC,244626,242360,2266,0.93,95698,173117.33679,28316969460,3413.6796,269
FORCEMOT,28084,27855,229,0.82,38264,32331.62823,14297285074,528.72574,17770
NIFTYFPI,248,246,2,0.81,23,69.6366,34324378,0.81378,1575
BANKBARODA,81861,81205,656,0.81,54554,190551.10171,20925110202,3578.11827,247
LODHA,34076,33803,273,0.81,49613,114053.60537,27337973018,2501.35518,1242
HINDUNILVR,123481,122496,985,0.8,66468,142102.29912,26866761453,2255.07453,2015
RELIANCE,503390,499494,3896,0.78,331367,759141.8784,145008581505,12838.76505,1316
WAAREEENER,70072,69728,344,0.49,62065,118514.69292,17911655441,1547.81691,2678
NMDC,80875,80494,381,0.47,44201,126766.0071,12847969575,1249.08075,84
CAMS,26650,26543,107,0.4,22786,46440.00718,9927997175,682.32425,753
ASIANPAINT,75911,75624,287,0.38,54946,150269.30232,21585463085,1066.68085,2640
ONGC,70861,70688,173,0.24,53464,77609.47432,21264555712,1522.15087,236
NHPC,35707,35681,26,0.07,19545,61839.84066,4286028373,391.26623,76
INDHOTEL,35619,35608,11,0.03,22000,86328.4671,7572454300,489.943,730
NBCC,27164,27161,3,0.01,12369,38370.28715,3534821485,422.90235,88
TCS,283395,283365,30,0.01,306877,417466.31199,119526633249,11391.48249,2302
PAYTM,81042,81036,6,0.01,144874,263469.56634,146039203088,12194.67088,1632
TATAPOWER,79880,80055,-175,-0.22,45237,82292.15276,17042423910,2328.3491,374
