symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
TTKHLTCARE,1102.5,14,7.247081712062257,6.27,4.67,49.49,,10.37,55.13280018382833,1019.8,1157.62,False,0,Buy,Health Technology
SAMBHV,129.35,14,9.423906606886051,8.44,9.42,40.03,,9.25,5.176538749516847,121.59,135.82,False,0,Buy,Non-Energy Minerals
ETERNAL,328.0,14,13.968033356497564,12.99,6.53,68.56,-0.36,12.33,8.15504856499284,315.77,344.4,False,0,Strong buy,Technology Services
ZFCVINDIA,2662.0,14,10.18667991224802,9.21,10.19,65.33,,14.35,70.76065919777837,2555.86,2795.1,False,0,Strong buy,Producer Manufacturing
GULFOILLUB,1139.9,14,15.14141414141415,14.16,15.14,64.99,,37.69,30.918278331592116,1093.52,1196.9,False,0,Buy,Energy Minerals
PFOCUS,296.95,14,1.869639794168092,0.89,1.87,51.44,,23.59,14.632729675542167,275.0,311.8,False,0,Strong buy,Consumer Services
PATELRMART,234.11,14,7.934532042415864,6.95,7.93,47.02,,30.28,8.653522921308527,221.13,245.82,False,0,Buy,Retail Trade
AUSOMENT,146.83,14,12.946153846153855,11.97,12.95,69.21,,21.23,7.730763738225242,135.23,154.17,False,0,Buy,Finance
MCX,3185.0,14,13.42188668494712,12.44,13.42,43.15,2.97,9.26,99.73864731929994,3035.39,3344.25,False,0,Strong buy,Finance
IDFCFIRSTB,86.75,14,6.637984019668108,5.66,5.99,61.14,-1.11,5.85,1.4578248442859143,84.56,91.09,False,0,Strong buy,Finance
STYLAMIND,3601.7,14,1.484925331079172,0.5,1.48,62.61,,15.22,148.9702699970415,3378.24,3781.78,False,0,Buy,Non-Energy Minerals
SMARTWORKS,523.25,14,3.103448275862069,2.12,3.1,59.35,,21.69,17.335576626091207,497.25,549.41,False,0,Strong buy,Finance
KANPRPLA,260.91,14,27.3663656333903,26.39,27.37,45.92,,7.87,16.098536944420953,236.76,273.96,False,0,Buy,Producer Manufacturing
DEEPINDS,688.05,14,44.70031545741324,43.72,44.7,44.7,,35.53,34.78684510471364,635.87,722.45,False,0,Strong buy,Industrial Services
KTKBANK,328.3,14,16.43908494413904,15.46,15.79,54.66,,10.87,10.171107981263974,313.04,344.72,False,0,Buy,Finance
JAGSNPHARM,236.54,14,6.095537115945281,5.12,3.52,53.95,,11.82,8.78866198211374,223.36,248.37,False,0,Strong buy,Health Technology
ORIENTCER,45.63,14,10.698689956331886,9.72,10.7,60.81,,24.13,2.135266138716793,42.43,47.91,False,0,Buy,Non-Energy Minerals
RATEGAIN,990.05,14,7.614130434782604,6.63,0.17,40.22,,11.26,42.44708504283271,926.38,1039.55,False,0,Strong buy,Technology Services
ENGINERSIN,244.91,14,7.534577387486276,6.55,7.53,43.4,,15.47,7.959130209288254,232.97,257.16,False,0,Strong buy,Industrial Services
ASKAUTOLTD,621.15,14,26.79118187385181,25.81,26.79,44.89,,11.52,26.449505688301084,581.48,652.21,False,0,Buy,Producer Manufacturing
