identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY25-08-2026PE24200.00,Index Options,NIFTY,25-Aug-2026,Put,24200,44.65,4481468,142734.7558,231507,24252,-20.763087843833187
OPTIDXNIFTY25-08-2026PE24250.00,Index Options,NIFTY,25-Aug-2026,Put,24250,63.5,4213154,180881.234105,105466,24252,-14.420485175202156
OPTIDXNIFTY25-08-2026CE24300.00,Index Options,NIFTY,25-Aug-2026,Call,24300,70.7,4041618,204332.08122599998,207228,24252,-21.09375
OPTIDXNIFTY25-08-2026PE24300.00,Index Options,NIFTY,25-Aug-2026,Put,24300,86.85,3538893,202815.72727650002,146775,24252,-9.578344612181155
OPTIDXNIFTY25-08-2026CE24250.00,Index Options,NIFTY,25-Aug-2026,Call,24250,96.25,3351257,228788.6397615,104152,24252,-18.11994895789026
OPTIDXNIFTY25-08-2026CE24200.00,Index Options,NIFTY,25-Aug-2026,Call,24200,127.1,2754150,246707.117475,136112,24252,-15.520106347623795
OPTIDXNIFTY25-08-2026CE24400.00,Index Options,NIFTY,25-Aug-2026,Call,24400,33.0,1960978,47926.30232,143352,24252,-30.30623020063358
OPTIDXNIFTY25-08-2026CE24350.00,Index Options,NIFTY,25-Aug-2026,Call,24350,49.1,1837047,65507.258973,68629,24252,-25.830815709969787
OPTIDXNIFTY25-08-2026CE24500.00,Index Options,NIFTY,25-Aug-2026,Call,24500,13.75,1663955,17294.3162925,200444,24252,-37.21461187214612
OPTIDXNIFTY25-08-2026PE24000.00,Index Options,NIFTY,25-Aug-2026,Put,24000,11.1,1612499,14170.641212,272916,24252,-39.67391304347826
OPTIDXNIFTY25-08-2026PE24150.00,Index Options,NIFTY,25-Aug-2026,Put,24150,31.5,1473665,33736.612845,93014,24252,-25.969447708578144
OPTIDXNIFTY25-08-2026PE24100.00,Index Options,NIFTY,25-Aug-2026,Put,24100,21.85,1455956,24170.325556,126669,24252,-32.35294117647059
OPTIDXNIFTY25-08-2026PE24350.00,Index Options,NIFTY,25-Aug-2026,Put,24350,115.4,1188163,89494.813486,30447,24252,-5.987780040733197
OPTIDXNIFTY25-08-2026PE24400.00,Index Options,NIFTY,25-Aug-2026,Put,24400,148.7,1015004,98289.942348,47957,24252,-2.810457516339869
OPTIDXNIFTY25-08-2026CE24450.00,Index Options,NIFTY,25-Aug-2026,Call,24450,21.4,963191,15470.292246500001,56811,24252,-34.355828220858896
OPTIDXNIFTY25-08-2026CE24600.00,Index Options,NIFTY,25-Aug-2026,Call,24600,5.45,878248,3779.1011439999997,130716,24252,-41.08108108108108
OPTIDXNIFTY25-08-2026CE24550.00,Index Options,NIFTY,25-Aug-2026,Call,24550,8.5,812539,5434.6671015,75703,24252,-40.97222222222222
OPTIDXNIFTY25-08-2026PE24050.00,Index Options,NIFTY,25-Aug-2026,Put,24050,15.4,739688,8909.172116,51716,24252,-36.49484536082474
OPTIDXNIFTY25-08-2026PE23500.00,Index Options,NIFTY,25-Aug-2026,Put,23500,2.4,722998,1297.058412,162781,24252,-26.153846153846153
OPTIDXNIFTY25-08-2026PE23900.00,Index Options,NIFTY,25-Aug-2026,Put,23900,5.9,668731,3260.063625,102729,24252,-43.54066985645933
