symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
ADANIENSOL,1698.7,13,13.322214809873252,14.44,17.05,40.67,0.4,5.32,56.02314232384541,1614.67,1783.64,False,0,Buy,Utilities
SHYAMMETL,1031.6,13,6.482246077621796,7.6,4.34,58.86,,12.24,32.69028524797106,982.56,1083.18,False,2,Buy,Producer Manufacturing
IPCALAB,1784.8,13,10.513931888544889,11.63,7.95,55.48,,8.97,56.13323724438874,1700.6,1874.04,False,0,Buy,Health Technology
NYKAA,322.35,12,5.688524590163942,6.81,7.24,67.08,0.07,3.92,7.513569316956753,311.08,338.47,False,0,Buy,Retail Trade
HSCL,777.6,12,21.92865542924344,23.05,26.75,27.34,,5.39,31.92277506476683,729.72,816.48,False,0,Buy,Process Industries
PFOCUS,285.27,12,35.97235462345089,37.09,37.52,35.38,,28.65,12.43954069065862,266.61,299.53,False,0,Buy,Consumer Services
GABRIEL,1377.9,12,12.344068487566252,13.46,10.2,29.53,,10.95,64.4958275794565,1281.16,1446.8,False,0,Strong buy,Producer Manufacturing
ANANDRATHI,2040.5,12,6.497912317327766,7.62,9.21,53.36,,6.65,53.47851483779845,1960.28,2142.52,False,0,Neutral,Finance
CPPLUS,3591.1,12,0.5459737932579236,1.67,-1.59,51.39,,7.66,146.23769690805196,3371.74,3770.66,False,0,Buy,Consumer Durables
GODREJIND,1333.5,12,16.973684210526315,18.09,21.79,33.52,,8.21,48.85480354632737,1260.22,1400.18,False,0,Buy,Process Industries
ATHERENERG,1203.2,12,19.24677898909812,20.37,17.11,33.67,,11.79,54.59090108177676,1121.31,1263.36,False,0,Buy,Consumer Durables
AEGISVOPAK,293.17,12,25.40422619556849,26.52,23.26,29.61,,6.25,14.912972911713592,270.8,307.83,False,0,Buy,Transportation
KARURVYSYA,335.9,12,14.837606837606833,15.96,17.55,41.26,,7.37,11.414385732566748,318.78,352.7,False,2,Buy,Finance
GRANULES,844.35,12,6.927119609953783,8.05,4.37,46.62,,11.51,26.92751373827227,803.96,886.57,False,2,Neutral,Health Technology
INDUSINDBK,993.7,11,9.91648691997125,11.04,12.63,35.8,-0.38,8.47,27.20240856443018,952.9,1043.38,False,0,Neutral,Finance
ICICIBANK,1428.9,11,6.586603013576025,7.71,9.3,68.43,0.11,21.57,24.80190952768152,1391.7,1500.35,False,1,Buy,Finance
FEDERALBNK,352.7,11,10.391236306729262,11.51,13.1,57.17,0.21,3.43,7.214476156582616,341.88,370.34,False,0,Buy,Finance
JSWINFRA,323.0,11,1.7322834645669292,2.85,5.46,59.4,,14.15,11.194658500045708,306.21,339.15,False,0,Neutral,Industrial Services
BHEL,407.8,11,1.6704063824482642,2.79,-0.47,41.36,-0.04,9.49,14.164326723212756,386.55,428.19,False,0,Buy,Producer Manufacturing
SONACOMS,732.05,11,19.42088091353996,20.54,17.28,46.41,1.03,1.0,19.91991113619109,702.17,768.65,False,0,Buy,Producer Manufacturing
