date,symbol,subject,details,category
24-Jul-2026 09:18:21,FCL,Press Release,"Fineotex Chemical Limited has informed the Exchange regarding a press release dated July 24, 2026, titled ""Press Release for Earning Update of Q1 for FY 2026-2027"".",Press Release
24-Jul-2026 08:50:46,SUNPHARMA,Press Release,"Sun Pharmaceutical Industries Limited has informed the Exchange regarding a press release dated July 24, 2026, titled ""Sun Pharma Notes Organon Shareholder Approval for Proposed Acquisition"".",Press Release
24-Jul-2026 08:40:20,ICICIBANK,General Updates,"ICICI Bank Limited has informed the Exchange about Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 - This is to inform you that ICICI Bank Limited (Bank), acting through its IFSC Banking Unit, has today ",General Updates
24-Jul-2026 08:34:31,CYIENT,Analysts/Institutional Investor Meet/Con. Call Updates,Cyient Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
24-Jul-2026 07:38:13,ADANIENT,Updates,Adani Enterprises Limited has informed the Exchange regarding 'Denial of Media Reports '.,Updates
24-Jul-2026 00:05:09,MPHASIS,Investor Presentation,MphasiS Limited has informed the Exchange about Investor Presentation,Investor Presentation
24-Jul-2026 00:00:07,NH,General Updates,Narayana Hrudayalaya Ltd. has informed the Exchange about General Updates,General Updates
23-Jul-2026 23:57:48,NH,Shareholders meeting,"Narayana Hrudayalaya Ltd. has informed the Exchange regarding Notice of Annual General Meeting to be held on August 14, 2026",Shareholders meeting
23-Jul-2026 23:50:56,MPHASIS,Press Release,"MphasiS Limited has informed the Exchange regarding a press release dated July 23, 2026, titled ""Mphasis Revenue grew 3.3% QoQ and 17.5% YoY in Q1 FY27"".",Press Release
23-Jul-2026 23:49:04,FRACTAL,Investor Presentation,Fractal Analytics Limited has informed the Exchange about Investor Presentation,Investor Presentation
23-Jul-2026 23:47:59,MPHASIS,Outcome of Board Meeting,"MphasiS Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",Outcome of Board Meeting
23-Jul-2026 23:33:21,RPOWER,General Updates,Reliance Power Limited has informed the Exchange about Letter sent to Members,General Updates
23-Jul-2026 23:31:43,RELINFRA,General Updates,Reliance Infrastructure Limited has informed the Exchange about Letter sent to Members,General Updates
23-Jul-2026 23:28:33,FRACTAL,Press Release,"In continuation of our intimation of today s date, regarding the outcome of the Board meeting on the Unaudited Consolidated and Standalone Financial Results for the quarter ended June 30, 2026, please find the enclosed copy of Press Release being issued by the Company.",Press Release
23-Jul-2026 23:22:09,RPGLIFE,Shareholders meeting,Voting result along with Scrutinizer report,Shareholders meeting
23-Jul-2026 23:19:11,FRACTAL,Monitoring Agency Report,"Monitoring Agency Report for the quarter ended June 30, 2026",Monitoring Agency Report
23-Jul-2026 23:19:11,BLUESTARCO,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Blue Star Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
23-Jul-2026 23:15:13,AKUMS,General Updates,"Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015   Acquisition of Oriflame India s Manufacturing business",General Updates
23-Jul-2026 23:07:15,GUJTHEM,Shareholders meeting,Gujarat Themis Biosyn Limited has informed the Exchange regarding Notice of Postal Ballot dated 22.07.2026,Shareholders meeting
23-Jul-2026 22:56:54,RPGLIFE,Shareholders meeting,19th AGM Proceedings,Shareholders meeting
