symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,-2.3846153846153846,-2.810752852875856,-2.39,-1.12,-3.73,0.01,-1.69,0.92
BHARTIARTL,Communications,,-0.922836287799794,0.4811759729272371,-2.39,-1.12,,1.47,1.6,
HDFCBANK,Finance,NIFTY_FIN_SERVICE,-8.160493827160495,-3.7645536869340255,-2.39,-1.12,-2.71,-5.77,-2.64,-1.05
ICICIBANK,Finance,NIFTY_FIN_SERVICE,0.4781660923985783,6.586603013576025,-2.39,-1.12,-2.71,2.87,7.71,9.3
SBIN,Finance,NIFTY_FIN_SERVICE,-2.134678827867251,-1.5039062499999978,-2.39,-1.12,-2.71,0.26,-0.38,1.21
TCS,Technology Services,NIFTY_IT,1.528227256382596,9.597282872392052,-2.39,-1.12,4.21,3.92,10.72,5.39
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,-1.8374964111398264,7.696346073078546,-2.39,-1.12,-2.71,0.55,8.82,10.41
LICI,Finance,NIFTY_FIN_SERVICE,-3.8812785388127855,-4.339922744830726,-2.39,-1.12,-2.71,-1.49,-3.22,-1.63
LT,Industrial Services,NIFTY_ENERGY,-0.4777112090580355,-9.713875254399614,-2.39,-1.12,-3.73,1.91,-8.59,-5.98
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,2.62380952380952,-0.226851851851856,-2.39,-1.12,-1.55,5.01,0.89,1.32
SUNPHARMA,Health Technology,NIFTY_PHARMA,0.1128957766716295,4.4379014989293415,-2.39,-1.12,2.56,2.5,5.56,1.88
INFY,Technology Services,NIFTY_IT,-5.918552036199103,-0.1248919204534712,-2.39,-1.12,4.21,-3.53,1.0,-4.33
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,-4.084154494471028,1.301743466184775,-2.39,-1.12,-2.71,-1.69,2.42,4.01
MARUTI,Consumer Durables,NIFTY_AUTO,-3.243636363636364,-1.011904761904762,-2.39,-1.12,2.14,-0.85,0.11,-3.15
ADANIPORTS,Transportation,NIFTY_AUTO,-2.875766871165644,-0.7222844344904866,-2.39,-1.12,2.14,-0.49,0.4,-2.86
ADANIPOWER,Utilities,NIFTY_ENERGY,-1.5898617511520683,-7.3736716547386685,-2.39,-1.12,-3.73,0.8,-6.25,-3.64
TITAN,Consumer Durables,NIFTY_AUTO,1.00951145698227,8.616922361692232,-2.39,-1.12,2.14,3.4,9.74,6.48
M&M,Consumer Durables,NIFTY_AUTO,2.689964732285992,5.2201051248357455,-2.39,-1.12,2.14,5.08,6.34,3.08
AXISBANK,Finance,NIFTY_FIN_SERVICE,-6.664116296863038,-10.036873156342176,-2.39,-1.12,-2.71,-4.27,-8.92,-7.33
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,1.2450331125827785,-4.842524586082408,-2.39,-1.12,-2.71,3.64,-3.72,-2.13
ITC,Consumer Non-Durables,NIFTY_FMCG,0.6443529622337406,-3.0517241379310422,-2.39,-1.12,-1.55,3.03,-1.93,-1.5
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,0.0254885301614273,4.1213407623596,-2.39,-1.12,-4.82,2.42,5.24,8.94
NTPC,Utilities,NIFTY_ENERGY,1.6934306569343098,-4.009921455146758,-2.39,-1.12,-3.73,4.08,-2.89,-0.28
HCLTECH,Technology Services,NIFTY_IT,6.411754883953912,16.12609329446064,-2.39,-1.12,4.21,8.8,17.25,11.92
ONGC,Energy Minerals,NIFTY_ENERGY,2.3923639317628007,3.167587476979746,-2.39,-1.12,-3.73,4.78,4.29,6.9
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,1.1220311220311256,-0.427419354838706,-2.39,-1.12,-4.82,3.51,0.69,4.39
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,8.38317576693035,14.200040658670462,-2.39,-1.12,2.14,10.77,15.32,12.06
HAL,Electronic Technology,NIFTY_IT,3.0072814986812277,1.7638805371817958,-2.39,-1.12,4.21,5.4,2.88,-2.45
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,2.2113289760348533,6.800978885663878,-2.39,-1.12,-2.71,4.6,7.92,9.51
