index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,23753.7,23869.6,-0.49
NIFTY_BANK,^NSEBANK,56336.35,56592.0,-0.45
NIFTY_NEXT_50,^NSMIDCP,71526.75,71526.75,0.0
INDIA_VIX,^INDIAVIX,14.06,13.48,4.3
SENSEX,^BSESN,76391.39,76755.05,-0.47
