date,symbol,subject,details,category
28-Jul-2026 01:07:13,COFORGE,Press Release,"Coforge Limited has informed the Exchange regarding a press release dated July 27, 2026, titled ""Intimation of Press Release, Factsheet & Web presentation on the Financial Results of the Company for the quarter ended June 30, 2026."".",Press Release
28-Jul-2026 00:30:06,COFORGE,Change in Director(s),Coforge Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s)
28-Jul-2026 00:26:24,COFORGE,Record Date,Coforge Limited has informed the Exchange that Record date for the purpose of Dividend  is 03-Aug-2026.,Record Date
28-Jul-2026 00:21:50,COFORGE,Dividend,"Coforge Limited has informed the Exchange that Board of Directors at its meeting held on July 27, 2026, declared Interim Dividend of Rs. 4 per equity share.",Dividend
28-Jul-2026 00:21:49,COFORGE,Outcome of Board Meeting,Outcome of Board Meeting and Interim Dividend,Outcome of Board Meeting
27-Jul-2026 23:53:34,DDEVPLSTIK,Resignation of Director/KMP/SMP,Ddev Plastiks Industries Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
27-Jul-2026 23:48:14,USHAMART,General Updates,"USHAMART: Usha Martin Limited has informed the Exchange that a letter has been sent to those shareholders whose email addresses are not registered, providing the weblink of the Company's website from where the Annual Report 2025-26 can be accessed.",General Updates
27-Jul-2026 23:34:26,RSSOFTWARE,Updates,R. S. Software (India) Limited has informed the Exchange regarding ''.Machine Readable Document,Updates
27-Jul-2026 23:21:22,UNIPARTS,ESOP/ESOS/ESPS,Uniparts India Limited has informed the Exchange regarding Allotment of 17913  Shares.,ESOP/ESOS/ESPS
27-Jul-2026 23:14:36,USHAMART,General Updates,"USHAMART: Usha Martin Limited has informed the Exchange that Dividend on equity shares as recommended by the Board of Directors for the financial year 2025-26, if approved at the 40th AGM, will be payable to those members of the Company who hold shares on the record date i.e. 13th August 2026, on or",General Updates
27-Jul-2026 23:12:30,DDEVPLSTIK,Cessation,"Ddev Plastiks Industries Limited has informed the Exchange regarding Cessation of  Ramya Hariharan as Non- Executive Independent Director of the company w.e.f. July 27, 2026.",Cessation
27-Jul-2026 23:10:55,USHAMART,Shareholders meeting,"Usha Martin Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 20, 2026",Shareholders meeting
27-Jul-2026 23:07:19,MEESHO,ESOP/ESOS/ESPS,Meesho Limited has informed the Exchange regarding Grant of 20562  Options.,ESOP/ESOS/ESPS
27-Jul-2026 23:07:18,URBANCO,Analysts/Institutional Investor Meet/Con. Call Updates,"Urban Company Limited has informed the Exchange about Schedule of Earnings Call to be held on Friday, July 31, 2026 to discuss the financial results of the Company for the quarter ended June 30, 2026",Analysts/Institutional Investor Meet/Con. Call Updates
27-Jul-2026 22:59:15,BAJAJELEC,Analysts/Institutional Investor Meet/Con. Call Updates,Bajaj Electricals Limited has informed the Exchange about intimation of the Q1FY27 Earnings Call,Analysts/Institutional Investor Meet/Con. Call Updates
27-Jul-2026 22:56:47,INDUSTOWER,Copy of Newspaper Publication,Indus Towers Limited has informed the Exchange regarding Newspaper Advertisements pertaining to 20th AGM of the Company,Copy of Newspaper Publication
27-Jul-2026 22:55:09,CIPLA,Updates,Cipla Limited has informed the Exchange regarding 'Cipla Receives U.S. FDA Approval for Generic Advair Diskus®'.,Updates
27-Jul-2026 22:46:48,DIGITIDE,General Updates,Digitide Solutions Limited has informed the Exchange about General Updates,General Updates
27-Jul-2026 22:34:34,HINDALCO,General Updates,Novelis Inc. a wholly owned subsidiary of the Company has announced entry into a Material Definitive Agreement.,General Updates
27-Jul-2026 22:31:00,BSOFT,Shareholders meeting,"BIRLASOFT LIMITED has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on July 27, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
