index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23869.6,23996.25,-0.53,2026-07-23,2026-07-22,False
NIFTY_BANK,^NSEBANK,56592.0,57126.8,-0.94,2026-07-23,2026-07-22,False
NIFTY_NEXT_50,^NSMIDCP,71766.0,71840.45,-0.1,2026-07-24,2026-07-23,False
INDIA_VIX,^INDIAVIX,13.48,13.29,1.43,2026-07-23,2026-07-22,False
SENSEX,^BSESN,76391.39,76755.05,-0.47,2026-07-23,2026-07-22,False
