symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,190.0,162.1,,,,False,197104.2,0.795,3.365,,4391
21STCENMGM,38.6,30.6,30.5,,,,True,3583.75,1.656,8.642,,2109
360ONE,1154.0,1060.6,1031.3,1154.0,1060.6,20.0,False,1525584.65,0.405,2.956,-2.227,1698
3BBLACKBIO,1321.9,1125.0,1085.0,,,,False,13092.3,0.817,3.369,,69
3IINFOLTD,22.2,17.0,16.25,,,,True,856285.5,2.545,5.843,,5250
3MINDIA,36880.0,33040.0,30800.0,,,,False,4604.8,0.476,4.272,,5976
3PLAND,34.5,31.0,30.0,34.5,31.0,20.0,False,3705.65,0.362,2.528,-6.435,4530
5PAISA,400.0,351.6,299.0,,,,False,85491.85,0.684,3.086,,2149
63MOONS,784.9,650.0,596.65,,,,False,424714.6,2.463,3.618,,5210
A2ZINFRA,14.72,12.0,12.0,,,,False,225242.95,0.453,3.379,,3848
AAATECH,102.2,85.0,85.0,,,,False,17979.25,0.318,5.883,,1411
AADHARHFC,563.0,492.5,449.8,,,,False,474440.9,0.338,5.38,,549
AAKASH,9.98,8.56,8.55,,,,False,142108.35,1.093,3.092,,2027
AAREYDRUGS,88.37,73.41,73.41,,,,False,15398.2,1.559,7.859,,1230
AARNAV,37.4,23.51,21.54,,,,False,154460.3,0.72,4.676,,102
AARON,154.8,111.15,111.15,,,,False,54731.1,1.964,6.118,,1939
AARTECH,60.98,44.85,39.98,,,,False,180768.25,0.115,9.143,,754
AARTIDRUGS,435.25,374.8,365.0,,,,False,211767.3,0.337,4.202,,5660
AARTIIND,510.9,458.3,424.0,,,,False,815874.0,0.332,3.328,,5981
AARTIPHARM,735.0,654.0,604.15,,,,False,150382.8,0.394,3.821,,864
AARTISURF,409.2,361.6,355.2,,,,False,10160.25,3.326,3.17,,1497
AARVI,168.4,138.0,123.05,168.4,138.0,20.0,False,62460.0,0.747,2.741,-10.529,2175
AASTHA,140.01,81.9,81.9,,,,False,6254724.82,2.26,4.94,,17
AATMAJ,20.5,16.7,16.7,,,,False,3300.0,1.212,7.046,,760
AAVAS,1544.9,1350.0,1247.6,,,,False,80351.05,0.393,4.172,,1930
ABAN,16.0,12.89,12.89,,,,False,73606.1,0.267,3.976,,5947
ABANSENT,30.4,25.65,24.51,,,,False,5616.55,0.403,3.023,,69
ABB,7924.5,6715.5,6259.5,,,,False,397255.9,0.74,5.419,,5981
ABBOTINDIA,28940.0,25370.0,25200.0,,,,False,13848.3,0.474,6.66,,5951
ABCAPITAL,411.4,384.0,334.8,411.4,384.0,20.0,False,3413737.45,0.704,2.621,-4.874,2202
ABCOTS,228.42,198.17,197.69,,,,False,23350.85,0.444,4.053,,1113
ABDL,711.7,580.0,510.65,,,,False,565506.45,0.269,5.991,,516
ABFRL,63.84,55.1,55.1,,,,False,5113612.3,0.254,6.091,,3215
ABINFRA,12.36,9.78,8.82,,,,False,2630030.45,0.724,5.531,,1730
ABLBL,100.04,91.9,91.9,,,,False,616445.55,0.461,3.602,,274
ABMINTLLTD,47.99,39.15,39.15,,,,False,1414.2,0.01,4.093,,2490
ABMKNO,222.91,190.0,190.0,,,,False,3106.7,0.171,3.468,,69
ABREL,1470.0,1323.6,1155.0,,,,False,174497.85,0.396,3.427,,7673
ABSLAMC,1203.6,973.3,973.3,,,,False,360706.1,0.509,5.544,,1188
ABSMARINE,248.8,215.0,215.0,,,,False,38650.0,1.19,4.229,,543
ACC,1405.0,1312.0,1297.0,,,,False,166986.5,1.714,3.064,,5978
ACCELYA,1180.0,1085.9,1085.9,,,,False,8431.75,1.422,3.123,,5978
ACCENTMIC,530.0,481.0,411.5,530.0,481.0,20.0,False,70925.0,0.599,2.817,-4.858,644
ACCORD,211.0,139.9,50.5,,,,False,17500.0,0.0,31.009,,1984
ACCURACY,5.8,4.78,4.78,,,,False,53783.85,0.729,4.841,,1988
ACE,1087.5,957.8,850.5,,,,False,742517.65,0.904,3.252,,4894
ACEINTEG,23.49,19.0,18.75,,,,False,7176.2,1.091,4.719,,2232
ACI,604.25,516.15,508.5,,,,False,341363.4,0.35,3.98,,912
ACL,53.6,46.34,46.34,,,,False,17672.1,1.278,4.643,,3878
ACMESOLAR,398.65,344.7,278.7,,,,False,1794846.75,1.237,3.695,,424
ACSTECH,46.5,39.2,31.71,,,,False,246198.05,1.787,3.122,,69
ACUTAAS,3740.0,3100.0,2849.0,,,,False,400200.3,2.093,4.318,,1207
ADANIENSOL,1789.0,1470.0,1307.5,,,,False,2700923.75,1.073,5.558,,2715
ADANIENT,3245.0,2992.5,2684.0,,,,False,1753507.6,0.625,3.786,,5980
ADANIGREEN,1631.5,1352.0,1348.1,,,,False,2953618.9,0.632,4.827,,2005
ADANIPORTS,1891.1,1752.1,1744.3,,,,False,1712015.8,1.038,4.311,,4604
ADANIPOWER,229.8,207.65,207.65,,,,False,30394226.95,0.571,3.438,,4181
ADFFOODS,346.95,286.05,259.4,,,,False,982562.85,0.102,4.837,,3917
ADL,74.0,67.1,66.0,74.0,67.1,20.0,False,957.85,0.194,1.822,-5.122,1440
ADOR,1597.0,1235.0,1050.1,,,,False,81938.2,1.1,4.801,,5978
ADROITINFO,9.69,8.36,8.36,9.69,8.36,20.0,False,20799.6,2.989,2.914,-2.374,2664
ADSL,129.75,111.51,111.51,,,,False,180428.25,1.46,3.958,,4690
ADVAIT,2363.5,2050.0,1869.8,,,,False,43596.0,0.458,3.363,,130
ADVANCE,123.3,105.93,93.77,,,,False,366031.55,6.668,3.336,,200
ADVANIHOTR,54.54,50.83,50.0,54.54,50.83,20.0,False,22016.7,0.988,2.814,-5.886,4711
ADVENTHTL,164.0,137.0,120.02,,,,False,652325.1,0.311,4.139,,177
ADVENZYMES,335.4,298.5,297.0,,,,False,319275.4,0.444,3.865,,2470
AEGISLOG,1434.5,1163.0,686.0,,,,False,2453902.15,0.267,3.23,,5975
AEGISVOPAK,311.49,230.41,182.5,,,,False,3618867.35,0.305,4.873,,290
AEPL,17.9,14.01,14.01,,,,False,16140.7,1.226,3.505,,94
AEQUS,274.39,220.0,173.6,,,,False,8711832.75,0.191,4.996,,158
AEROENTER,143.9,115.3,93.4,,,,False,722180.05,0.959,4.333,,912
AEROFLEX,508.0,396.1,373.25,,,,False,1608321.2,3.333,5.481,,719
AERONEU,103.55,83.15,83.15,,,,False,54616.1,0.886,4.685,,874
AEROPLANE,197.7,137.4,117.2,,,,False,1009142.45,0.129,5.994,,82
AETHER,1538.5,1305.0,1042.0,,,,False,364598.45,0.468,4.514,,1028
AFCONS,318.85,279.15,279.15,,,,False,1744421.1,0.253,4.636,,431
AFFLE,1654.4,1415.6,1390.5,,,,True,501028.9,10.41,4.029,,1725
AFFORDABLE,213.1,162.6,161.6,,,,False,22636.25,0.43,4.598,,436
AFIL,10.84,8.99,8.7,,,,False,612140.7,1.299,3.467,,520
AFSL,205.0,201.0,200.0,205.0,201.0,20.0,False,6159.65,0.772,2.882,-1.951,887
AGARIND,556.0,471.1,397.0,,,,False,237865.45,16.985,3.273,,3004
AGARWALEYE,505.0,463.0,437.0,505.0,463.0,20.0,False,88761.1,1.146,2.639,-2.356,365
AGARWALFT,41.65,39.45,28.55,,,,False,975.0,0.0,7.512,,842
AGI,722.35,657.5,570.9,722.35,657.5,20.0,False,92015.35,1.139,2.97,-3.35,5980
AGIIL,375.5,301.0,301.0,,,,False,2270290.9,0.77,6.024,,508
AGL,22.0,12.03,12.03,,,,False,3192129.67,0.373,13.131,,18
AGNI,18.6,17.0,17.0,,,,False,7125.0,1.754,4.226,,985
AGRITECH,119.9,106.0,105.1,,,,False,1974.15,0.239,3.208,,3082
AGROPHOS,31.68,28.4,28.4,,,,False,10820.05,1.074,3.147,,2317
AGSTRA,2.56,2.1,2.1,,,,False,35770.45,7.99,18.941,,1110
AGUL,63.9,49.6,49.6,,,,False,1100.0,1.818,14.721,,806
AHCL,16.45,14.61,13.26,,,,False,3854166.25,0.491,3.712,,225
AHLADA,40.2,35.7,35.7,40.2,35.7,20.0,False,9197.25,0.979,2.972,-7.413,1925
AHLEAST,159.0,138.25,138.25,,,,False,5371.15,0.563,3.385,,3939
AHLUCONT,885.0,791.1,739.55,,,,False,38136.5,0.613,3.653,,4105
AHLWEST,615.0,532.0,521.0,,,,False,671.45,0.372,3.444,,3944
AIAENG,5144.0,4505.5,3921.1001,,,,False,75213.25,0.414,5.4,,5087
AIIL,584.85,498.55,441.0,,,,False,467644.4,1.049,3.445,,564
AILIMITED,43.7,32.3,32.3,,,,False,3600.0,0.0,6.068,,1249
AIMTRON,1480.0,1212.15,1035.0,,,,False,42660.0,1.256,4.458,,531
AIRAN,16.85,14.85,14.85,,,,False,49176.15,0.82,4.375,,2227
AIROLAM,97.6,84.25,78.0,,,,False,3394.8,0.914,3.716,,2175
AISL,63.25,54.0,49.0,,,,False,3390.0,0.177,4.805,,2143
AJANTPHARM,3598.8,3254.8,2850.0,,,,False,92210.75,0.831,3.462,,5977
AJAXENGG,625.05,512.05,512.05,,,,False,67589.8,0.942,5.129,,357
AJMERA,138.0,121.22,104.42,,,,False,408375.55,0.959,3.121,,4894
AJOONI,4.39,3.6,3.4,,,,False,442555.25,0.157,4.036,,2113
AKASH,27.99,25.61,25.61,27.99,25.61,20.0,False,6377.1,2.005,2.304,-5.431,2315
AKCAPIT,1875.0,1640.0,1552.2,,,,False,3877.0,1.543,3.13,,69
AKG,11.5,9.01,9.01,,,,False,23806.0,0.788,3.793,,1926
AKI,5.11,4.1,4.1,,,,False,76917.1,0.636,3.972,,817
AKIKO,355.0,272.0,241.3,,,,False,22400.0,0.464,5.668,,514
AKSHAR,0.46,0.4,0.4,,,,False,588006.3,0.63,3.111,,1036
AKSHARCHEM,254.25,219.7,185.0,254.25,219.7,20.0,False,3406.75,1.093,2.923,-5.282,2307
AKSHOPTFBR,6.86,5.55,5.55,,,,False,127044.55,0.499,10.725,,5977
AKUMS,714.7,620.0,509.15,,,,False,345610.05,0.353,3.639,,490
ALANKIT,8.4,7.7,7.7,8.4,7.7,20.0,False,105481.55,1.198,2.8,-6.429,2736
ALBERTDAVD,723.0,678.0,678.0,723.0,678.0,20.0,False,2154.95,0.321,2.812,-5.028,2501
ALEMBICLTD,93.9,86.81,84.44,,,,False,200459.05,0.637,3.977,,5985
ALGOQUANT,70.0,56.11,52.11,,,,False,1509732.05,0.681,5.144,,139
ALICON,693.95,618.05,618.05,,,,False,12694.05,0.891,3.251,,4888
ALIVUS,1193.9,1086.1,996.4,,,,False,104403.05,0.292,3.228,,1231
ALKALI,89.2,68.01,64.1,,,,False,4574.4,0.487,5.122,,4370
ALKEM,5735.5,5487.0,5162.5,5735.5,5487.0,20.0,False,150988.6,0.39,2.136,-1.465,2618
ALKYLAMINE,2007.0,1705.1,1581.3,,,,False,139271.0,0.697,4.321,,4605
ALLCARGO,8.58,7.75,7.75,,,,False,3574263.15,0.454,3.575,,4960
ALLDIGI,893.55,781.4,781.4,,,,False,12602.6,2.858,3.733,,5237
ALLETEC,152.0,132.8,132.8,,,,False,13300.0,0.932,4.063,,887
ALLTIME,259.79,219.0,214.81,,,,False,62653.5,0.535,4.844,,237
ALMONDZ,13.91,12.35,12.35,,,,False,79304.6,0.682,3.695,,4469
ALOKINDS,13.73,11.9,11.7,,,,False,4049647.45,0.608,5.783,,7672
ALPA,78.89,65.0,65.0,,,,False,17367.55,0.164,4.122,,4680
ALPEXSOLAR,919.95,763.05,763.05,,,,False,61820.0,0.539,3.527,,603
ALPHAGEO,216.9,190.0,190.0,,,,False,5029.3,4.64,3.162,,4742
ALPINETEX,105.0,77.21,77.21,,,,False,151056.83,0.302,6.0,,6
ALUWIND,52.0,40.0,40.0,,,,True,48525.0,1.607,4.253,,570
AMAGI,677.8,521.05,386.1,,,,False,459445.85,0.467,3.925,,129
AMANTA,189.0,153.51,114.05,,,,False,82749.5,0.425,9.177,,218
AMBALALSA,33.59,30.15,30.15,33.59,30.15,20.0,False,52997.4,0.304,2.62,-7.562,69
AMBER,8095.0,7195.0,6938.0,,,,False,259345.65,0.574,4.108,,2099
AMBICAAGAR,25.85,24.03,23.0,25.85,24.03,20.0,False,2674.05,0.018,1.907,-4.449,5455
AMBIKCO,1793.5,1657.5,1512.0,1793.5,1657.5,20.0,False,9172.35,0.655,2.729,-6.473,4560
AMBUJACEM,445.25,415.45,404.8,445.25,415.45,20.0,False,2491347.05,2.505,2.925,-4.323,5979
AMDIND,52.0,43.1,43.1,,,,False,24516.7,0.445,3.26,,4776
AMEYA,122.0,102.05,101.3,,,,False,4250.0,2.353,6.837,,959
AMIABLE,96.9,59.55,52.5,,,,False,960.0,5.0,39.022,,914
AMJLAND,39.5,36.3,35.0,39.5,36.3,20.0,False,8669.5,1.473,2.191,-4.278,5979
AMNPLST,218.48,185.0,181.21,,,,False,16429.4,0.196,3.21,,670
AMRUTANJAN,567.4,503.6,503.6,,,,False,67493.9,0.421,4.774,,4132
ANANDRATHI,2176.2,1945.1,1710.6,,,,False,369610.05,0.318,4.564,,1145
ANANTRAJ,627.75,513.0,472.0,,,,False,3349375.65,0.574,5.131,,4893
ANDHRAPAP,65.25,59.3,59.3,65.25,59.3,20.0,False,182442.25,1.402,2.821,-3.617,7674
ANDHRSUGAR,91.9,78.4,75.6,,,,False,784670.8,0.233,4.271,,5979
ANGELONE,356.75,299.0,299.0,,,,False,7335685.85,0.468,5.39,,1441
ANIKINDS,46.4,40.07,40.07,46.4,40.07,20.0,False,5404.1,0.667,2.722,-8.405,4486
ANKITMETAL,1.58,1.4,1.38,1.58,1.4,20.0,False,31404.65,0.159,2.016,-5.063,3297
ANLON,677.0,606.95,545.1,,,,False,6880.0,0.581,3.027,,873
ANMOL,11.5,9.55,9.55,,,,False,25433.25,0.415,5.132,,1275
ANNAPURNA,137.0,124.2,124.2,137.0,124.2,20.0,False,36287.5,2.804,2.938,-7.847,945
ANSALAPI,3.15,2.51,2.51,,,,True,18775.15,0.047,12.108,,5057
ANTELOPUS,919.3,770.75,677.0,,,,False,145828.1,5.349,3.22,,4894
ANTGRAPHIC,0.83,0.72,0.72,,,,False,161043.25,3.58,3.08,,5978
ANTHEM,807.25,732.0,732.0,,,,False,850982.15,0.419,3.563,,255
ANUHPHR,82.8,75.5,74.0,,,,False,36875.0,0.916,3.372,,398
ANUP,2353.0,2021.0,1786.2,,,,False,21298.15,1.106,4.586,,1830
ANURAS,1294.5,1207.0,1207.0,,,,False,420223.1,0.579,3.664,,1322
APARINDS,15849.0,13282.0,12141.0,,,,False,147010.6,1.166,4.323,,5450
APCL,110.8,100.0,100.0,110.8,100.0,20.0,False,6739.85,0.117,2.392,-6.606,2299
APCOTEXIND,594.9,491.1,477.0,,,,False,116201.65,2.677,4.465,,5946
APEX,418.8,375.0,375.0,,,,False,119569.85,0.514,3.043,,2200
APLAPOLLO,1864.0,1750.1,1736.0,,,,False,502550.1,0.678,3.416,,3609
APLLTD,855.4,787.4,706.9,,,,False,107067.55,0.699,3.052,,3664
APOLLO,466.5,375.0,340.75,,,,False,12172435.65,0.696,7.079,,2104
APOLLOHOSP,9009.0,8611.5,7814.5,,,,False,261804.0,0.639,3.165,,5978
APOLLOPIPE,524.0,464.0,464.0,,,,False,110088.45,0.659,3.28,,1665
APOLLOTYRE,461.6,413.4,365.3,,,,False,871960.4,0.237,5.385,,6110
APOLSINHOT,1440.0,1150.0,1085.3,,,,False,4527.45,0.208,4.294,,2826
APS,308.0,273.6,273.6,,,,False,15825.0,0.537,3.539,,621
APTECHT,106.39,87.25,87.25,,,,False,69145.45,0.478,5.927,,5916
APTUS,309.0,274.85,248.0,,,,False,953199.15,0.343,4.069,,1221
AQYLON,45.43,24.06,24.06,,,,False,1368418.15,4.707,10.363,,5980
ARABIAN,72.95,66.05,63.2,,,,False,4600.0,0.87,10.443,,692
ARCHIDPLY,87.0,78.2,75.35,87.0,78.2,20.0,False,7964.2,0.715,2.289,-4.529,4454
ARCHIES,14.79,13.0,13.0,,,,False,16639.3,0.13,3.302,,5945
ARE&M,929.8,829.1,793.85,,,,False,834767.2,0.327,3.939,,5981
ARENTERP,52.9,33.01,31.8,,,,False,28256.25,0.479,4.315,,2154
ARFIN,93.88,84.11,80.0,93.88,84.11,20.0,False,2137568.35,0.353,2.641,-5.049,252
ARIES,349.7,328.9,316.05,349.7,328.9,20.0,False,17629.75,0.4,2.151,-2.745,4571
ARIHANT,1097.0,762.6,715.1,,,,False,10594.6,0.169,5.296,,3805
ARIHANTACA,510.0,450.0,450.0,,,,False,1280.0,0.0,24.0,,880
ARIHANTCAP,84.8,68.0,61.15,,,,False,536308.0,0.597,4.029,,1269
ARIHANTSUP,272.0,250.0,235.0,272.0,250.0,20.0,False,23086.75,0.434,2.46,-4.044,2306
ARIS,129.9,106.05,105.2,,,,True,970923.95,2.618,4.39,,273
ARISTO,115.0,91.0,86.6,,,,False,800.0,0.0,13.099,,861
ARKADE,143.0,123.0,110.1,,,,False,763920.3,0.342,4.214,,458
ARMANFIN,2069.2,1688.0,1491.1,,,,False,54686.15,0.524,4.264,,2502
AROGRANITE,26.96,24.0,24.0,26.96,24.0,20.0,False,6223.5,0.605,2.536,-5.601,4752
ARROWGREEN,730.0,595.1,430.55,,,,False,22915.15,0.383,4.264,,2765
ARSHIYA,1.11,0.94,0.94,,,,False,138042.5,0.313,3.091,,4103
ARSSBL,592.6,500.0,500.0,,,,False,317382.75,0.219,5.842,,206
ARTEMISMED,284.0,258.4,253.2,,,,False,177706.55,0.646,3.09,,1588
ARTNIRMAN,42.9,37.41,36.62,,,,False,703.9,0.098,3.404,,2315
ARVEE,174.8,147.15,147.15,,,,False,899.45,0.511,3.799,,2079
ARVIND,585.0,505.8,466.05,,,,False,543961.3,0.353,4.805,,5981
ARVINDFASN,486.0,448.05,424.55,486.0,448.05,20.0,False,414752.65,0.745,2.676,-6.173,1827
ARVSMART,637.9,579.55,557.5,,,,False,29949.75,0.389,3.687,,2696
ASAHIINDIA,940.1,850.6,820.8,,,,False,102151.5,0.47,3.633,,5984
ASAHISONG,366.6,249.9,231.25,,,,False,45856.35,1.783,5.429,,3677
ASAL,560.5,490.0,474.3,560.5,490.0,20.0,False,37629.25,0.57,2.85,-11.293,5979
ASALCBR,893.65,754.3,754.3,,,,False,35473.2,2.54,4.514,,1599
