identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY18-08-2026PE24400.00,Index Options,NIFTY,18-Aug-2026,Put,24400,83.35,2485445,159502.1901525,99860,24395.85,-19.038368139873725
OPTIDXNIFTY18-08-2026CE24400.00,Index Options,NIFTY,18-Aug-2026,Call,24400,122.05,2343939,179292.581988,108111,24395.85,-15.856601172009652
OPTIDXNIFTY18-08-2026PE24350.00,Index Options,NIFTY,18-Aug-2026,Put,24350,64.45,2315828,121371.387566,68980,24395.85,-22.442839951865224
OPTIDXNIFTY18-08-2026PE24300.00,Index Options,NIFTY,18-Aug-2026,Put,24300,48.5,2216367,92272.8991275,119848,24395.85,-26.347760060744115
OPTIDXNIFTY18-08-2026CE24500.00,Index Options,NIFTY,18-Aug-2026,Call,24500,72.95,1726155,80761.613985,161034,24395.85,-24.16839916839917
OPTIDXNIFTY18-08-2026CE24350.00,Index Options,NIFTY,18-Aug-2026,Call,24350,152.2,1531176,142820.4414,36149,24395.85,-12.978845054316752
OPTIDXNIFTY18-08-2026CE24300.00,Index Options,NIFTY,18-Aug-2026,Call,24300,185.3,1226694,138651.382779,38697,24395.85,-10.827718960538979
OPTIDXNIFTY18-08-2026CE24450.00,Index Options,NIFTY,18-Aug-2026,Call,24450,95.75,1133604,69137.941158,66711,24395.85,-19.70649895178197
OPTIDXNIFTY18-08-2026CE24600.00,Index Options,NIFTY,18-Aug-2026,Call,24600,39.2,1074840,27875.9754,139031,24395.85,-34.22818791946309
OPTIDXNIFTY18-08-2026PE24200.00,Index Options,NIFTY,18-Aug-2026,Put,24200,26.35,1042183,24231.275841500003,96633,24395.85,-34.53416149068323
OPTIDXNIFTY18-08-2026PE24000.00,Index Options,NIFTY,18-Aug-2026,Put,24000,7.4,1001486,7512.146486000001,148176,24395.85,-49.48805460750853
OPTIDXNIFTY18-08-2026CE25000.00,Index Options,NIFTY,18-Aug-2026,Call,25000,3.0,999768,2397.943548,202109,24395.85,-50.413223140495866
OPTIDXNIFTY18-08-2026PE24450.00,Index Options,NIFTY,18-Aug-2026,Put,24450,107.1,906800,73070.3974,41862,24395.85,-15.20190023752969
OPTIDXNIFTY18-08-2026CE24800.00,Index Options,NIFTY,18-Aug-2026,Call,24800,9.5,905114,5995.0225789999995,165741,24395.85,-49.60212201591512
OPTIDXNIFTY18-08-2026PE24500.00,Index Options,NIFTY,18-Aug-2026,Put,24500,134.65,904874,89848.55895600001,67594,24395.85,-12.050947093403005
OPTIDXNIFTY18-08-2026CE24700.00,Index Options,NIFTY,18-Aug-2026,Call,24700,20.2,840453,11248.2027255,116418,24395.85,-41.61849710982659
OPTIDXNIFTY18-08-2026PE24250.00,Index Options,NIFTY,18-Aug-2026,Put,24250,35.7,810886,25774.01151,44725,24395.85,-30.746847720659552
OPTIDXNIFTY18-08-2026CE25100.00,Index Options,NIFTY,18-Aug-2026,Call,25100,1.85,744104,1180.148944,58900,24395.85,-47.142857142857146
OPTIDXNIFTY18-08-2026PE24100.00,Index Options,NIFTY,18-Aug-2026,Put,24100,13.8,720082,9281.496939,71875,24395.85,-42.738589211618255
OPTIDXNIFTY18-08-2026CE24550.00,Index Options,NIFTY,18-Aug-2026,Call,24550,54.8,697474,24494.938143000003,55280,24395.85,-28.131147540983605
