symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,103001,43040429,43143430,1629362.658144,67889476857044.7,3286228.6860909997,8067635,24231.85
HDFCBANK,265945,329689,595634,1262516.59053,160018505471.5,1276111.965245,1018666,725.05
ICICIBANK,78635,86527,165162,779739.0538,86442350582.0,784728.73962,235166,1411.9
AXISBANK,99208,102201,201409,778162.7540625,81082250443.75,784182.6335,221019,1251.0
BANKNIFTY,27795,4435319,4463114,482271.94611300004,7691798056983.9,769627.7759519999,1516513,57495.9
TCS,122288,161084,283372,635136.72228,85251166764.75,643185.5899275,283365,2298.0
RELIANCE,84626,211536,296162,556904.00825,141477564125.0,569244.2495,499494,1313.2
INFY,112630,271978,384608,513196.3688,125375400932.0,523944.95812,373457,1130.0
BHARTIARTL,54203,80477,134680,502811.982735,75429642705.0,506821.114785,186953,1941.7
JSWSTEEL,48467,54697,103164,425364.928605,48492055775.25,429203.6713575,79361,1299.7
HINDALCO,50453,98338,148791,363953.00585,71873990580.0,369812.77165,121015,1029.85
BAJFINANCE,43430,81099,124529,359140.199775,67579831545.0,365072.115225,149357,1095.0
DIXON,45816,363619,409435,335779.42748,271041582604.5,360808.478525,119333,14850.0
BSE,46193,400550,446743,309701.13742,275791023576.0,337631.97318,197840,3291.1
WIPRO,59130,43447,102577,321902.7645,24007003440.0,324298.8489,116755,181.0
SBIN,37876,155979,193855,299285.9547,126620117340.0,309981.9531,298596,1048.0
KOTAKBANK,38060,45345,83405,303492.0236,36411599580.0,306900.9194,135885,397.35
MCX,39267,375769,415036,273014.1514125,264899086553.25,306219.704445,107932,3126.0
COFORGE,29074,151404,180478,259192.0017475,135059134514.25,273824.94689,69459,1882.0
ETERNAL,32900,102834,135734,260989.661305,81823914761.0,271361.035165,122302,327.95
HCLTECH,49239,49106,98345,262584.31536,26545222756.0,264980.18292,101384,1318.4
IDEA,25402,22857,48259,255654.1172325,23916023174.25,259593.697725,122251,14.03
LT,35414,82409,117823,253340.83698,59457346957.75,259304.4315575,131561,4081.0
SWIGGY,48922,78733,127655,250251.4352325,41625081362.0,256483.8788525,80403,279.0
TRENT,35012,43189,78201,233764.94979,29627143798.5,236608.667775,95618,2970.0
ITC,48612,127750,176362,225921.3323175,61180907459.25,232537.746285,242360,271.65
SBICARD,43277,106417,149694,224070.07544,56248578160.0,229613.45704,58434,647.05
NTPC,44784,29385,74169,226487.2368,15328383330.0,228312.2451,131019,337.5
