symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-2.1044546850998533,-2.5535168195718723,-0.23,0.53,-5.9,-1.87,-3.08,3.35
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-0.4942339373970416,5.209297261989007,-0.23,0.53,,-0.26,4.68,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-2.229529759947392,-7.087500000000006,-0.23,0.53,-2.03,-2.0,-7.62,-5.06
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-2.2163120567375887,3.1582733812949706,-0.23,0.53,-2.03,-1.99,2.63,5.19
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-2.3458445040214584,-2.350519412130793,-0.23,0.53,-2.03,-2.12,-2.88,-0.32
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,9.566787003610107,16.172248803827753,-0.23,0.53,13.12,9.8,15.64,3.05
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-0.0187969924812072,9.074131036604122,-0.23,0.53,-1.56,0.21,8.54,10.63
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-0.605073306958335,1.4489311163895542,-0.23,0.53,-1.56,-0.38,0.92,3.01
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,2.808344198174702,-6.681656804733732,-0.23,0.53,-1.91,3.04,-7.21,-4.77
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-3.598635322708791,-5.032228360957651,-0.23,0.53,-0.31,-3.37,-5.56,-4.72
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,2.4355005159958742,5.77578857630009,-0.23,0.53,4.7,2.67,5.25,1.08
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,6.691729323308275,9.45906855655194,-0.23,0.53,13.12,6.92,8.93,-3.66
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,2.250661959399824,1.1790393013100438,-0.23,0.53,4.93,2.48,0.65,-3.75
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,3.3783639584267067,13.045507584597432,-0.23,0.53,4.93,3.61,12.52,8.12
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-4.651268321459364,-7.890583903208837,-0.23,0.53,-5.9,-4.42,-8.42,-1.99
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,-4.836580766813328,0.2682119205297983,-0.23,0.53,,-4.61,-0.26,
ADANIPORTS,Transportation,Other Transportation,,unmapped,-2.797887975613732,-1.3152804642166318,-0.23,0.53,,-2.57,-1.85,
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,3.595997498436523,5.395431698161224,-0.23,0.53,4.93,3.83,4.87,0.47
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,0.8066614623991584,-3.7515527950310616,-0.23,0.53,-2.03,1.04,-4.28,-1.72
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,-2.845334604991254,-12.221743501364342,-0.23,0.53,-2.03,-2.62,-12.75,-10.19
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,1.853832442067732,-1.6353933551385782,-0.23,0.53,-0.31,2.08,-2.17,-1.33
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,6.809776491397334,21.25775830595109,-0.23,0.53,13.12,7.04,20.73,8.14
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,0.0248323814253786,5.472636815920398,-0.23,0.53,-1.91,0.25,4.94,7.38
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.7052389176741476,-2.0028409090909123,-0.23,0.53,-5.9,-0.48,-2.53,3.9
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,8.294062205466542,16.366214300182296,-0.23,0.53,4.93,8.52,15.84,11.44
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,0.2464558342420977,5.226648351648356,-0.23,0.53,13.12,0.48,4.7,-7.89
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,2.263732784549633,9.826589595375728,-0.23,0.53,-1.56,2.49,9.3,11.39
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-0.1977066034005535,1.8563357546408397,-0.23,0.53,-3.89,0.03,1.33,5.75
