symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,190.0,174.0,,,,False,190390.85,0.036,3.432,,4392
21STCENMGM,39.37,30.6,30.6,,,,True,3707.15,0.762,9.822,,2110
360ONE,1154.0,1060.6,1031.3,,,,False,1452915.45,0.029,3.032,,1699
3BBLACKBIO,1321.9,1125.0,1085.0,,,,False,12846.45,0.051,3.502,,70
3IINFOLTD,22.47,17.0,16.25,,,,False,857120.15,0.156,6.063,,5251
3MINDIA,36880.0,33320.0,30800.0,,,,False,4405.85,0.007,4.267,,5977
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,3458.25,0.001,2.625,-5.797,4531
5PAISA,400.0,351.55,299.0,,,,False,77859.45,0.049,3.255,,2150
63MOONS,784.9,650.0,596.65,,,,False,422301.5,0.1,3.666,,5211
A2ZINFRA,14.72,12.0,12.0,,,,False,220495.8,0.066,3.452,,3849
AAATECH,102.2,85.0,85.0,,,,False,16988.15,0.007,5.931,,1412
AADHARHFC,563.0,492.5,449.8,,,,False,442618.2,0.022,5.626,,550
AAKASH,9.9,8.56,8.55,9.9,8.56,20.0,False,123637.7,0.068,2.895,-10.606,2028
AAREYDRUGS,88.37,73.41,73.41,,,,False,15398.2,1.559,7.859,,1230
AARNAV,37.4,23.51,21.75,,,,False,153489.75,0.083,4.515,,103
AARON,154.8,111.15,111.15,,,,False,54670.8,0.062,6.178,,1940
AARTECH,60.98,44.85,39.98,,,,False,179263.05,0.002,10.117,,755
AARTIDRUGS,435.25,376.1,365.0,,,,False,206114.75,0.045,4.384,,5661
AARTIIND,510.9,462.05,424.0,,,,False,788166.4,0.03,3.095,,5982
AARTIPHARM,735.0,654.0,604.15,,,,False,138283.25,0.048,3.937,,865
AARTISURF,409.2,361.6,355.2,,,,False,9956.35,0.07,3.226,,1498
AARVI,168.4,138.0,123.05,168.4,138.0,20.0,False,62167.45,0.051,2.87,-9.448,2176
AASTHA,140.01,75.48,75.48,,,,False,5935428.89,0.085,5.477,,18
AATMAJ,20.5,16.7,16.7,,,,False,3300.0,1.212,7.046,,760
AAVAS,1544.9,1350.0,1247.6,,,,False,75320.0,0.035,4.182,,1931
ABAN,16.0,12.89,12.89,,,,False,66924.0,0.023,4.104,,5948
ABANSENT,30.4,25.65,24.51,,,,False,5084.3,0.0,3.242,,70
ABB,7924.5,6715.5,6566.0,,,,False,391113.85,0.061,5.421,,5982
ABBOTINDIA,28940.0,25550.0,25200.0,,,,False,12928.85,0.028,6.795,,5952
ABCAPITAL,411.4,384.0,334.8,411.4,384.0,20.0,False,3323892.35,0.043,2.808,-4.193,2203
ABCOTS,225.99,198.17,197.69,,,,False,22958.6,0.0,3.843,,1114
ABDL,711.7,580.0,525.4,,,,False,543319.15,0.009,6.27,,517
ABFRL,63.84,55.1,55.1,,,,False,4953822.3,0.034,6.34,,3216
ABINFRA,11.99,9.78,8.82,,,,False,2224299.75,0.021,5.114,,1731
ABLBL,100.04,91.9,91.9,,,,False,577687.75,0.034,3.701,,275
ABMINTLLTD,47.99,39.15,39.15,,,,False,1450.9,0.724,3.804,,2491
ABMKNO,222.91,190.0,190.0,,,,False,2891.25,0.002,3.593,,70
ABREL,1470.0,1335.6,1155.0,,,,False,139885.15,0.03,3.409,,7674
ABSLAMC,1203.6,973.3,973.3,,,,False,353895.7,0.044,5.696,,1189
ABSMARINE,248.8,215.0,215.0,,,,False,38650.0,1.19,4.229,,543
ACC,1405.0,1312.0,1297.0,,,,False,164246.6,0.101,3.123,,5979
ACCELYA,1180.0,1085.9,1085.9,,,,False,8219.7,0.029,3.182,,5979
ACCENTMIC,530.0,481.0,411.5,530.0,481.0,20.0,False,70925.0,0.599,2.817,-4.858,644
ACCORD,211.0,139.9,50.5,,,,False,17500.0,0.0,31.009,,1984
ACCURACY,5.62,4.78,4.78,,,,False,48341.7,0.043,4.069,,1989
ACE,1087.5,957.8,850.5,,,,False,717004.4,0.05,3.294,,4895
ACEINTEG,23.49,19.0,18.75,,,,False,7176.2,1.091,4.719,,2232
ACI,604.25,516.55,508.5,,,,False,337731.85,0.031,3.961,,913
ACL,53.5,46.34,46.34,,,,False,17146.6,0.027,4.892,,3879
ACMESOLAR,398.65,344.7,278.7,,,,False,1644794.1,0.055,3.673,,425
ACSTECH,46.5,39.2,31.71,,,,False,217948.1,0.005,3.336,,70
ACUTAAS,3740.0,3100.0,2864.2,,,,False,384018.15,0.068,4.406,,1208
ADANIENSOL,1789.0,1495.9,1332.1,,,,False,2603908.1,0.06,5.433,,2716
ADANIENT,3245.0,2992.5,2684.0,,,,False,1587792.5,0.064,3.945,,5981
ADANIGREEN,1631.5,1352.0,1351.6,,,,False,2831923.9,0.046,5.092,,2006
ADANIPORTS,1891.1,1752.1,1745.2,,,,False,1510936.95,0.067,4.427,,4605
ADANIPOWER,228.94,207.65,207.65,,,,False,28501181.15,0.042,3.468,,4182
ADFFOODS,346.95,286.05,259.4,,,,False,971049.75,0.01,5.205,,3918
ADL,74.0,67.1,66.0,74.0,67.1,20.0,False,957.85,0.194,1.822,-5.122,1440
ADOR,1597.0,1235.0,1066.2,,,,False,81197.0,0.011,4.986,,5979
ADROITINFO,9.72,8.36,8.36,,,,False,19807.8,0.002,3.076,,2665
ADSL,129.75,111.51,111.51,,,,False,175677.2,0.083,3.893,,4691
ADVAIT,2363.5,2050.0,1916.9,,,,False,40152.8,0.056,3.595,,131
ADVANCE,123.3,106.31,93.77,,,,False,343582.4,0.121,3.392,,201
ADVANIHOTR,54.54,50.83,50.0,54.54,50.83,20.0,False,20469.2,0.023,2.837,-4.657,4712
ADVENTHTL,164.0,137.0,120.02,,,,False,646480.5,0.004,4.429,,178
ADVENZYMES,335.4,298.5,297.0,,,,False,270378.95,0.083,3.815,,2471
AEGISLOG,1434.5,1164.4,705.0,,,,False,2287641.25,0.019,3.441,,5976
AEGISVOPAK,311.49,230.41,182.5,,,,False,3588679.3,0.019,5.016,,291
AEPL,17.9,14.01,14.01,,,,False,15744.9,0.015,3.653,,95
AEQUS,274.39,220.0,173.6,,,,False,8521308.95,0.017,5.665,,159
AEROENTER,143.9,115.3,93.4,,,,False,677498.45,0.04,4.485,,913
AEROFLEX,508.0,396.1,376.15,,,,False,1525023.6,0.31,5.423,,720
AERONEU,94.89,83.15,83.15,94.89,83.15,20.0,False,50880.55,0.273,2.744,-8.273,875
AEROPLANE,197.7,145.42,117.2,,,,False,883101.35,0.013,5.404,,83
AETHER,1538.5,1305.0,1042.0,,,,False,354599.55,0.024,5.086,,1029
AFCONS,316.6,279.15,279.15,,,,False,1724698.9,0.021,4.411,,432
AFFLE,1654.4,1419.1,1390.5,,,,False,499106.5,0.167,3.983,,1726
AFFORDABLE,213.1,162.6,161.6,,,,False,21980.6,0.033,4.732,,437
AFIL,10.6,8.99,8.77,,,,False,595956.65,0.002,3.184,,521
AFSL,205.0,201.0,200.0,205.0,201.0,20.0,False,5647.35,0.0,2.881,-1.488,888
AGARIND,556.0,471.1,402.8,,,,False,238608.05,0.176,3.319,,3005
AGARWALEYE,505.0,463.0,437.0,505.0,463.0,20.0,False,87908.0,0.125,2.739,-2.01,366
AGARWALFT,41.65,39.45,28.55,,,,False,975.0,0.0,7.512,,842
AGI,731.0,657.5,577.95,,,,False,94411.35,1.66,3.355,,5981
AGIIL,366.05,301.0,301.0,,,,False,2165531.45,0.153,5.281,,509
