symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
ESAFSFB,36.93,13,14.86780715396579,14.34,16.9,47.65,,8.85,1.8649935815004492,34.13,38.78,False,0,Buy,Finance
INDSWFTLAB,235.01,13,16.920398009950244,16.39,12.22,42.78,,5.72,10.579963381829309,219.14,246.76,False,0,Buy,Health Technology
GNA,512.95,13,17.379862700228845,16.85,12.45,43.89,,44.07,27.86184705758749,471.16,538.6,False,0,Buy,Producer Manufacturing
UJJIVANSFB,70.16,13,24.97328108300676,24.44,27.0,50.67,,16.6,2.72791055798697,66.07,73.67,False,0,Buy,Finance
J&KBANK,179.06,13,13.042929292929289,12.51,15.07,48.83,,12.67,7.230682368558626,168.21,188.01,False,0,Buy,Finance
JSFB,530.0,13,17.15296198054819,16.62,19.18,46.91,,13.09,20.372776373768897,499.44,556.5,False,0,Buy,Finance
GRANULES,854.25,13,11.666666666666666,11.14,6.97,59.14,,10.21,26.05729819767229,815.16,896.96,False,2,Buy,Health Technology
NOVARTIND,1604.2,13,12.844682048396184,12.31,8.14,57.77,,10.96,83.69742194978355,1478.65,1684.41,False,0,Buy,Health Technology
UNICHEMLAB,538.55,13,22.9987438620532,22.47,18.3,50.21,,27.6,30.848100362176886,492.28,565.48,False,0,Buy,Health Technology
GUFICBIO,386.65,13,6.912760956726117,6.38,2.21,48.45,,15.87,15.698476351258014,363.1,405.98,False,0,Buy,Health Technology
BALPHARMA,88.54,13,7.844092570036556,7.31,3.14,59.19,,16.32,3.833183804411216,82.79,92.97,False,0,Strong buy,Health Technology
PFOCUS,288.0,13,37.18205201486139,36.65,37.49,55.8,,27.43,12.29947138076005,269.55,302.4,False,0,Strong buy,Consumer Services
SETL,271.0,13,27.28382884786999,26.75,22.58,67.99,,12.66,13.55161147487104,250.67,284.55,False,0,Buy,Health Technology
IIFL,586.8,13,14.252336448598117,13.72,15.81,52.47,,19.7,19.642531348202837,557.34,616.14,False,0,Strong buy,Finance
SGFIN,679.35,13,15.702971983309212,15.17,17.26,51.19,,6.51,36.33340650073554,624.85,713.32,False,0,Buy,Finance
ACE,1074.5,13,8.755060728744938,8.23,10.67,44.64,,8.89,37.07761766471307,1018.88,1128.23,False,0,Buy,Producer Manufacturing
RELTD,174.1,13,7.808533036101298,7.28,13.71,54.28,,12.84,7.427664974578186,162.96,182.8,False,0,Buy,Utilities
SPECIALITY,132.02,13,3.7566802892172393,3.23,4.07,65.39,,16.65,6.889760837333064,121.69,138.62,False,0,Buy,Consumer Services
ARMANFIN,1933.0,13,14.90904767566282,14.38,16.47,62.88,,7.05,72.7707694036558,1823.84,2029.65,False,0,Buy,Finance
LALPATHLAB,1833.1,13,7.92463938769502,7.39,3.22,66.51,,5.98,58.975988787001725,1744.64,1924.76,False,2,Buy,Health Services
