symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,56956,37801562,37858518,899714.4566085001,59570061528043.95,2989512.1320479997,6324614,24250.2
BANKNIFTY,19196,1266855,1286051,330226.041519,2193202206814.2,553306.289661,767010,57205.9
INFY,73224,314304,387528,338602.73472,147636283860.0,374662.23332,376644,1153.5
ASIANPAINT,37189,235126,272315,260444.57595,168040895270.0,294289.52865,73255,2761.0
KPITTECH,36490,206627,243117,178952.96344,105300837246.5,215887.278405,42906,638.5
HINDUNILVR,28035,211867,239902,177005.52015,136605452352.0,196888.28367,116245,2120.0
TCS,31771,160288,192059,175051.460025,89848061268.75,194232.5677125,237169,2440.0
ADANIPORTS,20537,126869,147406,170122.3939425,108620553123.0,192780.4101725,83131,1721.0
JIOFIN,28333,117229,145562,165141.514515,70394179617.5,181691.80194,119461,248.75
RELIANCE,24954,193329,218283,160132.4302,127147307310.0,180881.5033,436622,1277.1
LT,22284,172138,194422,154709.43229,121455403328.0,174771.95057,138466,3927.0
HDFCBANK,31951,206302,238253,156003.77273,104139103562.0,173634.47335,746120,748.3
ETERNAL,18643,70419,89062,141209.986335,54177269932.0,154704.316905,104828,311.7
SWIGGY,24583,69890,94473,126971.2172025,37915399755.75,141688.95726,49698,286.5
COFORGE,13353,91149,104502,109962.9475925,76551961400.0,132791.1815925,60436,1707.0
M&M,16986,70386,87372,110727.29222,47506707084.0,121397.20306,125745,3228.0
KALYANKJIL,11188,56699,67887,94057.17678,49707719361.0,120444.04539,44513,630.65
KAYNES,16655,115189,131844,88721.713845,64760388373.5,118005.57258,40129,3655.0
ICICIBANK,10240,58069,68309,102621.98716,59383092006.0,110675.96722,205932,1437.8
ADANIENT,10003,66379,76382,93564.7430817,64081996734.3,107936.4032247,78713,3025.0
AXISBANK,11777,58483,70260,90718.96725,46324508331.25,97768.6755625,184383,1235.9
WIPRO,16222,54713,70935,89413.9779,31424653950.0,95592.8424,120529,183.3
DIVISLAB,10883,66670,77553,83994.82329,52801108011.0,95271.5034,60325,7814.5
DIXON,11023,74543,85566,76969.31028,54061989480.0,90398.73008,79227,14230.0
CHOLAFIN,7131,33298,40429,80953.4698125,38982452318.75,89750.618,32511,1798.1
BHARTIARTL,8372,63908,72280,77614.19573,60369436383.0,87153.47956,145722,1946.0
COLPAL,12934,82121,95055,77094.67524,50156820903.75,86614.3492775,26132,2174.9
SAIL,10030,21005,31035,81173.43069,17739622472.0,86349.31791,48224,171.39
BAJFINANCE,9644,34762,44406,76663.74645,28294867702.5,83157.698475,133607,1050.1
TVSMOTOR,10522,48601,59123,74875.49916,35362160202.25,83030.6861825,85816,4055.0
BEL,13422,98360,111782,74185.1741025,56893560038.25,82969.804485,141556,387.5
LAURUSLABS,4619,32702,37321,70098.695645,50218317254.0,80210.918185,41944,1778.1
VBL,12589,68300,80889,71130.0135225,40404137859.75,79170.54462,72109,447.3
PAYTM,7532,23509,31041,72260.9961375,23214540165.0,78901.2377875,48984,1333.0
ABB,7513,40759,48272,68502.7540625,38676016388.75,78172.29295,28323,7314.0
PATANJALI,18797,33850,52647,71327.0357175,13554826370.75,76259.628175,43345,357.0
SUZLON,10383,56187,66570,62598.6556,36655940531.0,71405.28391,63766,47.52
BHEL,5490,32242,37732,58239.19395,35898852412.5,67357.874325,48957,404.45
AMBUJACEM,11939,38463,50402,62724.16788,20709007776.0,67044.42564,84304,434.5
HCLTECH,11481,41114,52595,61906.61492,22505397948.0,66865.2344,93307,1341.0
MARUTI,8098,56184,64282,55823.61667,39972818853.0,63077.9552,78496,13929.0
HEROMOTOCO,6543,41045,47588,51098.01582,32998216051.5,58665.076335,48004,5155.0
TATASTEEL,10168,52010,62178,52581.284525,27738613732.5,58434.48435,106402,187.5
BSE,6543,53626,60169,46418.8135,39909146608.0,56267.07958,80057,3540.0
HINDALCO,7362,32296,39658,49546.06181,22587698126.0,53861.84307,101180,964.0
MIDCPNIFTY,2084,93780,95864,36793.723728000004,166145743359.6,52493.127323999994,62092,14683.05
LODHA,5842,40969,46811,45018.4423125,33636419000.0,52386.6323125,36114,1303.0
SBIN,5978,46950,52928,45814.407,36966009615.0,52383.37815,187327,1014.0
EICHERMOT,5514,61101,66615,42824.9373,49106883511.0,51538.97241,76822,7796.0
BANDHANBNK,7561,28232,35793,46581.50952,18596890368.0,50662.0332,64205,173.4
PHOENIXLTD,6590,35745,42335,44463.50783,24849905510.5,50072.922935,17395,1903.0
ITC,8893,70375,79268,44326.0880025,35868028655.25,49683.335805,162568,286.1
MARICO,4385,13756,18141,46256.6994,14945413416.0,49602.43356,17413,878.5
OFSS,3304,29644,32948,38310.20055,35304113100.0,47370.73155,27780,11398.0
TECHM,4046,19908,23954,40111.22004,20008357140.0,44645.38344,43352,1642.1
BAJAJ-AUTO,4312,54030,58342,37087.849965,47174597974.5,44563.42971,53861,11325.5
WAAREEENER,8156,44390,52546,38643.7470475,22237897246.25,44234.20701,60871,2726.5
POWERINDIA,4961,23781,28742,39118.2429125,19629471973.75,44214.21265,33551,31600.0
LTF,5960,16018,21978,41164.095825,11632341600.0,43946.211825,33600,309.75
CGPOWER,5598,19780,25378,39728.42166,14688131461.0,42691.47627,37108,830.0
ASHOKLEY,4746,17339,22085,37713.1565,14306236750.0,41641.149,44156,157.9
ADANIENSOL,3424,10045,13469,38487.62331,11650011556.5,41216.353875,38099,1663.0
CUMMINSIND,3551,6417,9968,38567.91824,7276629670.0,40377.21494,27315,5375.0
DRREDDY,5034,29599,34633,35957.5190625,21848680975.0,38832.8913125,47680,1143.0
ADANIGREEN,4088,19457,23545,33836.25288,17145837144.0,38726.46432,65730,1373.0
MANAPPURAM,3225,6123,9348,35592.5982,6951666750.0,38021.0157,23006,370.75
COALINDIA,6275,37871,44146,34480.599615,21586704417.0,37502.188785,93841,410.0
JSWSTEEL,4091,13319,17410,35278.01883,11710533588.75,37304.3597175,66565,1273.5
JINDALSTEL,4646,32512,37158,31748.0795625,22882023206.25,36491.811625,30969,1088.8
RADICO,4843,22518,27361,31725.5067,15125832229.5,36184.978995,11109,4375.0
INDIGO,3921,33607,37528,31035.81774,26967819564.0,36125.56338,58718,5279.0
