date,symbol,subject,details,category
26-Sep-2026 00:29:48,RPOWER,Resignation of Director/KMP/SMP,Reliance Power Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
26-Sep-2026 00:12:30,RPGLIFE,General Updates,RPG Life Sciences Limited has informed the Exchange about General Updates,General Updates
26-Sep-2026 00:04:24,WHEELS,Outcome of Board Meeting,"Wheels India Limited has informed the Exchange regarding Outcome of Committee Meeting held on September 25, 2026.",Outcome of Board Meeting
25-Sep-2026 23:55:15,CPPLUS,Allotment of Securities,"Aditya Infotech Limited has informed the Exchange regarding allotment of 4326507 securities pursuant to Qualified Institution Placement at its meeting held on September 25, 2026",Allotment of Securities
25-Sep-2026 23:39:50,ICICIBANK,Updates,"ICICI Bank Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of the SEBI( Listing Obligations and Disclosure Requirements) Regulations, 2015'.",Updates
25-Sep-2026 23:30:11,AEGISLOG,General Updates,Aegis Logistics Limited has informed the Exchange about Incorporation of a step-down subsidiary,General Updates
25-Sep-2026 23:27:02,RPOWER,Trading Window,"Reliance Power Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Sep-2026 23:21:51,AEGISVOPAK,General Updates,Aegis Vopak Terminals Limited has informed the Exchange about Incorporation of a wholly owned subsidiary,General Updates
25-Sep-2026 23:16:25,RPOWER,Change in Director(s),Reliance Power Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s)
25-Sep-2026 23:06:22,STLNETWORK,Credit Rating- New,STL Networks Limited has informed the Exchange about Credit Rating- assigned by by Infomerics Valuation and Rating Limited,Credit Rating- New
25-Sep-2026 23:04:02,AEGISLOG,General Updates,Aegis Logistics Limited has informed the Exchange about Incorporation of a step-down subsidiary in Singapore.,General Updates
25-Sep-2026 23:01:21,DPSCLTD,Corporate Insolvency Resolution Process,DPSC Limited has informed the Exchange about Corporate Insolvency Resolution Process regarding Post facto intimation of the 8th (Eighth) Meeting of the Committee of Creditors (CoC) of India Power Corporation Limited (IPCL),Corporate Insolvency Resolution Process
25-Sep-2026 22:55:06,PFOCUS,Analysts/Institutional Investor Meet/Con. Call Updates,Prime Focus Limited has informed the Exchange about Schedule of Institutional Investor(s) Meeting.,Analysts/Institutional Investor Meet/Con. Call Updates
25-Sep-2026 22:49:03,RELIANCE,Credit Rating,Reliance Industries Limited has informed the Exchange about Credit Rating,Credit Rating
25-Sep-2026 22:47:18,ENIL,General Updates,Entertainment Network (India) Limited has informed the Exchange about General Updates,General Updates
25-Sep-2026 22:40:53,TNTELE,Updates,Tamilnadu Telecommunication Limited has informed the Exchange regarding 'AGM procedding'.,Updates
25-Sep-2026 22:38:22,SANOFI,Action(s) taken or orders passed,"Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015   Receipt of Show Cause Notice from GST Authorities",Action(s) taken or orders passed
25-Sep-2026 22:36:35,TNTELE,Shareholders meeting,"Tamilnadu Telecommunication Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 25, 2026. Further, the company has informed the Exchange regarding voting results along with copy of scrutinizers report together with copy of minutes.",Shareholders meeting
25-Sep-2026 22:34:07,LICI,General Updates,Life Insurance Corporation Of India has informed the Exchange about the notification of Govt of India for the approval of voluntary retirement of Shri Dinesh Pant.,General Updates
25-Sep-2026 22:32:20,SHIVAMAUTO,Shareholders meeting,"Shivam Autotech Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 25, 2026",Shareholders meeting
