symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
POLICYBZR,199675,132387,67288,50.83,1204898,409232.6589,485441244953,133816.63953,1166
FINNIFTY,46621,36755,9866,26.84,184610,3258.50566,277275998726,7934.12726,25094
MIDCPNIFTY,259088,220589,38499,17.45,1391531,263794.8098,2328962908699,84081.25699,14027
FORTIS,24594,21021,3573,17.0,64947,79672.64957,34886177546,3030.19296,837
NIFTYNXT50,1719,1541,178,11.55,1570,6933.54793,2142672052,79.89552,71778
ZYDUSLIFE,25732,23403,2329,9.95,60556,124137.06921,53558203860,4630.0986,1203
HYUNDAI,29291,26735,2556,9.56,111061,80699.61182,57437210399,4280.21899,2115
OFSS,46636,42772,3864,9.03,235654,180219.08699,233037091215,23078.71215,10770
MCX,101873,94966,6907,7.27,275203,221899.14711,190755912951,22619.37951,3324
ICICIPRULI,38735,36126,2609,7.22,31855,70951.32802,6704612121,852.70496,463
PIDILITIND,18594,17482,1112,6.36,27523,63538.3829,14581265235,1001.65235,1517
NIFTY,10164396,9561670,602726,6.3,95080884,1610018.96939,143220247590615,4262890.72365,23140
TMPV,150100,141607,8493,6.0,149533,189075.6008,53357700272,7002.84272,290
FEDERALBNK,66680,63162,3518,5.57,92660,211784.1015,55016322800,6081.728,322
INFY,400086,379643,20443,5.38,457990,448052.32704,142686735820,15457.7582,1000
TRENT,77604,74148,3456,4.66,86884,192424.12877,34634877129,3356.07129,2669
PAYTM,67765,64756,3009,4.65,200154,255466.7628,224218140406,24439.46406,1674
DLF,70808,67754,3054,4.51,78529,176720.49454,33191768230,2954.2473,683
SONACOMS,22626,21673,953,4.4,30020,89991.56642,21774679927,2156.59927,824
MAZDOCK,63971,61361,2610,4.25,53706,102136.14846,17377605992,2279.25992,2199
CIPLA,53353,51301,2052,4.0,98649,109341.33499,48723227136,3115.28136,1399
MOTHERSON,35805,34494,1311,3.8,29666,148948.71652,15258037455,1301.2908,165
POWERINDIA,66271,63879,2392,3.74,135902,89325.26399,99316004804,5727.29804,31035
SHREECEM,29320,28357,963,3.4,25417,82350.87478,6119774874,193.31124,22520
BAJAJFINSV,71781,69441,2340,3.37,64589,108899.46678,24371811738,3234.51738,1771
ABCAPITAL,23930,23151,779,3.36,24944,107047.57002,19833959619,2162.60619,390
DIVISLAB,87948,85222,2726,3.2,97143,233969.84833,70118321962,5576.21962,9619
DELHIVERY,25818,25022,796,3.18,20990,91910.86672,9427491961,830.19961,422
GRASIM,48086,46719,1367,2.93,32100,135954.24562,12070778225,626.33225,3191
BHEL,57947,56305,1642,2.92,68516,181433.46926,58049150696,5277.88196,418
BANKNIFTY,1791534,1744496,47038,2.7,8566910,786642.22522,14296353618925,526120.65925,55580
ASIANPAINT,64907,63248,1659,2.62,82356,108213.1206,39848033880,2589.8888,2444
JSWSTEEL,82558,80721,1837,2.28,75619,424552.45142,23436436387,2144.92387,1277
RADICO,18270,17873,397,2.22,45247,42880.23666,27096362287,1822.52287,4557
BANDHANBNK,60387,59130,1257,2.13,53854,115746.30288,25303912524,4051.24524,187
M&M,134966,132163,2803,2.12,174977,257862.3096,82818873154,11376.83154,3035
MOTILALOFS,15866,15537,329,2.12,26248,44858.25511,17002517447,1428.72947,1029
ICICIBANK,292161,286116,6045,2.11,285682,1032187.83899,165609288908,11572.38908,1326
CHOLAFIN,39564,38746,818,2.11,53562,189171.23737,37827378112,3652.90612,1662
POWERGRID,65553,64203,1350,2.1,50698,132093.71026,12845101582,1123.22832,269
ADANIPORTS,73922,72561,1361,1.88,80050,198321.91141,48277235028,3045.43528,1788
KOTAKBANK,147130,144562,2568,1.78,69767,346550.76,22253342200,2110.722,404
TITAN,67676,66498,1178,1.77,67398,116697.57678,46092518143,2154.63143,4884
TATASTEEL,204804,201439,3365,1.67,172082,271799.9471,63368241475,6549.246,187
TIINDIA,21538,21211,327,1.54,19584,53126.5835,4638032368,203.92368,2511
INDUSINDBK,91029,89691,1338,1.49,63584,250187.99771,16204677482,1997.79482,912
SBIN,308283,303819,4464,1.47,249941,517578.55522,136241889300,13895.493,983
RELIANCE,665248,655832,9416,1.44,496916,771921.6306,233910925190,25095.3519,1226
HINDALCO,114398,112903,1495,1.32,88674,217354.57835,40020818425,3182.60425,977
INDIGO,92013,90822,1191,1.31,113357,226355.23206,61641625524,3938.95524,4940
LUPIN,36805,36329,476,1.31,24899,119441.19199,10446758999,737.24499,2092
WIPRO,137130,135624,1506,1.11,108482,285746.9091,25575939930,3067.8993,164
MAXHEALTH,31441,31111,330,1.06,64233,98214.64164,24859370161,1973.11411,1014
JIOFIN,177061,175284,1777,1.01,90907,200765.73439,29990764343,5004.02843,227
HINDPETRO,36194,35832,362,1.01,24063,113356.71522,6010213243,794.94999,351
NHPC,31538,31230,308,0.99,21070,81716.64884,3035541561,217.85261,76
CDSL,60870,60279,591,0.98,53111,120989.04744,22260790768,2194.41768,1318
RBLBANK,31090,30805,285,0.93,29035,161761.06236,22318671517,1924.45767,415
BIOCON,41610,41243,367,0.89,27029,134189.38525,12950348850,1061.4885,382
GODREJCP,47998,47581,417,0.88,31270,88298.81495,5100765730,880.5073,880
EICHERMOT,64538,64001,537,0.84,58228,129970.51293,30455868252,2679.18252,7360
NIFTYFPI,121,120,1,0.83,196,34.55705,325690332,1.34332,1505
JUBLFOOD,29963,29728,235,0.79,28146,101399.87475,6980876625,590.82875,484
BANKINDIA,28855,28657,198,0.69,12749,54477.81092,3851519620,540.1162,137
IDFCFIRSTB,80392,79912,480,0.6,61617,188686.63772,29848663463,3002.20063,83
LAURUSLABS,53647,53336,311,0.58,76302,332672.06568,97469725012,10492.27012,2007
HEROMOTOCO,55228,54929,299,0.54,69737,161314.28599,40756575993,2714.55993,5360
YESBANK,68544,68177,367,0.54,25923,104625.73054,8034876887,798.70087,22
CONCOR,38076,37878,198,0.52,23102,65695.01112,7088641812,684.91812,461
ALKEM,21156,21049,107,0.51,21819,80620.48543,6444505843,260.93343,5274
COALINDIA,133886,133286,600,0.45,110035,225210.37513,41188543443,2677.82193,426
INDUSTOWER,75856,75537,319,0.42,32832,160145.33154,5179602534,455.80434,374
CUMMINSIND,42083,41909,174,0.42,21431,134687.03048,7932248282,412.48282,4945
PREMIERENE,36868,36717,151,0.41,21539,65345.49755,6214129252,799.62252,896
UNOMINDA,17077,17010,67,0.39,12281,48800.8692,3454927476,170.53476,1218
JSWENERGY,37639,37500,139,0.37,30345,128940.17904,3852703346,377.21846,506
PFC,123331,123034,297,0.24,57998,142962.30312,11772372287,1854.13787,338
INOXWIND,28383,28330,53,0.19,21908,45620.27648,6119552384,815.20384,74
TATAPOWER,89338,89216,122,0.14,44093,117511.10807,12073817674,1683.75174,367
PNBHOUSING,25139,25105,34,0.14,18426,66144.52468,6613008759,453.56759,1094
HDFCBANK,1060407,1059034,1373,0.13,724229,1227079.36292,227178230285,18562.76285,735
ANGELONE,29865,29836,29,0.1,27624,82510.076,12134000475,1284.50475,288
ONGC,68146,68100,46,0.07,64687,86553.02317,26151662947,1423.66072,235
TATACONSUM,50970,50938,32,0.06,30643,104359.97858,6331617781,601.87781,983
