index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23140.5,23063.1,0.34,2026-09-25,2026-09-24,False
NIFTY_BANK,^NSEBANK,55580.4,55438.5,0.26,2026-09-25,2026-09-24,False
NIFTY_NEXT_50,^NSMIDCP,71778.65,71381.45,0.56,2026-09-25,2026-09-24,False
INDIA_VIX,^INDIAVIX,12.16,12.69,-4.18,2026-09-25,2026-09-24,False
SENSEX,^BSESN,73895.74,73580.54,0.43,2026-09-25,2026-09-24,False
