symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,182.0,182.0,,,,False,218758.45,0.412,5.385,,4417
21STCENMGM,46.49,38.81,30.6,,,,False,9977.3,0.583,5.904,,2135
360ONE,1222.9,1128.6,1060.6,,,,False,842905.2,0.791,3.123,,1724
3BBLACKBIO,1588.9,1099.5,1099.5,,,,False,19682.7,2.585,6.717,,95
3IINFOLTD,27.8,21.77,17.0,,,,False,693635.8,0.19,4.783,,5276
3MINDIA,37300.0,32805.0,32330.0,,,,False,3984.3,0.466,5.141,,6002
3PLAND,33.97,31.3,30.22,33.97,31.3,20.0,False,5878.6,0.155,2.843,-3.591,4556
5PAISA,416.95,335.0,335.0,,,,False,78366.2,0.344,5.109,,2175
63MOONS,889.8,739.1,650.0,,,,False,306747.15,1.448,4.692,,5236
A2ZINFRA,17.5,14.06,12.0,,,,False,463477.0,0.361,4.497,,3874
AAATECH,101.98,90.05,85.0,,,,False,26438.85,0.369,4.146,,1437
AADHARHFC,517.8,459.3,459.3,,,,False,354837.7,0.677,4.94,,575
AAKASH,9.59,8.06,8.06,,,,False,127102.9,0.569,3.732,,2053
AAREYDRUGS,94.0,74.6,73.41,,,,False,196218.15,0.746,4.438,,1256
AARNAV,36.9,29.99,23.51,36.9,29.99,20.0,False,42275.25,0.146,2.861,-13.008,128
AARON,147.89,124.68,111.15,,,,False,16297.2,0.525,3.761,,1965
AARTECH,53.36,45.5,44.85,53.36,45.5,20.0,False,101982.4,0.667,2.994,-6.653,780
AARTIDRUGS,453.65,404.5,369.0,,,,False,208755.6,0.818,4.177,,5686
AARTIIND,551.75,483.4,454.5,,,,False,1443702.15,0.636,4.095,,6007
AARTIPHARM,932.6,679.8,650.8,,,,False,1423709.75,0.241,7.262,,890
AARTISURF,677.7,494.6,361.6,,,,False,49739.5,0.446,4.807,,1523
AARVI,161.0,139.71,138.0,,,,False,32675.95,0.908,3.246,,2201
AASTHA,88.37,70.0,70.0,,,,False,1241646.4,0.246,4.966,,43
AATMAJ,20.5,17.8,16.7,,,,False,3200.0,0.0,9.692,,786
AAVAS,1444.5,1234.2,1234.2,,,,False,132087.45,1.74,5.457,,1956
ABAN,20.11,14.25,12.89,,,,False,27214.3,2.233,16.846,,5973
ABANSENT,32.79,25.1,25.05,,,,False,9465.9,1.552,4.568,,95
ABB,7825.0,7258.0,6715.5,,,,False,166266.5,0.984,3.2,,6007
ABBOTINDIA,28635.0,25710.0,25200.0,,,,False,9602.1,0.815,6.403,,5977
ABCAPITAL,425.95,385.1,384.0,,,,False,3157349.4,1.547,4.47,,2228
ABCOTS,225.0,197.0,196.81,225.0,197.0,20.0,False,17552.35,0.138,2.703,-6.858,1139
ABDL,643.9,584.3,580.0,,,,False,348280.1,0.36,3.002,,542
ABFRL,64.1,50.2,50.2,,,,False,6447323.05,0.687,11.223,,3241
ABINFRA,14.44,9.8,9.78,,,,False,10594269.8,0.008,4.249,,1756
ABLBL,95.6,82.61,82.61,,,,False,905474.45,0.95,6.528,,300
ABMINTLLTD,72.8,41.36,39.15,,,,False,5987.45,0.022,8.588,,2516
ABMKNO,205.0,182.01,182.01,205.0,182.01,20.0,False,1485.9,0.72,2.971,-6.878,95
ABREL,1486.0,1318.7,1303.2,,,,False,223053.2,0.379,3.659,,7699
ABSLAMC,1062.0,990.3,973.3,1062.0,990.3,20.0,False,197882.95,2.014,2.887,-3.766,1214
ABSMARINE,298.0,212.9,212.9,,,,False,68500.0,1.927,6.433,,569
ACC,1399.8,1252.9,1252.9,,,,False,126802.95,1.155,6.848,,6004
ACCELYA,1160.0,1119.8,1085.9,1160.0,1119.8,20.0,False,4772.7,0.957,2.259,-2.147,6004
ACCENTMIC,621.0,505.0,451.15,,,,False,53125.0,1.176,7.213,,670
ACCURACY,4.98,4.16,4.16,,,,False,60032.3,0.957,4.538,,2014
ACE,1196.0,1062.3,957.8,,,,False,340284.25,0.468,3.664,,4920
ACEINTEG,19.85,16.98,16.98,19.85,16.98,20.0,False,4338.25,1.255,2.834,-12.997,2258
ACGL,1839.2,1715.5,1715.5,,,,False,614.25,1.024,2.607,,12
ACI,526.75,479.8,479.8,,,,False,371135.05,1.713,3.005,,938
ACL,49.0,43.13,43.13,,,,False,13078.85,0.667,4.307,,3904
ACMESOLAR,411.5,361.8,344.7,411.5,361.8,20.0,False,1915825.2,1.279,2.942,-3.22,450
ACSTECH,54.77,44.5,39.15,,,,False,382704.55,0.155,4.029,,95
ACUTAAS,3399.8,3081.2,3025.0,3399.8,3081.2,20.0,False,256700.9,0.741,2.451,-7.792,1233
ADANIENSOL,1672.0,1348.0,1348.0,,,,False,4567615.0,0.923,5.517,,2741
ADANIENT,3173.7,2830.5,2830.5,,,,False,1886001.3,0.871,4.254,,6006
ADANIGREEN,1416.0,1214.9,1214.9,,,,False,1635308.6,1.611,5.308,,2031
ADANIPORTS,1723.9,1593.1,1593.1,,,,False,2288816.2,1.022,3.561,,4630
ADANIPOWER,217.4,198.0,198.0,,,,False,20559060.6,0.884,3.286,,4207
ADDIND,94.6,71.05,71.05,,,,False,1026.17,0.58,2.251,,12
ADFFOODS,285.7,255.85,255.85,,,,False,133335.1,0.807,3.168,,3943
ADL,78.9,68.01,66.0,78.9,68.01,20.0,False,1076.7,1.245,2.75,-3.169,1466
ADOR,1766.4,1461.2,1220.0,,,,False,63799.9,1.123,3.884,,6004
ADROITINFO,10.84,9.3,8.36,10.84,9.3,20.0,False,26984.0,0.295,2.519,-5.351,2690
ADSL,119.6,100.65,100.65,,,,False,90154.8,0.674,6.253,,4716
ADVAIT,2442.0,2053.0,2050.0,,,,False,74115.3,0.665,5.203,,156
ADVANCE,141.5,112.51,105.93,,,,False,445829.85,0.743,6.057,,226
ADVANIHOTR,53.6,49.0,49.0,,,,False,31857.2,0.87,3.045,,4737
ADVENTHTL,148.95,130.05,130.05,,,,False,191451.7,0.253,3.408,,203
ADVENZYMES,334.2,291.05,291.05,,,,False,279328.5,0.673,5.845,,2496
ADVIKCA,1.26,1.11,1.11,,,,False,304974.0,2.95,2.571,,12
AEGISLOG,1497.8,1180.0,1057.2,,,,False,1012355.9,0.714,5.356,,6001
AEGISVOPAK,299.95,258.3,227.04,,,,False,904817.65,3.458,3.872,,316
AEPL,17.42,14.05,13.3,,,,False,152568.15,1.818,3.669,,120
AEQUS,271.21,233.01,215.0,,,,False,2879853.1,0.579,4.409,,184
AEROENTER,149.0,121.31,115.3,,,,False,740919.9,0.558,3.808,,938
AEROFLEX,570.5,413.6,396.1,,,,False,1535507.4,0.732,5.824,,745
AERONEU,88.0,77.51,77.51,88.0,77.51,20.0,False,42572.85,1.701,2.102,-8.295,900
AEROPLANE,204.0,170.05,126.54,,,,False,460101.25,1.546,4.22,,108
AETHER,1717.0,1561.2,1305.0,1717.0,1561.2,20.0,False,216933.2,1.074,2.915,-4.112,1054
AFCONS,292.0,259.1,259.1,,,,False,1111494.0,0.362,4.926,,457
AFFLE,1748.2,1509.0,1390.5,,,,False,190132.0,2.331,5.3,,1751
AFFORDABLE,200.2,155.01,155.01,,,,False,16810.2,0.442,5.871,,462
AFIL,10.73,8.8,8.8,,,,False,785434.7,0.25,4.163,,546
AFSL,223.0,201.0,201.0,,,,False,23457.85,0.295,3.489,,913
AGARIND,527.85,432.05,432.05,,,,False,31713.25,1.567,6.312,,3030
AGARWALEYE,567.75,489.5,463.0,,,,False,2874459.65,0.223,6.733,,391
AGARWALFT,39.0,29.0,29.0,,,,False,4725.0,1.587,7.932,,868
AGI,806.8,698.0,657.5,,,,False,175619.0,1.137,4.036,,6006
AGIIL,310.2,276.5,276.5,,,,False,1008446.05,0.229,3.036,,534
AGL,15.9,12.64,12.03,,,,False,4820718.9,0.318,4.497,,44
AGNI,17.1,14.45,14.45,,,,False,9125.0,0.548,4.497,,1011
AGRITECH,112.79,100.0,100.0,,,,False,2947.6,1.263,3.191,,3108
