identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY08-09-2026CE24000.00,Index Options,NIFTY,08-Sep-2026,Call,24000,60.5,3918502,264177.567836,282973,23873.45,-32.32662192393736
OPTIDXNIFTY08-09-2026PE24000.00,Index Options,NIFTY,08-Sep-2026,Put,24000,172.5,3366054,248418.15125400003,113724,23873.45,2.6174895895300416
OPTIDXNIFTY08-09-2026PE23900.00,Index Options,NIFTY,08-Sep-2026,Put,23900,112.1,2974713,151823.402094,106732,23873.45,-3.5283993115318415
OPTIDXNIFTY08-09-2026PE23950.00,Index Options,NIFTY,08-Sep-2026,Put,23950,140.0,2310770,143215.747675,42309,23873.45,-0.35587188612099646
OPTIDXNIFTY08-09-2026CE24100.00,Index Options,NIFTY,08-Sep-2026,Call,24100,34.8,2198143,88542.29911149999,186737,23873.45,-35.79335793357934
OPTIDXNIFTY08-09-2026PE23800.00,Index Options,NIFTY,08-Sep-2026,Put,23800,69.65,2054631,62595.360730500004,110095,23873.45,-10.129032258064516
OPTIDXNIFTY08-09-2026CE23900.00,Index Options,NIFTY,08-Sep-2026,Call,23900,102.45,1822791,180921.120705,119585,23873.45,-25.463805020007275
OPTIDXNIFTY08-09-2026CE23950.00,Index Options,NIFTY,08-Sep-2026,Call,23950,80.0,1807872,148346.744832,90955,23873.45,-28.666963887650468
OPTIDXNIFTY08-09-2026CE24200.00,Index Options,NIFTY,08-Sep-2026,Call,24200,19.15,1704419,37723.0535175,181340,23873.45,-39.20634920634921
OPTIDXNIFTY08-09-2026CE24050.00,Index Options,NIFTY,08-Sep-2026,Call,24050,46.4,1700258,91032.663449,119879,23873.45,-33.7615988579586
OPTIDXNIFTY08-09-2026PE23850.00,Index Options,NIFTY,08-Sep-2026,Put,23850,89.7,1363814,54208.196965,56822,23873.45,-5.47945205479452
OPTIDXNIFTY08-09-2026PE23700.00,Index Options,NIFTY,08-Sep-2026,Put,23700,40.6,1352402,24385.160462,92253,23873.45,-18.8
OPTIDXNIFTY08-09-2026CE24150.00,Index Options,NIFTY,08-Sep-2026,Call,24150,25.6,1251903,36911.108051999996,80097,23873.45,-37.78857837181045
OPTIDXNIFTY08-09-2026CE24300.00,Index Options,NIFTY,08-Sep-2026,Call,24300,10.0,1090975,12381.475275,157112,23873.45,-42.363112391930834
OPTIDXNIFTY08-09-2026PE23600.00,Index Options,NIFTY,08-Sep-2026,Put,23600,22.75,1073630,11430.93861,126860,23873.45,-28.233438485804417
OPTIDXNIFTY08-09-2026PE23500.00,Index Options,NIFTY,08-Sep-2026,Put,23500,12.9,1072636,7027.911072000001,162230,23873.45,-37.83132530120482
OPTIDXNIFTY08-09-2026PE23750.00,Index Options,NIFTY,08-Sep-2026,Put,23750,53.55,1033234,24392.588271999997,41415,23873.45,-13.768115942028986
OPTIDXNIFTY08-09-2026PE24050.00,Index Options,NIFTY,08-Sep-2026,Put,24050,205.85,883280,78133.62388,17128,23873.45,3.676655754218081
OPTIDXNIFTY08-09-2026PE24100.00,Index Options,NIFTY,08-Sep-2026,Put,24100,248.9,843477,92036.4145935,51153,23873.45,6.801115640420511
OPTIDXNIFTY08-09-2026CE24250.00,Index Options,NIFTY,08-Sep-2026,Call,24250,13.95,824710,13364.013195,67888,23873.45,-40.889830508474574
