symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
BOSCHLTD,47250.0,15,14.337568058076226,17.24,12.94,40.05,14.55,5.82,1187.756248498995,45468.37,49612.5,False,0,Buy,Producer Manufacturing
TITAN,5074.0,14,4.077781424351826,6.98,2.68,61.86,-0.25,7.1,83.8907432967454,4948.16,5327.7,False,0,Buy,Consumer Durables
BATLIBOI,93.57,14,14.109756097560968,17.01,15.09,51.55,,13.82,4.7794800843416585,86.4,98.25,False,0,Strong buy,Producer Manufacturing
UNIONBANK,186.86,14,9.019836639439912,11.92,10.46,52.26,0.31,9.97,4.685609624222748,179.83,196.2,False,0,Strong buy,Finance
UEL,219.15,14,27.04347826086957,29.94,29.43,56.9,,29.68,11.463958790275576,201.95,230.11,False,0,Buy,Utilities
VADILALIND,7559.5,14,4.782036177143254,7.68,6.41,47.91,,11.74,282.4523546369504,7135.82,7937.48,False,2,Buy,Consumer Non-Durables
SHANKARA,147.33,14,2.8122819260293097,5.71,4.44,56.25,,78.92,2.913559845468228,142.96,154.7,False,0,Buy,Retail Trade
SAHYADRI,356.2,14,13.43949044585987,16.34,14.42,47.81,,12.61,17.99086260184373,329.21,374.01,False,0,Buy,Non-Energy Minerals
SANSERA,3810.6,14,12.806394316163408,15.71,11.41,50.26,,8.59,143.95293710293907,3594.67,4001.13,False,0,Buy,Producer Manufacturing
HNDFDS,622.8,14,7.379310344827578,10.28,9.01,62.21,,34.87,21.10069804661405,591.15,653.94,False,0,Buy,Consumer Non-Durables
IRMENERGY,283.25,14,9.957298136645951,12.86,12.35,46.17,,66.99,10.6530741640286,267.27,297.41,False,0,Buy,Energy Minerals
GUJTHEM,413.05,14,15.927589110300309,18.83,15.44,89.65,,15.97,17.265159440470814,387.15,433.7,False,0,Buy,Health Technology
MUKKA,26.85,14,18.2819383259912,21.18,19.91,45.07,,16.31,1.257085864389613,24.96,28.19,False,0,Strong buy,Consumer Non-Durables
VARROC,824.4,14,19.88657020286483,22.79,18.49,43.92,,8.69,35.00346062917061,771.89,865.62,False,0,Buy,Producer Manufacturing
DEEPINDS,693.65,14,13.156606851549752,16.06,14.14,46.85,,34.43,34.70129268304005,641.6,728.33,False,0,Buy,Industrial Services
WSTCSTPAPR,629.05,14,10.35964912280701,13.26,11.34,48.79,,10.17,25.39307642411131,590.96,660.5,False,0,Buy,Producer Manufacturing
AKUMS,770.25,14,15.531723413829305,18.43,15.04,62.56,,12.08,25.763288046057266,731.61,808.76,False,0,Buy,Health Technology
PGIL,2361.6,14,14.274654021097456,17.17,15.9,48.29,,13.66,91.81649844057452,2223.88,2479.68,False,0,Buy,Consumer Non-Durables
AMDIND,57.39,14,22.132368589061496,25.03,23.11,59.59,,18.61,3.3071403586391037,52.43,60.26,False,0,Strong buy,Producer Manufacturing
NEULANDLAB,22960.0,14,19.90182254948039,22.8,19.41,50.16,,5.99,654.2279092093705,21978.66,24108.0,False,0,Buy,Health Technology
