symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,61893,50141126,50203019,965657.485676,78340977140745.16,3791208.3731275,7557237,23914.45
BANKNIFTY,14180,1454380,1468560,244572.138228,2524382967041.4,463887.648642,1020829,57172.0
RELIANCE,33354,289106,322460,219923.8209,193896329345.0,245633.06435,496632,1313.1
BSE,27432,208845,236277,175684.82426,139682585246.0,206518.67672,160737,3168.0
HDFCBANK,35396,296261,331657,162869.18063,140751881809.5,181769.923725,1027378,700.8
HEROMOTOCO,17758,199610,217368,141113.46735,163029946441.5,167107.131765,62525,5300.0
SBIN,16741,125568,142309,129493.9191,99299633235.0,142114.32645,251105,1020.9
COALINDIA,19163,273712,292875,106915.40352,156573483408.0,131101.0326,126953,417.85
ICICIBANK,10780,62607,73387,108403.50675,63839284670.0,116205.27345,204557,1426.5
EICHERMOT,11799,166534,178333,90525.2017,129808887306.0,108360.07476,67625,7711.5
INFY,20803,166316,187119,95057.09828,77870754340.0,107562.56168,290907,1140.0
KALYANKJIL,10562,80204,90766,82299.939975,65860709620.5,100554.51618,52828,590.0
BAJAJ-AUTO,8551,113465,122016,77663.79624,104439324123.75,91432.4624775,53117,12130.0
IDEA,7356,39739,47095,76258.02123,44476947665.25,86238.6401325,116677,14.53
LAURUSLABS,4766,28543,33309,74677.05311,45874023481.5,82017.307925,44001,1864.0
ADANIENT,7731,62010,69741,69162.1241505,57593352686.85,80293.709019,106822,2891.8
MIDCPNIFTY,3301,136873,140174,58210.729956,243362418699.6,79531.166952,86762,14663.65
TVSMOTOR,9638,68881,78519,70007.59738,51584499792.0,78270.7828,72704,4200.0
ETERNAL,9050,44334,53384,71523.693505,36034163800.75,77999.2677625,105355,327.3
M&M,10952,81808,92760,70014.92396,53989500426.0,77987.72822,114417,3190.0
MARUTI,9837,160928,170765,63052.15437,106662890099.0,75528.90536,141900,12849.0
INDIGO,8371,56841,65212,62545.000365,43416576099.0,70357.061355,79789,5020.0
SHRIRAMFIN,7528,28565,36093,64755.0453825,25652225395.5,69396.0543375,58769,1047.0
KOTAKBANK,7385,51873,59258,62698.425,44786140500.0,68701.73,148881,423.5
SWIGGY,12699,42013,54712,61849.8385625,21572866724.25,67278.189555,66676,267.7
MCX,7413,59168,66581,55261.216485,45347031490.5,66586.61889,71777,3286.0
TATAPOWER,10005,106192,116197,52328.119825,56941678698.0,61715.684305,96128,364.0
ADANIENSOL,5715,28021,33736,53519.7564675,28107032582.25,60109.02729,54669,1396.6
TCS,9519,97804,107323,50315.0730975,52700560389.0,59051.3119875,217502,2348.0
PAYTM,4422,25457,29879,51868.4738125,31143933141.0,58135.7302225,52573,1619.0
BHARTIARTL,5955,44658,50613,52944.464725,40460678676.0,57490.006485,198473,1862.8
DIXON,6700,59717,66417,48320.295075,44178443885.0,55669.608925,109718,14590.0
ATHERENERG,7597,40107,47704,48172.54395,26407765638.75,55246.5003375,25830,1686.1
AXISBANK,6191,48512,54703,48882.1935625,38992867231.25,53995.865875,194740,1253.9
POLYCAB,4149,35600,39749,45934.910525,40538835522.5,52736.39075,41339,8804.0
