date,symbol,subject,details,category
03-Sep-2026 10:22:56,PDMJEPAPER,Shareholders meeting,"Pudumjee Paper Products Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 02, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
03-Sep-2026 10:06:30,EMSLIMITED,Press Release,"Ems Limited has informed the Exchange regarding a press release dated September 03, 2026, titled ""EMS Limited emerges Lowest Bidder (L-1) for Rs. 218.65 Crores, Rajasthan Sewerage Project"".",Press Release
03-Sep-2026 10:01:26,EXPLEOSOL,Spurt in Volume,"Significant increase in volume has been observed in Expleo Solutions Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Expleo Sol",Spurt in Volume
03-Sep-2026 10:01:04,SOLEX,Bagging/Receiving of orders/contracts,Solex Energy Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
03-Sep-2026 09:49:39,SHADOWFAX,Press Release,"Shadowfax Technologies Limited has informed the Exchange regarding a press release dated September 03, 2026, titled ""Shadowfax Expands Shadowfax 360 with Channel Partner Network; Targets 1,000 Partners over Three Years"".",Press Release
03-Sep-2026 09:48:52,MONTECARLO,Copy of Newspaper Publication,Monte Carlo Fashions Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
03-Sep-2026 09:48:05,GRSE,Press Release,"1. In terms of Regulation 30 and other applicable provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you that, the Company has entered into the following Memorandum of Understandings (MoUs): (a) Memorandum o",Press Release
03-Sep-2026 09:17:13,JSWSTEEL,Credit Rating,JSW Steel Limited has informed the Exchange about Credit Rating,Credit Rating
03-Sep-2026 09:01:35,BALUFORGE,General Updates,Balu Forge Industries Limited has informed the Exchange about Press Release - Acquisition of Ring Rolling Production Line,General Updates
03-Sep-2026 08:31:32,INNOVACAP,Outcome of Board Meeting,"Innova Captab Limited has informed the Exchange regarding Outcome of Board Meeting held on September 03, 2026.",Outcome of Board Meeting
03-Sep-2026 08:30:56,TARAPUR,Clarification - Financial Results,"The Exchange has sought clarification from Tarapur Transformers Limited for the quarter ended 30-Jun-2026 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  The response o",Clarification - Financial Results
03-Sep-2026 08:29:15,GANGESSECU,Clarification - Financial Results,"The Exchange has sought clarification from Ganges Securities Limited for the quarter ended 30-Jun-2026 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  The response of t",Clarification - Financial Results
03-Sep-2026 07:46:04,INOXWIND,Press Release,"Inox Wind Limited has informed the Exchange regarding a press release dated September 03, 2026, titled ""Press Release-  Inox Wind secures repeat turnkey order from Indian Oil Corporation Limited."""".",Press Release
03-Sep-2026 07:19:54,LLOYDSENT,General Updates,"Lloyds Enterprises Limited has informed the Exchange about Change in Name of Geomysore Services India Pvt Ltd, Strategic Investment Unit of Lloyds Enterprises Limited",General Updates
03-Sep-2026 00:46:07,TNTELE,General Updates,Tamilnadu Telecommunication Limited has informed the Exchange about General Updates,General Updates
03-Sep-2026 00:39:42,TNTELE,Press Release,"Tamilnadu Telecommunication Limited has informed the Exchange regarding a press release dated September 01, 2026, titled ""NOTICE FOR AGM"".",Press Release
03-Sep-2026 00:38:50,MAXESTATES,Shareholders meeting,"Max Estates Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on September 24, 2026",Shareholders meeting
03-Sep-2026 00:33:52,TNTELE,Record Date,Tamilnadu Telecommunication Limited has informed the Exchange that Record date for the purpose of Meeting  is 18-Sep-2026.,Record Date
03-Sep-2026 00:31:36,TNTELE,Shareholders meeting,"Tamilnadu Telecommunication Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 25, 2026",Shareholders meeting
03-Sep-2026 00:30:01,KHADIM,General Updates,Khadim India Limited has informed the Exchange about Communication to the Shareholders for Annual Report Web-link,General Updates
