index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23873.45,23914.45,-0.17,2026-09-03,2026-09-02,False
NIFTY_BANK,^NSEBANK,57380.6,57172.0,0.36,2026-09-03,2026-09-02,False
NIFTY_NEXT_50,^NSMIDCP,73051.85,72947.45,0.14,2026-09-03,2026-09-02,False
INDIA_VIX,^INDIAVIX,11.34,11.59,-2.18,2026-09-03,2026-09-02,False
SENSEX,^BSESN,76152.86,76570.35,-0.55,2026-09-03,2026-09-02,False
